fixture_id	pair	interval	left	right	positive_width	eligible	s_i	a_i	d_i	b_i	q_i	bounds_64_63_127_126_253	frozen_trace_equal	status
S06-radial-linear-rgb	radial/linear-rgb	12	0.38709677419354799	0.41935483870967699	true	true	32	11	23	22	45	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	13	0.41935483870967699	0.45161290322580599	true	true	64	31	63	62	125	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	14	0.45161290322580599	0.483870967741936	true	true	64	30	61	60	121	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	15	0.483870967741936	0.51612903225806395	true	true	64	22	45	44	89	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	16	0.51612903225806395	0.54838709677419406	true	true	64	25	51	50	101	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	17	0.54838709677419406	0.58064516129032295	true	true	64	21	43	42	85	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	18	0.58064516129032295	0.61290322580645207	true	true	64	28	57	56	113	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	19	0.61290322580645207	0.64516129032258107	true	true	64	23	47	46	93	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	20	0.64516129032258107	0.67741935483871007	true	true	32	11	23	22	45	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	21	0.67741935483871007	0.70967741935483897	true	true	64	31	63	62	125	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	22	0.70967741935483897	0.74193548387096797	true	true	64	30	61	60	121	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	23	0.74193548387096797	0.77419354838709697	true	true	64	22	45	44	89	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	24	0.77419354838709697	0.80645161290322609	true	true	64	25	51	50	101	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	25	0.80645161290322609	0.83870967741935498	true	true	64	21	43	42	85	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	26	0.83870967741935498	0.87096774193548399	true	true	64	28	57	56	113	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	27	0.87096774193548399	0.90322580645161299	true	true	64	23	47	46	93	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	28	0.90322580645161299	0.9354838709677421	true	true	32	11	23	22	45	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	29	0.9354838709677421	0.967741935483871	true	true	64	31	63	62	125	Preserved	true	Preserved
S06-radial-linear-rgb	radial/linear-rgb	30	0.967741935483871	1	true	true	64	30	61	60	121	Preserved	true	Preserved
S07-linear-oklab	linear/oklab	0	0	0	false	false	0	0	0	0	0	Preserved	true	Preserved
S07-linear-oklab	linear/oklab	1	0	1	true	true	64	24	49	48	97	Preserved	true	Preserved
S07-radial-oklab	radial/oklab	0	0	0	false	false	0	0	0	0	0	Preserved	true	Preserved
S07-radial-oklab	radial/oklab	1	0	1	true	true	64	24	49	48	97	Preserved	true	Preserved
S07-linear-linear-rgb	linear/linear-rgb	0	0	0	false	false	0	0	0	0	0	Preserved	true	Preserved
S07-linear-linear-rgb	linear/linear-rgb	1	0	1	true	true	64	24	49	48	97	Preserved	true	Preserved
S07-radial-linear-rgb	radial/linear-rgb	0	0	0	false	false	0	0	0	0	0	Preserved	true	Preserved
S07-radial-linear-rgb	radial/linear-rgb	1	0	1	true	true	64	24	49	48	97	Preserved	true	Preserved
S08-linear-oklab	linear/oklab	0	0	0.5	true	true	64	20	41	40	81	Preserved	true	Preserved
S08-linear-oklab	linear/oklab	1	0.5	0.5	false	false	0	0	0	0	0	Preserved	true	Preserved
S08-linear-oklab	linear/oklab	2	0.5	1	true	true	1	0	1	0	1	Preserved	true	Preserved
S08-radial-oklab	radial/oklab	0	0	0.5	true	true	64	20	41	40	81	Preserved	true	Preserved
S08-radial-oklab	radial/oklab	1	0.5	0.5	false	false	0	0	0	0	0	Preserved	true	Preserved
S08-radial-oklab	radial/oklab	2	0.5	1	true	true	1	0	1	0	1	Preserved	true	Preserved
S08-linear-linear-rgb	linear/linear-rgb	0	0	0.5	true	true	64	20	41	40	81	Preserved	true	Preserved
S08-linear-linear-rgb	linear/linear-rgb	1	0.5	0.5	false	false	0	0	0	0	0	Preserved	true	Preserved
S08-linear-linear-rgb	linear/linear-rgb	2	0.5	1	true	true	1	0	1	0	1	Preserved	true	Preserved
S08-radial-linear-rgb	radial/linear-rgb	0	0	0.5	true	true	64	20	41	40	81	Preserved	true	Preserved
S08-radial-linear-rgb	radial/linear-rgb	1	0.5	0.5	false	false	0	0	0	0	0	Preserved	true	Preserved
S08-radial-linear-rgb	radial/linear-rgb	2	0.5	1	true	true	1	0	1	0	1	Preserved	true	Preserved
S09-linear-oklab	linear/oklab	0	0	0.33333333333333298	true	true	64	24	49	48	97	Preserved	true	Preserved
S09-linear-oklab	linear/oklab	1	0.33333333333333298	0.66666666666666696	true	true	64	14	29	28	57	Preserved	true	Preserved
S09-linear-oklab	linear/oklab	2	0.66666666666666696	1	true	true	1	0	1	0	1	Preserved	true	Preserved
S09-linear-oklab	linear/oklab	3	1	1	false	false	0	0	0	0	0	Preserved	true	Preserved
S09-radial-oklab	radial/oklab	0	0	0.33333333333333298	true	true	64	24	49	48	97	Preserved	true	Preserved
S09-radial-oklab	radial/oklab	1	0.33333333333333298	0.66666666666666696	true	true	64	14	29	28	57	Preserved	true	Preserved
S09-radial-oklab	radial/oklab	2	0.66666666666666696	1	true	true	1	0	1	0	1	Preserved	true	Preserved
S09-radial-oklab	radial/oklab	3	1	1	false	false	0	0	0	0	0	Preserved	true	Preserved
S09-linear-linear-rgb	linear/linear-rgb	0	0	0.33333333333333298	true	true	64	24	49	48	97	Preserved	true	Preserved
S09-linear-linear-rgb	linear/linear-rgb	1	0.33333333333333298	0.66666666666666696	true	true	64	12	25	24	49	Preserved	true	Preserved
S09-linear-linear-rgb	linear/linear-rgb	2	0.66666666666666696	1	true	true	1	0	1	0	1	Preserved	true	Preserved
S09-linear-linear-rgb	linear/linear-rgb	3	1	1	false	false	0	0	0	0	0	Preserved	true	Preserved
S09-radial-linear-rgb	radial/linear-rgb	0	0	0.33333333333333298	true	true	64	24	49	48	97	Preserved	true	Preserved
S09-radial-linear-rgb	radial/linear-rgb	1	0.33333333333333298	0.66666666666666696	true	true	64	12	25	24	49	Preserved	true	Preserved
S09-radial-linear-rgb	radial/linear-rgb	2	0.66666666666666696	1	true	true	1	0	1	0	1	Preserved	true	Preserved
S09-radial-linear-rgb	radial/linear-rgb	3	1	1	false	false	0	0	0	0	0	Preserved	true	Preserved
S10-linear-oklab	linear/oklab	0	0	0.16666666666666699	true	true	4	2	5	4	9	Preserved	true	Preserved
S10-linear-oklab	linear/oklab	1	0.16666666666666699	0.33333333333333298	true	true	2	1	3	2	5	Preserved	true	Preserved
S10-linear-oklab	linear/oklab	2	0.33333333333333298	0.5	true	true	8	3	7	6	13	Preserved	true	Preserved
S10-linear-oklab	linear/oklab	3	0.5	0.50000100000000003	true	true	1	0	1	0	1	Preserved	true	Preserved
S10-linear-oklab	linear/oklab	4	0.50000100000000003	0.66666733333333295	true	true	4	2	5	4	9	Preserved	true	Preserved
S10-linear-oklab	linear/oklab	5	0.66666733333333295	0.83333366666666708	true	true	2	1	3	2	5	Preserved	true	Preserved
S10-linear-oklab	linear/oklab	6	0.83333366666666708	1	true	true	8	3	7	6	13	Preserved	true	Preserved
S10-radial-oklab	radial/oklab	0	0	0.16666666666666699	true	true	4	2	5	4	9	Preserved	true	Preserved
S10-radial-oklab	radial/oklab	1	0.16666666666666699	0.33333333333333298	true	true	2	1	3	2	5	Preserved	true	Preserved
S10-radial-oklab	radial/oklab	2	0.33333333333333298	0.5	true	true	8	3	7	6	13	Preserved	true	Preserved
S10-radial-oklab	radial/oklab	3	0.5	0.50000100000000003	true	true	1	0	1	0	1	Preserved	true	Preserved
S10-radial-oklab	radial/oklab	4	0.50000100000000003	0.66666733333333295	true	true	4	2	5	4	9	Preserved	true	Preserved
S10-radial-oklab	radial/oklab	5	0.66666733333333295	0.83333366666666708	true	true	2	1	3	2	5	Preserved	true	Preserved
S10-radial-oklab	radial/oklab	6	0.83333366666666708	1	true	true	8	3	7	6	13	Preserved	true	Preserved
S10-linear-linear-rgb	linear/linear-rgb	0	0	0.16666666666666699	true	true	2	1	3	2	5	Preserved	true	Preserved
S10-linear-linear-rgb	linear/linear-rgb	1	0.16666666666666699	0.33333333333333298	true	true	2	1	3	2	5	Preserved	true	Preserved
S10-linear-linear-rgb	linear/linear-rgb	2	0.33333333333333298	0.5	true	true	8	4	9	8	17	Preserved	true	Preserved
S10-linear-linear-rgb	linear/linear-rgb	3	0.5	0.50000100000000003	true	true	2	1	3	2	5	Preserved	true	Preserved
S10-linear-linear-rgb	linear/linear-rgb	4	0.50000100000000003	0.66666733333333295	true	true	2	1	3	2	5	Preserved	true	Preserved
S10-linear-linear-rgb	linear/linear-rgb	5	0.66666733333333295	0.83333366666666708	true	true	2	1	3	2	5	Preserved	true	Preserved
S10-linear-linear-rgb	linear/linear-rgb	6	0.83333366666666708	1	true	true	8	4	9	8	17	Preserved	true	Preserved
S10-radial-linear-rgb	radial/linear-rgb	0	0	0.16666666666666699	true	true	2	1	3	2	5	Preserved	true	Preserved
S10-radial-linear-rgb	radial/linear-rgb	1	0.16666666666666699	0.33333333333333298	true	true	2	1	3	2	5	Preserved	true	Preserved
S10-radial-linear-rgb	radial/linear-rgb	2	0.33333333333333298	0.5	true	true	8	4	9	8	17	Preserved	true	Preserved
S10-radial-linear-rgb	radial/linear-rgb	3	0.5	0.50000100000000003	true	true	2	1	3	2	5	Preserved	true	Preserved
S10-radial-linear-rgb	radial/linear-rgb	4	0.50000100000000003	0.66666733333333295	true	true	2	1	3	2	5	Preserved	true	Preserved
S10-radial-linear-rgb	radial/linear-rgb	5	0.66666733333333295	0.83333366666666708	true	true	2	1	3	2	5	Preserved	true	Preserved
S10-radial-linear-rgb	radial/linear-rgb	6	0.83333366666666708	1	true	true	8	4	9	8	17	Preserved	true	Preserved
S11-linear-oklab	linear/oklab	0	0	0.066666666666666666	true	true	64	24	49	48	97	Preserved	true	Preserved
S11-linear-oklab	linear/oklab	1	0.066666666666666666	0.13333333333333333	true	true	64	16	33	32	65	Preserved	true	Preserved
S11-linear-oklab	linear/oklab	2	0.13333333333333333	0.20000000000000001	true	true	64	26	53	52	105	Preserved	true	Preserved
S11-linear-oklab	linear/oklab	3	0.20000000000000001	0.26666666666666666	true	true	32	15	31	30	61	Preserved	true	Preserved
S11-linear-oklab	linear/oklab	4	0.26666666666666666	0.33333333333333331	true	true	64	24	49	48	97	Preserved	true	Preserved
S11-linear-oklab	linear/oklab	5	0.33333333333333331	0.40000000000000002	true	true	64	16	33	32	65	Preserved	true	Preserved
S11-linear-oklab	linear/oklab	6	0.40000000000000002	0.46666666666666667	true	true	64	26	53	52	105	Preserved	true	Preserved
S11-linear-oklab	linear/oklab	7	0.46666666666666667	0.53333333333333333	true	true	32	15	31	30	61	Preserved	true	Preserved
S11-linear-oklab	linear/oklab	8	0.53333333333333333	0.59999999999999998	true	true	64	24	49	48	97	Preserved	true	Preserved
S11-linear-oklab	linear/oklab	9	0.59999999999999998	0.66666666666666663	true	true	64	16	33	32	65	Preserved	true	Preserved
S11-linear-oklab	linear/oklab	10	0.66666666666666663	0.73333333333333328	true	true	64	26	53	52	105	Preserved	true	Preserved
S11-linear-oklab	linear/oklab	11	0.73333333333333328	0.80000000000000004	true	true	32	15	31	30	61	Preserved	true	Preserved
S11-linear-oklab	linear/oklab	12	0.80000000000000004	0.8666666666666667	true	true	64	24	49	48	97	Preserved	true	Preserved
S11-linear-oklab	linear/oklab	13	0.8666666666666667	0.93333333333333335	true	true	64	16	33	32	65	Preserved	true	Preserved
S11-linear-oklab	linear/oklab	14	0.93333333333333335	1	true	true	64	26	53	52	105	Preserved	true	Preserved
S11-radial-oklab	radial/oklab	0	0	0.066666666666666666	true	true	64	24	49	48	97	Preserved	true	Preserved
S11-radial-oklab	radial/oklab	1	0.066666666666666666	0.13333333333333333	true	true	64	16	33	32	65	Preserved	true	Preserved
S11-radial-oklab	radial/oklab	2	0.13333333333333333	0.20000000000000001	true	true	64	26	53	52	105	Preserved	true	Preserved
S11-radial-oklab	radial/oklab	3	0.20000000000000001	0.26666666666666666	true	true	32	15	31	30	61	Preserved	true	Preserved
S11-radial-oklab	radial/oklab	4	0.26666666666666666	0.33333333333333331	true	true	64	24	49	48	97	Preserved	true	Preserved
S11-radial-oklab	radial/oklab	5	0.33333333333333331	0.40000000000000002	true	true	64	16	33	32	65	Preserved	true	Preserved
S11-radial-oklab	radial/oklab	6	0.40000000000000002	0.46666666666666667	true	true	64	26	53	52	105	Preserved	true	Preserved
S11-radial-oklab	radial/oklab	7	0.46666666666666667	0.53333333333333333	true	true	32	15	31	30	61	Preserved	true	Preserved
S11-radial-oklab	radial/oklab	8	0.53333333333333333	0.59999999999999998	true	true	64	24	49	48	97	Preserved	true	Preserved
S11-radial-oklab	radial/oklab	9	0.59999999999999998	0.66666666666666663	true	true	64	16	33	32	65	Preserved	true	Preserved
S11-radial-oklab	radial/oklab	10	0.66666666666666663	0.73333333333333328	true	true	64	26	53	52	105	Preserved	true	Preserved
S11-radial-oklab	radial/oklab	11	0.73333333333333328	0.80000000000000004	true	true	32	15	31	30	61	Preserved	true	Preserved
S11-radial-oklab	radial/oklab	12	0.80000000000000004	0.8666666666666667	true	true	64	24	49	48	97	Preserved	true	Preserved
S11-radial-oklab	radial/oklab	13	0.8666666666666667	0.93333333333333335	true	true	64	16	33	32	65	Preserved	true	Preserved
S11-radial-oklab	radial/oklab	14	0.93333333333333335	1	true	true	64	26	53	52	105	Preserved	true	Preserved
S11-linear-linear-rgb	linear/linear-rgb	0	0	0.066666666666666666	true	true	64	24	49	48	97	Preserved	true	Preserved
S11-linear-linear-rgb	linear/linear-rgb	1	0.066666666666666666	0.13333333333333333	true	true	64	19	39	38	77	Preserved	true	Preserved
S11-linear-linear-rgb	linear/linear-rgb	2	0.13333333333333333	0.20000000000000001	true	true	64	30	61	60	121	Preserved	true	Preserved
S11-linear-linear-rgb	linear/linear-rgb	3	0.20000000000000001	0.26666666666666666	true	true	64	19	39	38	77	Preserved	true	Preserved
S11-linear-linear-rgb	linear/linear-rgb	4	0.26666666666666666	0.33333333333333331	true	true	64	24	49	48	97	Preserved	true	Preserved
S11-linear-linear-rgb	linear/linear-rgb	5	0.33333333333333331	0.40000000000000002	true	true	64	19	39	38	77	Preserved	true	Preserved
S11-linear-linear-rgb	linear/linear-rgb	6	0.40000000000000002	0.46666666666666667	true	true	64	30	61	60	121	Preserved	true	Preserved
S11-linear-linear-rgb	linear/linear-rgb	7	0.46666666666666667	0.53333333333333333	true	true	64	19	39	38	77	Preserved	true	Preserved
S11-linear-linear-rgb	linear/linear-rgb	8	0.53333333333333333	0.59999999999999998	true	true	64	24	49	48	97	Preserved	true	Preserved
S11-linear-linear-rgb	linear/linear-rgb	9	0.59999999999999998	0.66666666666666663	true	true	64	19	39	38	77	Preserved	true	Preserved
S11-linear-linear-rgb	linear/linear-rgb	10	0.66666666666666663	0.73333333333333328	true	true	64	30	61	60	121	Preserved	true	Preserved
S11-linear-linear-rgb	linear/linear-rgb	11	0.73333333333333328	0.80000000000000004	true	true	64	19	39	38	77	Preserved	true	Preserved
S11-linear-linear-rgb	linear/linear-rgb	12	0.80000000000000004	0.8666666666666667	true	true	64	24	49	48	97	Preserved	true	Preserved
S11-linear-linear-rgb	linear/linear-rgb	13	0.8666666666666667	0.93333333333333335	true	true	64	19	39	38	77	Preserved	true	Preserved
S11-linear-linear-rgb	linear/linear-rgb	14	0.93333333333333335	1	true	true	64	30	61	60	121	Preserved	true	Preserved
S11-radial-linear-rgb	radial/linear-rgb	0	0	0.066666666666666666	true	true	64	24	49	48	97	Preserved	true	Preserved
S11-radial-linear-rgb	radial/linear-rgb	1	0.066666666666666666	0.13333333333333333	true	true	64	19	39	38	77	Preserved	true	Preserved
S11-radial-linear-rgb	radial/linear-rgb	2	0.13333333333333333	0.20000000000000001	true	true	64	30	61	60	121	Preserved	true	Preserved
S11-radial-linear-rgb	radial/linear-rgb	3	0.20000000000000001	0.26666666666666666	true	true	64	19	39	38	77	Preserved	true	Preserved
S11-radial-linear-rgb	radial/linear-rgb	4	0.26666666666666666	0.33333333333333331	true	true	64	24	49	48	97	Preserved	true	Preserved
S11-radial-linear-rgb	radial/linear-rgb	5	0.33333333333333331	0.40000000000000002	true	true	64	19	39	38	77	Preserved	true	Preserved
S11-radial-linear-rgb	radial/linear-rgb	6	0.40000000000000002	0.46666666666666667	true	true	64	30	61	60	121	Preserved	true	Preserved
S11-radial-linear-rgb	radial/linear-rgb	7	0.46666666666666667	0.53333333333333333	true	true	64	19	39	38	77	Preserved	true	Preserved
S11-radial-linear-rgb	radial/linear-rgb	8	0.53333333333333333	0.59999999999999998	true	true	64	24	49	48	97	Preserved	true	Preserved
S11-radial-linear-rgb	radial/linear-rgb	9	0.59999999999999998	0.66666666666666663	true	true	64	19	39	38	77	Preserved	true	Preserved
S11-radial-linear-rgb	radial/linear-rgb	10	0.66666666666666663	0.73333333333333328	true	true	64	30	61	60	121	Preserved	true	Preserved
S11-radial-linear-rgb	radial/linear-rgb	11	0.73333333333333328	0.80000000000000004	true	true	64	19	39	38	77	Preserved	true	Preserved
S11-radial-linear-rgb	radial/linear-rgb	12	0.80000000000000004	0.8666666666666667	true	true	64	24	49	48	97	Preserved	true	Preserved
S11-radial-linear-rgb	radial/linear-rgb	13	0.8666666666666667	0.93333333333333335	true	true	64	19	39	38	77	Preserved	true	Preserved
S11-radial-linear-rgb	radial/linear-rgb	14	0.93333333333333335	1	true	true	64	30	61	60	121	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	0	0	0.010989010989011	true	true	4	3	7	6	13	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	1	0.010989010989011	0.043956043956044001	true	true	32	10	21	20	41	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	2	0.043956043956044001	0.098901098901098911	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	3	0.098901098901098911	0.120879120879121	true	true	16	5	11	10	21	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	4	0.120879120879121	0.164835164835165	true	true	4	3	7	6	13	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	5	0.164835164835165	0.175824175824176	true	true	32	10	21	20	41	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	6	0.175824175824176	0.20879120879120902	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	7	0.20879120879120902	0.26373626373626402	true	true	16	5	11	10	21	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	8	0.26373626373626402	0.28571428571428603	true	true	4	3	7	6	13	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	9	0.28571428571428603	0.32967032967033	true	true	32	10	21	20	41	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	10	0.32967032967033	0.340659340659341	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	11	0.340659340659341	0.37362637362637402	true	true	16	5	11	10	21	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	12	0.37362637362637402	0.42857142857142899	true	true	4	3	7	6	13	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	13	0.42857142857142899	0.450549450549451	true	true	32	10	21	20	41	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	14	0.450549450549451	0.49450549450549502	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	15	0.49450549450549502	0.50549450549450503	true	true	16	5	11	10	21	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	16	0.50549450549450503	0.53846153846153799	true	true	4	3	7	6	13	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	17	0.53846153846153799	0.59340659340659296	true	true	32	10	21	20	41	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	18	0.59340659340659296	0.61538461538461497	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	19	0.61538461538461497	0.659340659340659	true	true	16	5	11	10	21	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	20	0.659340659340659	0.67032967032966995	true	true	4	3	7	6	13	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	21	0.67032967032966995	0.70329670329670291	true	true	32	10	21	20	41	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	22	0.70329670329670291	0.75824175824175799	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	23	0.75824175824175799	0.78021978021978	true	true	16	5	11	10	21	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	24	0.78021978021978	0.82417582417582391	true	true	4	3	7	6	13	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	25	0.82417582417582391	0.83516483516483508	true	true	32	10	21	20	41	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	26	0.83516483516483508	0.86813186813186805	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	27	0.86813186813186805	0.92307692307692302	true	true	16	5	11	10	21	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	28	0.92307692307692302	0.94505494505494492	true	true	4	3	7	6	13	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	29	0.94505494505494492	0.98901098901098905	true	true	32	10	21	20	41	Preserved	true	Preserved
S12-linear-oklab	linear/oklab	30	0.98901098901098905	1	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	0	0	0.010989010989011	true	true	4	3	7	6	13	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	1	0.010989010989011	0.043956043956044001	true	true	32	10	21	20	41	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	2	0.043956043956044001	0.098901098901098911	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	3	0.098901098901098911	0.120879120879121	true	true	16	5	11	10	21	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	4	0.120879120879121	0.164835164835165	true	true	4	3	7	6	13	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	5	0.164835164835165	0.175824175824176	true	true	32	10	21	20	41	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	6	0.175824175824176	0.20879120879120902	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	7	0.20879120879120902	0.26373626373626402	true	true	16	5	11	10	21	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	8	0.26373626373626402	0.28571428571428603	true	true	4	3	7	6	13	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	9	0.28571428571428603	0.32967032967033	true	true	32	10	21	20	41	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	10	0.32967032967033	0.340659340659341	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	11	0.340659340659341	0.37362637362637402	true	true	16	5	11	10	21	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	12	0.37362637362637402	0.42857142857142899	true	true	4	3	7	6	13	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	13	0.42857142857142899	0.450549450549451	true	true	32	10	21	20	41	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	14	0.450549450549451	0.49450549450549502	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	15	0.49450549450549502	0.50549450549450503	true	true	16	5	11	10	21	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	16	0.50549450549450503	0.53846153846153799	true	true	4	3	7	6	13	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	17	0.53846153846153799	0.59340659340659296	true	true	32	10	21	20	41	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	18	0.59340659340659296	0.61538461538461497	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	19	0.61538461538461497	0.659340659340659	true	true	16	5	11	10	21	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	20	0.659340659340659	0.67032967032966995	true	true	4	3	7	6	13	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	21	0.67032967032966995	0.70329670329670291	true	true	32	10	21	20	41	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	22	0.70329670329670291	0.75824175824175799	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	23	0.75824175824175799	0.78021978021978	true	true	16	5	11	10	21	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	24	0.78021978021978	0.82417582417582391	true	true	4	3	7	6	13	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	25	0.82417582417582391	0.83516483516483508	true	true	32	10	21	20	41	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	26	0.83516483516483508	0.86813186813186805	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	27	0.86813186813186805	0.92307692307692302	true	true	16	5	11	10	21	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	28	0.92307692307692302	0.94505494505494492	true	true	4	3	7	6	13	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	29	0.94505494505494492	0.98901098901098905	true	true	32	10	21	20	41	Preserved	true	Preserved
S12-radial-oklab	radial/oklab	30	0.98901098901098905	1	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	0	0	0.010989010989011	true	true	16	6	13	12	25	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	1	0.010989010989011	0.043956043956044001	true	true	64	13	27	26	53	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	2	0.043956043956044001	0.098901098901098911	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	3	0.098901098901098911	0.120879120879121	true	true	64	14	29	28	57	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	4	0.120879120879121	0.164835164835165	true	true	16	6	13	12	25	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	5	0.164835164835165	0.175824175824176	true	true	64	13	27	26	53	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	6	0.175824175824176	0.20879120879120902	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	7	0.20879120879120902	0.26373626373626402	true	true	64	14	29	28	57	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	8	0.26373626373626402	0.28571428571428603	true	true	16	6	13	12	25	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	9	0.28571428571428603	0.32967032967033	true	true	64	13	27	26	53	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	10	0.32967032967033	0.340659340659341	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	11	0.340659340659341	0.37362637362637402	true	true	64	14	29	28	57	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	12	0.37362637362637402	0.42857142857142899	true	true	16	6	13	12	25	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	13	0.42857142857142899	0.450549450549451	true	true	64	13	27	26	53	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	14	0.450549450549451	0.49450549450549502	true	true	2	1	3	2	5	Preserved	true	Preserved
S12-linear-linear-rgb	linear/linear-rgb	15	0.49450549450549502	0.50549450549450503	true	true	64	14	29	28	57	Preserved	true	Preserved
