probe_id	path	profile	previous_runtime_class	current_runtime_class	transition	fixture_comparable	universe	matrix_sha256
path-gradient.kind	gradient.kind	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.kind	gradient.kind	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.kind	gradient.kind	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.linear	gradient.linear	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.linear	gradient.linear	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.linear	gradient.linear	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.linear	gradient.linear	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.radial	gradient.radial	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.radial	gradient.radial	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.radial	gradient.radial	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.radial	gradient.radial	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.radius	gradient.radius	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.radius	gradient.radius	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.radius	gradient.radius	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.radius	gradient.radius	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.relative	gradient.relative	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.relative	gradient.relative	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.relative	gradient.relative	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.relative	gradient.relative	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.repeat	gradient.repeat	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.repeat	gradient.repeat	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.repeat	gradient.repeat	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.repeat	gradient.repeat	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.sample	gradient.sample	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.sample	gradient.sample	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.sample	gradient.sample	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.sample	gradient.sample	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.samples	gradient.samples	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.samples	gradient.samples	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.samples	gradient.samples	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.samples	gradient.samples	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.sharp	gradient.sharp	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.sharp	gradient.sharp	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.sharp	gradient.sharp	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.sharp	gradient.sharp	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.space	gradient.space	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.space	gradient.space	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.space	gradient.space	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.space	gradient.space	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.stops	gradient.stops	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.stops	gradient.stops	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.stops	gradient.stops	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gradient.stops	gradient.stops	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gray	gray	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gray	gray	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gray	gray	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-gray	gray	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-green	green	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-green	green	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-green	green	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-green	green	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid	grid	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid	grid	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid	grid	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid	grid	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.cell	grid.cell	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.cell	grid.cell	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.cell	grid.cell	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.cell	grid.cell	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.footer	grid.footer	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.footer	grid.footer	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.footer	grid.footer	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.footer	grid.footer	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.header	grid.header	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.header	grid.header	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.header	grid.header	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.header	grid.header	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.hline	grid.hline	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.hline	grid.hline	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.hline	grid.hline	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.hline	grid.hline	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.vline	grid.vline	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.vline	grid.vline	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.vline	grid.vline	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid.vline	grid.vline	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid_cell	grid_cell	default	CRYSTALLINE_ONLY	CRYSTALLINE_ONLY	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid_cell	grid_cell	html	CRYSTALLINE_ONLY	CRYSTALLINE_ONLY	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid_cell	grid_cell	a11y	CRYSTALLINE_ONLY	CRYSTALLINE_ONLY	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid_cell	grid_cell	html+a11y	CRYSTALLINE_ONLY	CRYSTALLINE_ONLY	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid_footer	grid_footer	default	CRYSTALLINE_ONLY	CRYSTALLINE_ONLY	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid_footer	grid_footer	html	CRYSTALLINE_ONLY	CRYSTALLINE_ONLY	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid_footer	grid_footer	a11y	CRYSTALLINE_ONLY	CRYSTALLINE_ONLY	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid_footer	grid_footer	html+a11y	CRYSTALLINE_ONLY	CRYSTALLINE_ONLY	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid_header	grid_header	default	CRYSTALLINE_ONLY	CRYSTALLINE_ONLY	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid_header	grid_header	html	CRYSTALLINE_ONLY	CRYSTALLINE_ONLY	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid_header	grid_header	a11y	CRYSTALLINE_ONLY	CRYSTALLINE_ONLY	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-grid_header	grid_header	html+a11y	CRYSTALLINE_ONLY	CRYSTALLINE_ONLY	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-h	h	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-h	h	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-h	h	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-h	h	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-heading	heading	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-heading	heading	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-heading	heading	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-heading	heading	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-here	here	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-here	here	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-here	here	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-here	here	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-hide	hide	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-hide	hide	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-hide	hide	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-hide	hide	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-highlight	highlight	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-highlight	highlight	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-highlight	highlight	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-highlight	highlight	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-hsl	hsl	default	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-hsl	hsl	html	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-hsl	hsl	a11y	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-hsl	hsl	html+a11y	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-hsv	hsv	default	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-hsv	hsv	html	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-hsv	hsv	a11y	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-hsv	hsv	html+a11y	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html	html	default	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html	html	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html	html	a11y	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html	html	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.a	html.a	default	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.a	html.a	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.a	html.a	a11y	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.a	html.a	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.abbr	html.abbr	default	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.abbr	html.abbr	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.abbr	html.abbr	a11y	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.abbr	html.abbr	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.address	html.address	default	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.address	html.address	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.address	html.address	a11y	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.address	html.address	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.area	html.area	default	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.area	html.area	html	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.area	html.area	a11y	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.area	html.area	html+a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.article	html.article	default	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.article	html.article	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.article	html.article	a11y	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.article	html.article	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.aside	html.aside	default	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.aside	html.aside	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.aside	html.aside	a11y	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.aside	html.aside	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.audio	html.audio	default	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.audio	html.audio	html	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.audio	html.audio	a11y	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.audio	html.audio	html+a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.b	html.b	default	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.b	html.b	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.b	html.b	a11y	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.b	html.b	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
path-html.base	html.base	default	MATCH_DIAGNOSTIC	MATCH_DIAGNOSTIC	UNCHANGED	true	principal	ed6b603578ada1a3961bbb564c272652e52b4652231b5d324c8b9afa57889e51
