pair	family	scenario	t	hue_delta_deg	non_hue_max	alpha_delta	status
radial/oklch	polar	seam-forward	0.000001000000	3.0517578125e-05	1.4901161193847656e-08	0.0	Preserved
radial/oklch	polar	seam-forward	0.250000000000	0.0	5.960464477539063e-08	0.0	Preserved
radial/oklch	polar	seam-forward	0.500000000000	0.0	1.4901161193847656e-08	0.0	Preserved
radial/oklch	polar	seam-forward	0.750000000000	0.0	5.960464477539063e-08	0.0	Preserved
radial/oklch	polar	seam-forward	0.999999000000	3.0517578125e-05	5.960464477539063e-08	0.0	Preserved
radial/oklch	polar	seam-forward	1.000000000000	0.0	0.0	0.0	Preserved
radial/oklch	polar	seam-reverse	0.000000000000	4.76837158203125e-06	0.0	0.0	Preserved
radial/oklch	polar	seam-reverse	0.000001000000	2.956390380859375e-05	5.960464477539063e-08	0.0	Preserved
radial/oklch	polar	seam-reverse	0.250000000000	9.5367431640625e-06	5.960464477539063e-08	0.0	Preserved
radial/oklch	polar	seam-reverse	0.500000000000	6.67572021484375e-06	1.4901161193847656e-08	0.0	Preserved
radial/oklch	polar	seam-reverse	0.750000000000	0.0	5.960464477539063e-08	0.0	Preserved
radial/oklch	polar	seam-reverse	0.999999000000	3.0517578125e-05	1.4901161193847656e-08	0.0	Preserved
radial/oklch	polar	seam-reverse	1.000000000000	0.0	1.4901161193847656e-08	0.0	Preserved
