fixture_id	pair	metric	variant	sample_basis	observed	frozen_limit	fresh_vanilla_limit	frozen_limit_delta	excess_vs_frozen	status_vs_frozen
S12-radial-oklab	radial/oklab	alpha_max	offset-f64-serialized@vanilla-exact	vanilla-exact	0.0035518652040521514	0.0035528652040521516	0.0035528652040521516	0.0	0.0	Preserved
S12-radial-oklab	radial/oklab	alpha_max	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.0035518652040521514	0.0035528652040521516	0.0035528652040521516	0.0	0.0	Preserved
S12-radial-oklab	radial/oklab	alpha_max	vanilla-svg@vanilla-exact	vanilla-exact	0.0035518652040521514	0.0035528652040521516	0.0035528652040521516	0.0	0.0	Preserved
S16-linear-linear-rgb	linear/linear-rgb	color_p95	legacy-serialized	candidate-exact	0.0025028268085903692	0.002492069229077084	0.002492069229077084	0.0	1.0757579513285143e-05	Violated
S16-linear-linear-rgb	linear/linear-rgb	color_p95	offset-f64-serialized	candidate-exact	0.0025028268085903692	0.002492069229077084	0.002492069229077084	0.0	1.0757579513285143e-05	Violated
S16-linear-linear-rgb	linear/linear-rgb	color_p95	offset-f64-raw	candidate-exact	0.002519120853565236	0.002492069229077084	0.002492069229077084	0.0	2.7051624488151887e-05	Violated
S16-linear-linear-rgb	linear/linear-rgb	color_p95	vanilla-meta-serialized	candidate-exact	0.002491067655848523	0.002492069229077084	0.002492069229077084	0.0	0.0	Preserved
S16-linear-linear-rgb	linear/linear-rgb	color_p95	vanilla-svg	candidate-exact	0.002491067655848523	0.002492069229077084	0.002492069229077084	0.0	0.0	Preserved
S16-linear-linear-rgb	linear/linear-rgb	color_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.0025028268085903692	0.002492069229077084	0.002492069229077084	0.0	1.0757579513285143e-05	Violated
S16-linear-linear-rgb	linear/linear-rgb	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.002491069229077084	0.002492069229077084	0.002492069229077084	0.0	0.0	Preserved
S16-linear-linear-rgb	linear/linear-rgb	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.002491069229077084	0.002492069229077084	0.002492069229077084	0.0	0.0	Preserved
S16-linear-oklab	linear/oklab	color_p95	legacy-serialized	candidate-exact	0.0024063029782623504	0.002405508421066495	0.002405508421066495	0.0	7.945571958555692e-07	Violated
S16-linear-oklab	linear/oklab	color_p95	offset-f64-serialized	candidate-exact	0.0024063029782623504	0.002405508421066495	0.002405508421066495	0.0	7.945571958555692e-07	Violated
S16-linear-oklab	linear/oklab	color_p95	offset-f64-raw	candidate-exact	0.002384217756422543	0.002405508421066495	0.002405508421066495	0.0	0.0	Preserved
S16-linear-oklab	linear/oklab	color_p95	vanilla-meta-serialized	candidate-exact	0.0024022414060528726	0.002405508421066495	0.002405508421066495	0.0	0.0	Preserved
S16-linear-oklab	linear/oklab	color_p95	vanilla-svg	candidate-exact	0.002404524825491878	0.002405508421066495	0.002405508421066495	0.0	0.0	Preserved
S16-linear-oklab	linear/oklab	color_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.0024064457866686986	0.002405508421066495	0.002405508421066495	0.0	9.373656022037928e-07	Violated
S16-linear-oklab	linear/oklab	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.0024021760895991656	0.002405508421066495	0.002405508421066495	0.0	0.0	Preserved
S16-linear-oklab	linear/oklab	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.0024045084210664947	0.002405508421066495	0.002405508421066495	0.0	0.0	Preserved
S16-radial-linear-rgb	radial/linear-rgb	color_p95	legacy-serialized	candidate-exact	0.002502826808590306	0.002492069229077084	0.002492069229077084	0.0	1.0757579513221826e-05	Violated
S16-radial-linear-rgb	radial/linear-rgb	color_p95	offset-f64-serialized	candidate-exact	0.002502826808590306	0.002492069229077084	0.002492069229077084	0.0	1.0757579513221826e-05	Violated
S16-radial-linear-rgb	radial/linear-rgb	color_p95	offset-f64-raw	candidate-exact	0.0025191290573045584	0.002492069229077084	0.002492069229077084	0.0	2.70598282274743e-05	Violated
S16-radial-linear-rgb	radial/linear-rgb	color_p95	vanilla-meta-serialized	candidate-exact	0.002491011830797212	0.002492069229077084	0.002492069229077084	0.0	0.0	Preserved
S16-radial-linear-rgb	radial/linear-rgb	color_p95	vanilla-svg	candidate-exact	0.002491011830797212	0.002492069229077084	0.002492069229077084	0.0	0.0	Preserved
S16-radial-linear-rgb	radial/linear-rgb	color_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.0025028268085903692	0.002492069229077084	0.002492069229077084	0.0	1.0757579513285143e-05	Violated
S16-radial-linear-rgb	radial/linear-rgb	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.002491069229077084	0.002492069229077084	0.002492069229077084	0.0	0.0	Preserved
S16-radial-linear-rgb	radial/linear-rgb	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.002491069229077084	0.002492069229077084	0.002492069229077084	0.0	0.0	Preserved
S16-radial-oklab	radial/oklab	color_p95	legacy-serialized	candidate-exact	0.0024064457866685394	0.002405508421066495	0.002405508421066495	0.0	9.373656020446319e-07	Violated
S16-radial-oklab	radial/oklab	color_p95	offset-f64-serialized	candidate-exact	0.0024064457866685394	0.002405508421066495	0.002405508421066495	0.0	9.373656020446319e-07	Violated
S16-radial-oklab	radial/oklab	color_p95	offset-f64-raw	candidate-exact	0.0023841873057444648	0.002405508421066495	0.002405508421066495	0.0	0.0	Preserved
S16-radial-oklab	radial/oklab	color_p95	vanilla-meta-serialized	candidate-exact	0.0024021760895991656	0.002405508421066495	0.002405508421066495	0.0	0.0	Preserved
S16-radial-oklab	radial/oklab	color_p95	vanilla-svg	candidate-exact	0.0024045084210664023	0.002405508421066495	0.002405508421066495	0.0	0.0	Preserved
S16-radial-oklab	radial/oklab	color_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.0024064457866686986	0.002405508421066495	0.002405508421066495	0.0	9.373656022037928e-07	Violated
S16-radial-oklab	radial/oklab	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.0024021760895991656	0.002405508421066495	0.002405508421066495	0.0	0.0	Preserved
S16-radial-oklab	radial/oklab	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.0024045084210664947	0.002405508421066495	0.002405508421066495	0.0	0.0	Preserved
S20-linear-linear-rgb	linear/linear-rgb	color_p95	legacy-serialized	candidate-exact	0.0025044562574076494	0.002500452688590429	0.002500452688590429	0.0	4.003568817220575e-06	Violated
S20-linear-linear-rgb	linear/linear-rgb	color_p95	offset-f64-serialized	candidate-exact	0.00249946297270296	0.002500452688590429	0.002500452688590429	0.0	0.0	Preserved
S20-linear-linear-rgb	linear/linear-rgb	color_p95	offset-f64-raw	candidate-exact	0.0025036520455622904	0.002500452688590429	0.002500452688590429	0.0	3.199356971861529e-06	Violated
S20-linear-linear-rgb	linear/linear-rgb	color_p95	vanilla-meta-serialized	candidate-exact	0.00249946297270296	0.002500452688590429	0.002500452688590429	0.0	0.0	Preserved
S20-linear-linear-rgb	linear/linear-rgb	color_p95	vanilla-svg	candidate-exact	0.002499462972702985	0.002500452688590429	0.002500452688590429	0.0	0.0	Preserved
S20-linear-linear-rgb	linear/linear-rgb	color_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.0024994526885904035	0.002500452688590429	0.002500452688590429	0.0	0.0	Preserved
S20-linear-linear-rgb	linear/linear-rgb	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.0024994526885904035	0.002500452688590429	0.002500452688590429	0.0	0.0	Preserved
S20-linear-linear-rgb	linear/linear-rgb	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.0024994526885904287	0.002500452688590429	0.002500452688590429	0.0	0.0	Preserved
S20-radial-linear-rgb	radial/linear-rgb	color_p95	legacy-serialized	candidate-exact	0.0025044562574076494	0.002500452688590429	0.002500452688590429	0.0	4.003568817220575e-06	Violated
S20-radial-linear-rgb	radial/linear-rgb	color_p95	offset-f64-serialized	candidate-exact	0.00249946297270296	0.002500452688590429	0.002500452688590429	0.0	0.0	Preserved
S20-radial-linear-rgb	radial/linear-rgb	color_p95	offset-f64-raw	candidate-exact	0.0025036520455622904	0.002500452688590429	0.002500452688590429	0.0	3.199356971861529e-06	Violated
S20-radial-linear-rgb	radial/linear-rgb	color_p95	vanilla-meta-serialized	candidate-exact	0.00249946297270296	0.002500452688590429	0.002500452688590429	0.0	0.0	Preserved
S20-radial-linear-rgb	radial/linear-rgb	color_p95	vanilla-svg	candidate-exact	0.002499462972702985	0.002500452688590429	0.002500452688590429	0.0	0.0	Preserved
S20-radial-linear-rgb	radial/linear-rgb	color_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.0024994526885904035	0.002500452688590429	0.002500452688590429	0.0	0.0	Preserved
S20-radial-linear-rgb	radial/linear-rgb	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.0024994526885904035	0.002500452688590429	0.002500452688590429	0.0	0.0	Preserved
S20-radial-linear-rgb	radial/linear-rgb	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.0024994526885904287	0.002500452688590429	0.002500452688590429	0.0	0.0	Preserved
S22-linear-oklab	linear/oklab	color_p95	legacy-serialized	candidate-exact	0.0025993167589665757	0.0025175253027913055	0.0025175253027913055	0.0	8.17914561752702e-05	Violated
S22-linear-oklab	linear/oklab	color_p95	offset-f64-serialized	candidate-exact	0.002631572663780776	0.0025175253027913055	0.0025175253027913055	0.0	0.00011404736098947045	Violated
S22-linear-oklab	linear/oklab	color_p95	offset-f64-raw	candidate-exact	0.002650933605717121	0.0025175253027913055	0.0025175253027913055	0.0	0.0001334083029258153	Violated
S22-linear-oklab	linear/oklab	color_p95	vanilla-meta-serialized	candidate-exact	0.0025197406593885675	0.0025175253027913055	0.0025175253027913055	0.0	2.2153565972619915e-06	Violated
S22-linear-oklab	linear/oklab	color_p95	vanilla-svg	candidate-exact	0.002519740659389925	0.0025175253027913055	0.0025175253027913055	0.0	2.2153565986194126e-06	Violated
S22-linear-oklab	linear/oklab	color_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.0026340050624878	0.0025175253027913055	0.0025175253027913055	0.0	0.00011647975969649458	Violated
S22-linear-oklab	linear/oklab	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.0025165253027911788	0.0025175253027913055	0.0025175253027913055	0.0	0.0	Preserved
S22-linear-oklab	linear/oklab	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.0025165253027913054	0.0025175253027913055	0.0025175253027913055	0.0	0.0	Preserved
S22-radial-oklab	radial/oklab	color_p95	legacy-serialized	candidate-exact	0.0025994483057555366	0.0025175253027913055	0.0025175253027913055	0.0	8.19230029642311e-05	Violated
S22-radial-oklab	radial/oklab	color_p95	offset-f64-serialized	candidate-exact	0.00263144455231008	0.0025175253027913055	0.0025175253027913055	0.0	0.00011391924951877465	Violated
S22-radial-oklab	radial/oklab	color_p95	offset-f64-raw	candidate-exact	0.002651065023348893	0.0025175253027913055	0.0025175253027913055	0.0	0.00013353972055758735	Violated
S22-radial-oklab	radial/oklab	color_p95	vanilla-meta-serialized	candidate-exact	0.0025197406593885675	0.0025175253027913055	0.0025175253027913055	0.0	2.2153565972619915e-06	Violated
S22-radial-oklab	radial/oklab	color_p95	vanilla-svg	candidate-exact	0.002519740659389925	0.0025175253027913055	0.0025175253027913055	0.0	2.2153565986194126e-06	Violated
S22-radial-oklab	radial/oklab	color_p95	offset-f64-serialized@vanilla-exact	vanilla-exact	0.0026340050624878	0.0025175253027913055	0.0025175253027913055	0.0	0.00011647975969649458	Violated
S22-radial-oklab	radial/oklab	color_p95	vanilla-meta-serialized@vanilla-exact	vanilla-exact	0.0025165253027911788	0.0025175253027913055	0.0025175253027913055	0.0	0.0	Preserved
S22-radial-oklab	radial/oklab	color_p95	vanilla-svg@vanilla-exact	vanilla-exact	0.0025165253027913054	0.0025175253027913055	0.0025175253027913055	0.0	0.0	Preserved
