fixture_id	pair	seed	variant_nodes	unresolved_urls	raster_nodes	role	role_urls	expected_role_urls	geometry_json	transform_digest	graph_closed	status
S15-radial-linear-rgb	radial/linear-rgb	S15	2	0	0	fill	1	1	"[[""radialGradient"",[[""cx"",""0.5""],[""cy"",""0.5""],[""fr"",""0.15""],[""fx"",""0.4""],[""fy"",""0.5""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""0.6""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""scale(80 220)""]]]]"	8aa360cc6a52bda73f70049dd18ded0019120a0e4430be981383999268217052	true	Measured
S16-linear-oklab	linear/oklab	S16	2	0	0	stroke	1	1	"[[""linearGradient"",[[""gradientTransform"",""matrix(128 0 0 128 -4 -4)""]]],[""linearGradient"",[[""gradientUnits"",""userSpaceOnUse""],[""spreadMethod"",""pad""],[""x1"",""0""],[""x2"",""1""],[""y1"",""0""],[""y2"",""1""]]]]"	9182b1c157909ec62e6ec79ceecce424a13d2dd512d971cc95c18597ba03f280	true	Measured
S16-radial-oklab	radial/oklab	S16	2	0	0	stroke	1	1	"[[""radialGradient"",[[""cx"",""0.5""],[""cy"",""0.5""],[""fr"",""0""],[""fx"",""0.5""],[""fy"",""0.5""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""0.5""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""matrix(128 0 0 128 -4 -4)""]]]]"	9182b1c157909ec62e6ec79ceecce424a13d2dd512d971cc95c18597ba03f280	true	Measured
S16-linear-linear-rgb	linear/linear-rgb	S16	2	0	0	stroke	1	1	"[[""linearGradient"",[[""gradientTransform"",""matrix(128 0 0 128 -4 -4)""]]],[""linearGradient"",[[""gradientUnits"",""userSpaceOnUse""],[""spreadMethod"",""pad""],[""x1"",""0""],[""x2"",""1""],[""y1"",""0""],[""y2"",""1""]]]]"	9182b1c157909ec62e6ec79ceecce424a13d2dd512d971cc95c18597ba03f280	true	Measured
S16-radial-linear-rgb	radial/linear-rgb	S16	2	0	0	stroke	1	1	"[[""radialGradient"",[[""cx"",""0.5""],[""cy"",""0.5""],[""fr"",""0""],[""fx"",""0.5""],[""fy"",""0.5""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""0.5""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""matrix(128 0 0 128 -4 -4)""]]]]"	9182b1c157909ec62e6ec79ceecce424a13d2dd512d971cc95c18597ba03f280	true	Measured
S17-linear-oklab	linear/oklab	S17	2	0	0	fill	1	1	"[[""linearGradient"",[[""gradientTransform"",""scale(220 80)""]]],[""linearGradient"",[[""gradientUnits"",""userSpaceOnUse""],[""spreadMethod"",""pad""],[""x1"",""1""],[""x2"",""-0.204379562""],[""y1"",""1""],[""y2"",""0.562043796""]]]]"	cf82a3f4fffb80dd6e35f6e57f63a885d9bbcf614e9cff3b51eae7a61a539443	true	Measured
S17-radial-oklab	radial/oklab	S17	2	0	0	fill	1	1	"[[""radialGradient"",[[""cx"",""0.5""],[""cy"",""0.5""],[""fr"",""0.1""],[""fx"",""0.3""],[""fy"",""0.4""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""0.65""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""scale(220 80)""]]]]"	cf82a3f4fffb80dd6e35f6e57f63a885d9bbcf614e9cff3b51eae7a61a539443	true	Measured
S17-linear-linear-rgb	linear/linear-rgb	S17	2	0	0	fill	1	1	"[[""linearGradient"",[[""gradientTransform"",""scale(220 80)""]]],[""linearGradient"",[[""gradientUnits"",""userSpaceOnUse""],[""spreadMethod"",""pad""],[""x1"",""1""],[""x2"",""-0.204379562""],[""y1"",""1""],[""y2"",""0.562043796""]]]]"	cf82a3f4fffb80dd6e35f6e57f63a885d9bbcf614e9cff3b51eae7a61a539443	true	Measured
S17-radial-linear-rgb	radial/linear-rgb	S17	2	0	0	fill	1	1	"[[""radialGradient"",[[""cx"",""0.5""],[""cy"",""0.5""],[""fr"",""0.1""],[""fx"",""0.3""],[""fy"",""0.4""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""0.65""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""scale(220 80)""]]]]"	cf82a3f4fffb80dd6e35f6e57f63a885d9bbcf614e9cff3b51eae7a61a539443	true	Measured
S18-linear-oklab	linear/oklab	S18	2	0	0	stroke	1	1	"[[""linearGradient"",[[""gradientTransform"",""matrix(88 0 0 228 -4 -4)""]]],[""linearGradient"",[[""gradientUnits"",""userSpaceOnUse""],[""spreadMethod"",""pad""],[""x1"",""1""],[""x2"",""0""],[""y1"",""1""],[""y2"",""1""]]]]"	304156cef74d55d442d2f49c628859c4bcc9a7289899453195736454a34c4e4c	true	Measured
S18-radial-oklab	radial/oklab	S18	2	0	0	stroke	1	1	"[[""radialGradient"",[[""cx"",""0.5""],[""cy"",""0.5""],[""fr"",""0.06""],[""fx"",""0.939""],[""fy"",""0.5""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""0.5""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""matrix(88 0 0 228 -4 -4)""]]]]"	304156cef74d55d442d2f49c628859c4bcc9a7289899453195736454a34c4e4c	true	Measured
S18-linear-linear-rgb	linear/linear-rgb	S18	2	0	0	stroke	1	1	"[[""linearGradient"",[[""gradientTransform"",""matrix(88 0 0 228 -4 -4)""]]],[""linearGradient"",[[""gradientUnits"",""userSpaceOnUse""],[""spreadMethod"",""pad""],[""x1"",""1""],[""x2"",""0""],[""y1"",""1""],[""y2"",""1""]]]]"	304156cef74d55d442d2f49c628859c4bcc9a7289899453195736454a34c4e4c	true	Measured
S18-radial-linear-rgb	radial/linear-rgb	S18	2	0	0	stroke	1	1	"[[""radialGradient"",[[""cx"",""0.5""],[""cy"",""0.5""],[""fr"",""0.06""],[""fx"",""0.939""],[""fy"",""0.5""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""0.5""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""matrix(88 0 0 228 -4 -4)""]]]]"	304156cef74d55d442d2f49c628859c4bcc9a7289899453195736454a34c4e4c	true	Measured
S19-linear-oklab	linear/oklab	S19	2	0	0	fill	1	1	"[[""linearGradient"",[[""gradientTransform"",""scale(0.02 120)""]]],[""linearGradient"",[[""gradientUnits"",""userSpaceOnUse""],[""spreadMethod"",""pad""],[""x1"",""0""],[""x2"",""0.000622395""],[""y1"",""0""],[""y2"",""1.000621621""]]]]"	f34068ec44f0389fc5178c343d7123b10138a1dcf66e78e583f00e55580b389b	true	Measured
S19-radial-oklab	radial/oklab	S19	2	0	0	fill	1	1	"[[""radialGradient"",[[""cx"",""0.5""],[""cy"",""0.5""],[""fr"",""0""],[""fx"",""0.5""],[""fy"",""0.5""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""0.001""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""scale(0.02 120)""]]]]"	f34068ec44f0389fc5178c343d7123b10138a1dcf66e78e583f00e55580b389b	true	Measured
S19-linear-linear-rgb	linear/linear-rgb	S19	2	0	0	fill	1	1	"[[""linearGradient"",[[""gradientTransform"",""scale(0.02 120)""]]],[""linearGradient"",[[""gradientUnits"",""userSpaceOnUse""],[""spreadMethod"",""pad""],[""x1"",""0""],[""x2"",""0.000622395""],[""y1"",""0""],[""y2"",""1.000621621""]]]]"	f34068ec44f0389fc5178c343d7123b10138a1dcf66e78e583f00e55580b389b	true	Measured
S19-radial-linear-rgb	radial/linear-rgb	S19	2	0	0	fill	1	1	"[[""radialGradient"",[[""cx"",""0.5""],[""cy"",""0.5""],[""fr"",""0""],[""fx"",""0.5""],[""fy"",""0.5""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""0.001""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""scale(0.02 120)""]]]]"	f34068ec44f0389fc5178c343d7123b10138a1dcf66e78e583f00e55580b389b	true	Measured
S20-linear-oklab	linear/oklab	S20	2	0	0	stroke	1	1	"[[""linearGradient"",[[""gradientTransform"",""matrix(8 0 0 128 -4 -4)""]]],[""linearGradient"",[[""gradientUnits"",""userSpaceOnUse""],[""spreadMethod"",""pad""],[""x1"",""0""],[""x2"",""0.017022507""],[""y1"",""0""],[""y2"",""1.016461752""]]]]"	408613f4723c6a7c4819d021c143ae4431eb6b8232f9ba20daadd01d537e624d	true	Measured
S20-radial-oklab	radial/oklab	S20	2	0	0	stroke	1	1	"[[""radialGradient"",[[""cx"",""0.5""],[""cy"",""0.5""],[""fr"",""0""],[""fx"",""0.5""],[""fy"",""0.5""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""0.5""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""matrix(8 0 0 128 -4 -4)""]]]]"	408613f4723c6a7c4819d021c143ae4431eb6b8232f9ba20daadd01d537e624d	true	Measured
S20-linear-linear-rgb	linear/linear-rgb	S20	2	0	0	stroke	1	1	"[[""linearGradient"",[[""gradientTransform"",""matrix(8 0 0 128 -4 -4)""]]],[""linearGradient"",[[""gradientUnits"",""userSpaceOnUse""],[""spreadMethod"",""pad""],[""x1"",""0""],[""x2"",""0.017022507""],[""y1"",""0""],[""y2"",""1.016461752""]]]]"	408613f4723c6a7c4819d021c143ae4431eb6b8232f9ba20daadd01d537e624d	true	Measured
S20-radial-linear-rgb	radial/linear-rgb	S20	2	0	0	stroke	1	1	"[[""radialGradient"",[[""cx"",""0.5""],[""cy"",""0.5""],[""fr"",""0""],[""fx"",""0.5""],[""fy"",""0.5""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""0.5""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""matrix(8 0 0 128 -4 -4)""]]]]"	408613f4723c6a7c4819d021c143ae4431eb6b8232f9ba20daadd01d537e624d	true	Measured
S21-linear-oklab	linear/oklab	S21	2	0	0	fill	1	1	"[[""linearGradient"",[[""gradientTransform"",""scale(120 1)""]]],[""linearGradient"",[[""gradientUnits"",""userSpaceOnUse""],[""spreadMethod"",""pad""],[""x1"",""0""],[""x2"",""1.030104069""],[""y1"",""1""],[""y2"",""0.967963327""]]]]"	49be8d937f19a579075a3c65a29604f549d72e24feabf2aaca7aa3f0ab8084f0	true	Measured
S21-radial-oklab	radial/oklab	S21	2	0	0	fill	1	1	"[[""radialGradient"",[[""cx"",""0.5""],[""cy"",""0.5""],[""fr"",""0.1""],[""fx"",""0.3""],[""fy"",""0.4""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""0.65""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""scale(120 1)""]]]]"	49be8d937f19a579075a3c65a29604f549d72e24feabf2aaca7aa3f0ab8084f0	true	Measured
S21-linear-linear-rgb	linear/linear-rgb	S21	2	0	0	fill	1	1	"[[""linearGradient"",[[""gradientTransform"",""scale(120 1)""]]],[""linearGradient"",[[""gradientUnits"",""userSpaceOnUse""],[""spreadMethod"",""pad""],[""x1"",""0""],[""x2"",""1.030104069""],[""y1"",""1""],[""y2"",""0.967963327""]]]]"	49be8d937f19a579075a3c65a29604f549d72e24feabf2aaca7aa3f0ab8084f0	true	Measured
S21-radial-linear-rgb	radial/linear-rgb	S21	2	0	0	fill	1	1	"[[""radialGradient"",[[""cx"",""0.5""],[""cy"",""0.5""],[""fr"",""0.1""],[""fx"",""0.3""],[""fy"",""0.4""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""0.65""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""scale(120 1)""]]]]"	49be8d937f19a579075a3c65a29604f549d72e24feabf2aaca7aa3f0ab8084f0	true	Measured
S22-linear-oklab	linear/oklab	S22	2	0	0	stroke	1	1	"[[""linearGradient"",[[""gradientTransform"",""matrix(128 0 0 128 -4 -4)""]]],[""linearGradient"",[[""gradientUnits"",""userSpaceOnUse""],[""spreadMethod"",""pad""],[""x1"",""0""],[""x2"",""1.000000017""],[""y1"",""1""],[""y2"",""0.999999983""]]]]"	7b4f87b7da3085bff73febeffdbf9879d49e850a682f870807ff9bf4eeca290b	true	Measured
S22-radial-oklab	radial/oklab	S22	2	0	0	stroke	1	1	"[[""radialGradient"",[[""cx"",""0.5""],[""cy"",""0.5""],[""fr"",""0.06""],[""fx"",""0.939""],[""fy"",""0.5""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""0.5""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""matrix(128 0 0 128 -4 -4)""]]]]"	7b4f87b7da3085bff73febeffdbf9879d49e850a682f870807ff9bf4eeca290b	true	Measured
S22-linear-linear-rgb	linear/linear-rgb	S22	2	0	0	stroke	1	1	"[[""linearGradient"",[[""gradientTransform"",""matrix(128 0 0 128 -4 -4)""]]],[""linearGradient"",[[""gradientUnits"",""userSpaceOnUse""],[""spreadMethod"",""pad""],[""x1"",""0""],[""x2"",""1.000000017""],[""y1"",""1""],[""y2"",""0.999999983""]]]]"	7b4f87b7da3085bff73febeffdbf9879d49e850a682f870807ff9bf4eeca290b	true	Measured
S22-radial-linear-rgb	radial/linear-rgb	S22	2	0	0	stroke	1	1	"[[""radialGradient"",[[""cx"",""0.5""],[""cy"",""0.5""],[""fr"",""0.06""],[""fx"",""0.939""],[""fy"",""0.5""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""0.5""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""matrix(128 0 0 128 -4 -4)""]]]]"	7b4f87b7da3085bff73febeffdbf9879d49e850a682f870807ff9bf4eeca290b	true	Measured
S23-linear-oklab	linear/oklab	S23	2	0	0	fill	1	1	"[[""linearGradient"",[[""gradientTransform"",""scale(220 80)""]]],[""linearGradient"",[[""gradientUnits"",""userSpaceOnUse""],[""spreadMethod"",""pad""],[""x1"",""0""],[""x2"",""1.003163304""],[""y1"",""1""],[""y2"",""0.996816555""]]]]"	b482e4c5c6fb8dc00a814ad6ea7cb72be1a0b46adc7dfd1363c3acff25ac801d	true	Measured
S23-radial-oklab	radial/oklab	S23	2	0	0	fill	1	1	"[[""radialGradient"",[[""cx"",""0.5""],[""cy"",""0.5""],[""fr"",""0""],[""fx"",""0.5""],[""fy"",""0.5""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""0.001""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""scale(220 80)""]]]]"	b482e4c5c6fb8dc00a814ad6ea7cb72be1a0b46adc7dfd1363c3acff25ac801d	true	Measured
S23-linear-linear-rgb	linear/linear-rgb	S23	2	0	0	fill	1	1	"[[""linearGradient"",[[""gradientTransform"",""scale(220 80)""]]],[""linearGradient"",[[""gradientUnits"",""userSpaceOnUse""],[""spreadMethod"",""pad""],[""x1"",""0""],[""x2"",""1.003163304""],[""y1"",""1""],[""y2"",""0.996816555""]]]]"	b482e4c5c6fb8dc00a814ad6ea7cb72be1a0b46adc7dfd1363c3acff25ac801d	true	Measured
S23-radial-linear-rgb	radial/linear-rgb	S23	2	0	0	fill	1	1	"[[""radialGradient"",[[""cx"",""0.5""],[""cy"",""0.5""],[""fr"",""0""],[""fx"",""0.5""],[""fy"",""0.5""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""0.001""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""scale(220 80)""]]]]"	b482e4c5c6fb8dc00a814ad6ea7cb72be1a0b46adc7dfd1363c3acff25ac801d	true	Measured
S24-linear-oklab	linear/oklab	S24	2	0	0	stroke	1	1	"[[""linearGradient"",[[""gradientTransform"",""matrix(88 0 0 228 -4 -4)""]]],[""linearGradient"",[[""gradientUnits"",""userSpaceOnUse""],[""spreadMethod"",""pad""],[""x1"",""0""],[""x2"",""1""],[""y1"",""1""],[""y2"",""1""]]]]"	624f0b1af4b1af385e0d25ba5f5d6f13d300fe9f7e2386ff09e625de407fe418	true	Measured
S24-radial-oklab	radial/oklab	S24	2	0	0	stroke	1	1	"[[""radialGradient"",[[""cx"",""1.2""],[""cy"",""-0.2""],[""fr"",""0""],[""fx"",""1.2""],[""fy"",""-0.2""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""1""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""matrix(88 0 0 228 -4 -4)""]]]]"	624f0b1af4b1af385e0d25ba5f5d6f13d300fe9f7e2386ff09e625de407fe418	true	Measured
S24-linear-linear-rgb	linear/linear-rgb	S24	2	0	0	stroke	1	1	"[[""linearGradient"",[[""gradientTransform"",""matrix(88 0 0 228 -4 -4)""]]],[""linearGradient"",[[""gradientUnits"",""userSpaceOnUse""],[""spreadMethod"",""pad""],[""x1"",""0""],[""x2"",""1""],[""y1"",""1""],[""y2"",""1""]]]]"	624f0b1af4b1af385e0d25ba5f5d6f13d300fe9f7e2386ff09e625de407fe418	true	Measured
S24-radial-linear-rgb	radial/linear-rgb	S24	2	0	0	stroke	1	1	"[[""radialGradient"",[[""cx"",""1.2""],[""cy"",""-0.2""],[""fr"",""0""],[""fx"",""1.2""],[""fy"",""-0.2""],[""gradientUnits"",""userSpaceOnUse""],[""r"",""1""],[""spreadMethod"",""pad""]]],[""radialGradient"",[[""gradientTransform"",""matrix(88 0 0 228 -4 -4)""]]]]"	624f0b1af4b1af385e0d25ba5f5d6f13d300fe9f7e2386ff09e625de407fe418	true	Measured
