probe_id	path	profile	previous_runtime_class	current_runtime_class	transition	fixture_comparable	complete_literal_equal	universe	measurement_ref	previous_measurement_ref	three_orders_stable
path-figure.caption	figure.caption	a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-figure.caption	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-figure.caption	true
path-figure.caption	figure.caption	html+a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-figure.caption	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-figure.caption	true
path-float.from-bytes	float.from-bytes	default	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.from-bytes	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.from-bytes	true
path-float.from-bytes	float.from-bytes	html	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.from-bytes	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.from-bytes	true
path-float.from-bytes	float.from-bytes	a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.from-bytes	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.from-bytes	true
path-float.from-bytes	float.from-bytes	html+a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.from-bytes	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.from-bytes	true
path-float.inf	float.inf	default	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.inf	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.inf	true
path-float.inf	float.inf	html	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.inf	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.inf	true
path-float.inf	float.inf	a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.inf	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.inf	true
path-float.inf	float.inf	html+a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.inf	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.inf	true
path-float.is-infinite	float.is-infinite	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.is-infinite	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.is-infinite	true
path-float.is-infinite	float.is-infinite	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.is-infinite	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.is-infinite	true
path-float.is-infinite	float.is-infinite	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.is-infinite	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.is-infinite	true
path-float.is-infinite	float.is-infinite	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.is-infinite	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.is-infinite	true
path-float.is-nan	float.is-nan	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.is-nan	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.is-nan	true
path-float.is-nan	float.is-nan	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.is-nan	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.is-nan	true
path-float.is-nan	float.is-nan	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.is-nan	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.is-nan	true
path-float.is-nan	float.is-nan	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.is-nan	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.is-nan	true
path-float.nan	float.nan	default	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.nan	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.nan	true
path-float.nan	float.nan	html	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.nan	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.nan	true
path-float.nan	float.nan	a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.nan	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.nan	true
path-float.nan	float.nan	html+a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.nan	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.nan	true
path-float.signum	float.signum	default	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.signum	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.signum	true
path-float.signum	float.signum	html	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.signum	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.signum	true
path-float.signum	float.signum	a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.signum	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.signum	true
path-float.signum	float.signum	html+a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.signum	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.signum	true
path-float.to-bytes	float.to-bytes	default	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.to-bytes	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.to-bytes	true
path-float.to-bytes	float.to-bytes	html	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.to-bytes	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.to-bytes	true
path-float.to-bytes	float.to-bytes	a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.to-bytes	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.to-bytes	true
path-float.to-bytes	float.to-bytes	html+a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-float.to-bytes	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-float.to-bytes	true
path-footnote	footnote	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-footnote	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-footnote	true
path-footnote	footnote	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-footnote	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-footnote	true
path-footnote	footnote	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-footnote	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-footnote	true
path-footnote	footnote	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-footnote	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-footnote	true
path-footnote.entry	footnote.entry	default	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-footnote.entry	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-footnote.entry	true
path-footnote.entry	footnote.entry	html	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-footnote.entry	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-footnote.entry	true
path-footnote.entry	footnote.entry	a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-footnote.entry	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-footnote.entry	true
path-footnote.entry	footnote.entry	html+a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-footnote.entry	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-footnote.entry	true
path-frak	frak	default	CRYSTALLINE_ONLY	CRYSTALLINE_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-frak	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-frak	true
path-frak	frak	html	CRYSTALLINE_ONLY	CRYSTALLINE_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-frak	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-frak	true
path-frak	frak	a11y	CRYSTALLINE_ONLY	CRYSTALLINE_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-frak	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-frak	true
path-frak	frak	html+a11y	CRYSTALLINE_ONLY	CRYSTALLINE_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-frak	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-frak	true
path-fuchsia	fuchsia	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-fuchsia	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-fuchsia	true
path-fuchsia	fuchsia	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-fuchsia	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-fuchsia	true
path-fuchsia	fuchsia	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-fuchsia	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-fuchsia	true
path-fuchsia	fuchsia	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-fuchsia	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-fuchsia	true
path-function.where	function.where	default	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-function.where	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-function.where	true
path-function.where	function.where	html	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-function.where	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-function.where	true
path-function.where	function.where	a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-function.where	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-function.where	true
path-function.where	function.where	html+a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-function.where	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-function.where	true
path-function.with	function.with	default	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-function.with	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-function.with	true
path-function.with	function.with	html	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-function.with	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-function.with	true
path-function.with	function.with	a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-function.with	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-function.with	true
path-function.with	function.with	html+a11y	VANILLA_ONLY	VANILLA_ONLY	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-function.with	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-function.with	true
path-gradient.angle	gradient.angle	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.angle	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.angle	true
path-gradient.angle	gradient.angle	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.angle	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.angle	true
path-gradient.angle	gradient.angle	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.angle	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.angle	true
path-gradient.angle	gradient.angle	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.angle	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.angle	true
path-gradient.center	gradient.center	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.center	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.center	true
path-gradient.center	gradient.center	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.center	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.center	true
path-gradient.center	gradient.center	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.center	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.center	true
path-gradient.center	gradient.center	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.center	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.center	true
path-gradient.conic	gradient.conic	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.conic	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.conic	true
path-gradient.conic	gradient.conic	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.conic	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.conic	true
path-gradient.conic	gradient.conic	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.conic	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.conic	true
path-gradient.conic	gradient.conic	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.conic	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.conic	true
path-gradient.focal-center	gradient.focal-center	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.focal-center	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.focal-center	true
path-gradient.focal-center	gradient.focal-center	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.focal-center	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.focal-center	true
path-gradient.focal-center	gradient.focal-center	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.focal-center	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.focal-center	true
path-gradient.focal-center	gradient.focal-center	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.focal-center	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.focal-center	true
path-gradient.focal-radius	gradient.focal-radius	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.focal-radius	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.focal-radius	true
path-gradient.focal-radius	gradient.focal-radius	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.focal-radius	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.focal-radius	true
path-gradient.focal-radius	gradient.focal-radius	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.focal-radius	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.focal-radius	true
path-gradient.focal-radius	gradient.focal-radius	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.focal-radius	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.focal-radius	true
path-gradient.kind	gradient.kind	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.kind	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.kind	true
path-gradient.kind	gradient.kind	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.kind	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.kind	true
path-gradient.kind	gradient.kind	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.kind	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.kind	true
path-gradient.kind	gradient.kind	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.kind	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.kind	true
path-gradient.linear	gradient.linear	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.linear	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.linear	true
path-gradient.linear	gradient.linear	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.linear	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.linear	true
path-gradient.linear	gradient.linear	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.linear	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.linear	true
path-gradient.linear	gradient.linear	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.linear	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.linear	true
path-gradient.radial	gradient.radial	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.radial	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.radial	true
path-gradient.radial	gradient.radial	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.radial	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.radial	true
path-gradient.radial	gradient.radial	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.radial	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.radial	true
path-gradient.radial	gradient.radial	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.radial	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.radial	true
path-gradient.radius	gradient.radius	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.radius	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.radius	true
path-gradient.radius	gradient.radius	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.radius	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.radius	true
path-gradient.radius	gradient.radius	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.radius	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.radius	true
path-gradient.radius	gradient.radius	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.radius	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.radius	true
path-gradient.relative	gradient.relative	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.relative	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.relative	true
path-gradient.relative	gradient.relative	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.relative	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.relative	true
path-gradient.relative	gradient.relative	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.relative	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.relative	true
path-gradient.relative	gradient.relative	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.relative	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.relative	true
path-gradient.repeat	gradient.repeat	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.repeat	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.repeat	true
path-gradient.repeat	gradient.repeat	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.repeat	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.repeat	true
path-gradient.repeat	gradient.repeat	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.repeat	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.repeat	true
path-gradient.repeat	gradient.repeat	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_COMPLETE_CHANNELS	true	true	principal	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-gradient.repeat	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-gradient.repeat	true
