# Entrada só-vanilla (itens.sem_par_antes) — lente tekt-cargo-dsm
# Lente bin: /home/dikluwe/.cargo/bin/lente (sem --version disponível)
# Produto HEAD 82e84356fb0c80a58f0da21c28a5a0c476937d32 (P762) + working tree com 176 ficheiros não commitados
# Comando: lente --comparar --antes lab/typst-original --depois .  (escopo seu-codigo)
# Data da corrida: 2026-07-15 ; total=11325
# Formato TSV: kind	trait	nome	path
fn		Settable::get	typst_library::foundations::content::field::Settable::get
fn		Settable::get_cloned	typst_library::foundations::content::field::Settable::get_cloned
fn		Settable::get_ref	typst_library::foundations::content::field::Settable::get_ref
fn		Settable::is_set	typst_library::foundations::content::field::Settable::is_set
fn		Settable::new	typst_library::foundations::content::field::Settable::new
fn		Settable::resolve	typst_library::foundations::content::field::Settable::resolve
fn		Settable::set	typst_library::foundations::content::field::Settable::set
fn		Settable::unset	typst_library::foundations::content::field::Settable::unset
fn		SettableFieldData::new	typst_library::foundations::content::field::SettableFieldData::new
fn		SettableFieldData::vtable	typst_library::foundations::content::field::SettableFieldData::vtable
fn		SettableFieldData::with_fold	typst_library::foundations::content::field::SettableFieldData::with_fold
fn		SettablePropertyData::new	typst_library::foundations::content::field::SettablePropertyData::new
fn		SettablePropertyData::vtable	typst_library::foundations::content::field::SettablePropertyData::vtable
fn		SettablePropertyData::with_fold	typst_library::foundations::content::field::SettablePropertyData::with_fold
fn		Shape::bbox	typst_library::visualize::shape::Shape::bbox
fn		ShapeKind::is_quadratic	typst_layout::shapes::ShapeKind::is_quadratic
fn		ShapeKind::is_round	typst_layout::shapes::ShapeKind::is_round
fn		ShapedGlyph::base_adjustability	typst_layout::inline::shaping::ShapedGlyph::base_adjustability
fn		ShapedGlyph::is_cj_script	typst_layout::inline::shaping::ShapedGlyph::is_cj_script
fn		ShapedGlyph::is_cjk_center_aligned_punctuation	typst_layout::inline::shaping::ShapedGlyph::is_cjk_center_aligned_punctuation
fn		ShapedGlyph::is_cjk_left_aligned_punctuation	typst_layout::inline::shaping::ShapedGlyph::is_cjk_left_aligned_punctuation
fn		ShapedGlyph::is_cjk_punctuation	typst_layout::inline::shaping::ShapedGlyph::is_cjk_punctuation
fn		ShapedGlyph::is_cjk_right_aligned_punctuation	typst_layout::inline::shaping::ShapedGlyph::is_cjk_right_aligned_punctuation
fn		ShapedGlyph::is_justifiable	typst_layout::inline::shaping::ShapedGlyph::is_justifiable
fn		ShapedGlyph::is_letter_or_number	typst_layout::inline::shaping::ShapedGlyph::is_letter_or_number
fn		ShapedGlyph::is_space	typst_layout::inline::shaping::ShapedGlyph::is_space
fn		ShapedGlyph::shrink_left	typst_layout::inline::shaping::ShapedGlyph::shrink_left
fn		ShapedGlyph::shrink_right	typst_layout::inline::shaping::ShapedGlyph::shrink_right
fn		ShapedGlyph::shrinkability	typst_layout::inline::shaping::ShapedGlyph::shrinkability
fn		ShapedGlyph::stretchability	typst_layout::inline::shaping::ShapedGlyph::stretchability
fn		ShapedText::build	typst_layout::inline::shaping::ShapedText::build
fn		ShapedText::cjk_justifiable_at_last	typst_layout::inline::shaping::ShapedText::cjk_justifiable_at_last
fn		ShapedText::empty	typst_layout::inline::shaping::ShapedText::empty
fn		ShapedText::find_safe_to_break	typst_layout::inline::shaping::ShapedText::find_safe_to_break
fn		ShapedText::hyphen	typst_layout::inline::shaping::ShapedText::hyphen
fn		ShapedText::justifiables	typst_layout::inline::shaping::ShapedText::justifiables
fn		ShapedText::measure	typst_layout::inline::shaping::ShapedText::measure
fn		ShapedText::reshape	typst_layout::inline::shaping::ShapedText::reshape
fn		ShapedText::shrinkability	typst_layout::inline::shaping::ShapedText::shrinkability
fn		ShapedText::slice_safe_to_break	typst_layout::inline::shaping::ShapedText::slice_safe_to_break
fn		ShapedText::stretchability	typst_layout::inline::shaping::ShapedText::stretchability
fn		ShapedText::width	typst_layout::inline::shaping::ShapedText::width
fn		SharedFenceSizing::new	typst_library::math::ir::item::SharedFenceSizing::new
fn		SharedFenceSizing::try_get_or_update	typst_library::math::ir::item::SharedFenceSizing::try_get_or_update
fn		Side::axis	typst_library::layout::sides::Side::axis
fn		Side::end_corner	typst_library::layout::sides::Side::end_corner
fn		Side::inv	typst_library::layout::sides::Side::inv
fn		Side::next_ccw	typst_library::layout::sides::Side::next_ccw
fn		Side::next_cw	typst_library::layout::sides::Side::next_cw
fn		Side::start_corner	typst_library::layout::sides::Side::start_corner
fn		Sides::as_ref	typst_library::layout::sides::Sides::as_ref
fn		Sides::is_uniform	typst_library::layout::sides::Sides::is_uniform
fn		Sides::is_zero	typst_library::layout::sides::Sides::is_zero
fn		Sides::iter	typst_library::layout::sides::Sides::iter
fn		Sides::map	typst_library::layout::sides::Sides::map
fn		Sides::map_corners	typst_library::layout::sides::Sides::map_corners
fn		Sides::relative_to	typst_library::layout::sides::Sides::relative_to
fn		Sides::splat	typst_library::layout::sides::Sides::splat
fn		Sides::sum_by_axis	typst_library::layout::sides::Sides::sum_by_axis
fn		Sides::unwrap_or	typst_library::layout::sides::Sides::unwrap_or
fn		Sides::unwrap_or_default	typst_library::layout::sides::Sides::unwrap_or_default
fn		Sides::zip	typst_library::layout::sides::Sides::zip
fn		SingleChild::layout	typst_layout::flow::collect::SingleChild::layout
fn		Sink::delayed	typst_library::engine::Sink::delayed
fn		Sink::delayed_error	typst_library::engine::Sink::delayed_error
fn		Sink::delayed_errors	typst_library::engine::Sink::delayed_errors
fn		Sink::extend	typst_library::engine::Sink::extend
fn		Sink::extend_from_sink	typst_library::engine::Sink::extend_from_sink
fn		Sink::introspection	typst_library::engine::Sink::introspection
fn		Sink::introspections	typst_library::engine::Sink::introspections
fn		Sink::value	typst_library::engine::Sink::value
fn		Sink::values	typst_library::engine::Sink::values
fn		Sink::warnings	typst_library::engine::Sink::warnings
fn		Sizing::is_auto	typst_library::layout::container::Sizing::is_auto
fn		Sizing::is_fractional	typst_library::layout::container::Sizing::is_fractional
fn		SkewElem::new	typst_library::layout::transform::SkewElem::new
fn		SkewElem::with_ax	typst_library::layout::transform::SkewElem::with_ax
fn		SkewElem::with_ay	typst_library::layout::transform::SkewElem::with_ay
fn		SkewElem::with_origin	typst_library::layout::transform::SkewElem::with_origin
fn		SkewElem::with_reflow	typst_library::layout::transform::SkewElem::with_reflow
fn		SkewedFractionItem::create	typst_library::math::ir::item::SkewedFractionItem::create
fn		SmallBitSet::contains	typst_utils::bitset::SmallBitSet::contains
fn		SmallBitSet::insert	typst_utils::bitset::SmallBitSet::insert
fn		SmallBitSet::new	typst_utils::bitset::SmallBitSet::new
fn		SmallcapsElem::new	typst_library::text::smallcaps_::SmallcapsElem::new
fn		SmallcapsElem::with_all	typst_library::text::smallcaps_::SmallcapsElem::with_all
fn		Smart::and_then	typst_library::foundations::auto::Smart::and_then
fn		Smart::as_deref	typst_library::foundations::auto::Smart::as_deref
fn		Smart::as_ref	typst_library::foundations::auto::Smart::as_ref
fn		Smart::custom	typst_library::foundations::auto::Smart::custom
fn		Smart::flatten	typst_library::foundations::auto::Smart::flatten
fn		Smart::is_auto	typst_library::foundations::auto::Smart::is_auto
fn		Smart::is_custom	typst_library::foundations::auto::Smart::is_custom
fn		Smart::is_custom_and	typst_library::foundations::auto::Smart::is_custom_and
fn		Smart::map	typst_library::foundations::auto::Smart::map
fn		Smart::map_or	typst_library::foundations::auto::Smart::map_or
fn		Smart::or	typst_library::foundations::auto::Smart::or
fn		Smart::or_else	typst_library::foundations::auto::Smart::or_else
fn		Smart::unwrap_or	typst_library::foundations::auto::Smart::unwrap_or
fn		Smart::unwrap_or_default	typst_library::foundations::auto::Smart::unwrap_or_default
fn		Smart::unwrap_or_else	typst_library::foundations::auto::Smart::unwrap_or_else
fn		SmartQuoteElem::new	typst_library::text::smartquote::SmartQuoteElem::new
fn		SmartQuoteElem::with_alternative	typst_library::text::smartquote::SmartQuoteElem::with_alternative
fn		SmartQuoteElem::with_double	typst_library::text::smartquote::SmartQuoteElem::with_double
fn		SmartQuoteElem::with_enabled	typst_library::text::smartquote::SmartQuoteElem::with_enabled
fn		SmartQuoteElem::with_quotes	typst_library::text::smartquote::SmartQuoteElem::with_quotes
fn		SmartQuoter::new	typst_library::text::smartquote::SmartQuoter::new
fn		SmartQuoter::pop	typst_library::text::smartquote::SmartQuoter::pop
fn		SmartQuoter::push	typst_library::text::smartquote::SmartQuoter::push
fn		SmartQuoter::quote	typst_library::text::smartquote::SmartQuoter::quote
fn		SmartQuoter::top	typst_library::text::smartquote::SmartQuoter::top
fn		SmartQuotes::close	typst_library::text::smartquote::SmartQuotes::close
fn		SmartQuotes::fallback	typst_library::text::smartquote::SmartQuotes::fallback
fn		SmartQuotes::get	typst_library::text::smartquote::SmartQuotes::get
fn		SmartQuotes::get_in	typst_library::text::smartquote::SmartQuotes::get_in
fn		SmartQuotes::open	typst_library::text::smartquote::SmartQuotes::open
fn		Source::edit	typst_syntax::source::Source::edit
fn		Source::find	typst_syntax::source::Source::find
fn		Source::lines	typst_syntax::source::Source::lines
fn		Source::range	typst_syntax::source::Source::range
fn		Source::replace	typst_syntax::source::Source::replace
fn		Source::with_root	typst_syntax::source::Source::with_root
fn		SourceDiagnostic::hint	typst_library::diag::SourceDiagnostic::hint
fn		SourceDiagnostic::spanned_hint	typst_library::diag::SourceDiagnostic::spanned_hint
fn		SourceDiagnostic::with_hints	typst_library::diag::SourceDiagnostic::with_hints
fn		SourceDiagnostic::with_spanned_hint	typst_library::diag::SourceDiagnostic::with_spanned_hint
fn		SourceDiagnostic::with_tracepoint	typst_library::diag::SourceDiagnostic::with_tracepoint
fn		SpaceElem::new	typst_library::text::space::SpaceElem::new
fn		SpaceElem::shared	typst_library::text::space::SpaceElem::shared
fn		Spacing::is_fractional	typst_library::layout::spacing::Spacing::is_fractional
fn		Spacing::is_zero	typst_library::layout::spacing::Spacing::is_zero
fn		Span::get	typst_syntax::span::Span::get
fn		SpanMapper::new	typst_layout::inline::collect::SpanMapper::new
fn		SpanMapper::push	typst_layout::inline::collect::SpanMapper::push
fn		SpanMapper::span_at	typst_layout::inline::collect::SpanMapper::span_at
fn		SpecificAlignment::fix	typst_library::layout::align::SpecificAlignment::fix
fn		SpecificAlignment::x	typst_library::layout::align::SpecificAlignment::x
fn		SpecificAlignment::y	typst_library::layout::align::SpecificAlignment::y
fn		SplitLocator::next	typst_library::introspection::locator::SplitLocator::next
fn		SplitLocator::next_inner	typst_library::introspection::locator::SplitLocator::next_inner
fn		SplitLocator::next_location	typst_library::introspection::locator::SplitLocator::next_location
fn		SpotColor::darken	typst_library::visualize::color::SpotColor::darken
fn		SpotColor::fallback	typst_library::visualize::color::SpotColor::fallback
fn		SpotColor::lighten	typst_library::visualize::color::SpotColor::lighten
fn		SpotColor::negate	typst_library::visualize::color::SpotColor::negate
fn		SpotColor::new	typst_library::visualize::color::SpotColor::new
fn		SpotColorant::construct	typst_library::visualize::color::SpotColorant::construct
fn		SpotColorant::construct_data	typst_library::visualize::color::SpotColorant::construct_data
fn		SpotColorant::tint	typst_library::visualize::color::SpotColorant::tint
fn		SpotColorant::tint_data	typst_library::visualize::color::SpotColorant::tint_data
fn		SquareElem::new	typst_library::visualize::shape::SquareElem::new
fn		SquareElem::with_body	typst_library::visualize::shape::SquareElem::with_body
fn		SquareElem::with_fill	typst_library::visualize::shape::SquareElem::with_fill
fn		SquareElem::with_height	typst_library::visualize::shape::SquareElem::with_height
fn		SquareElem::with_inset	typst_library::visualize::shape::SquareElem::with_inset
fn		SquareElem::with_outset	typst_library::visualize::shape::SquareElem::with_outset
fn		SquareElem::with_radius	typst_library::visualize::shape::SquareElem::with_radius
fn		SquareElem::with_stroke	typst_library::visualize::shape::SquareElem::with_stroke
fn		SquareElem::with_width	typst_library::visualize::shape::SquareElem::with_width
fn		StackElem::new	typst_library::layout::stack::StackElem::new
fn		StackElem::with_dir	typst_library::layout::stack::StackElem::with_dir
fn		StackElem::with_spacing	typst_library::layout::stack::StackElem::with_spacing
fn		StackLayouter::finish	typst_layout::stack::StackLayouter::finish
fn		StackLayouter::finish_region	typst_layout::stack::StackLayouter::finish_region
fn		StackLayouter::layout_block	typst_layout::stack::StackLayouter::layout_block
fn		StackLayouter::layout_custom_layouter	typst_layout::stack::StackLayouter::layout_custom_layouter
fn		StackLayouter::layout_fragment	typst_layout::stack::StackLayouter::layout_fragment
fn		StackLayouter::layout_spacing	typst_layout::stack::StackLayouter::layout_spacing
fn		StackLayouter::new	typst_layout::stack::StackLayouter::new
fn		StandardAxes::knows	typst_library::text::font::variations::StandardAxes::knows
fn		StandardAxes::order	typst_library::text::font::variations::StandardAxes::order
fn		StandardAxes::parse	typst_library::text::font::variations::StandardAxes::parse
fn		State::at	typst_library::introspection::state::State::at
fn		State::at_data	typst_library::introspection::state::State::at_data
fn		State::construct	typst_library::introspection::state::State::construct
fn		State::construct_data	typst_library::introspection::state::State::construct_data
fn		State::container_size	typst_pdf::convert::State::container_size
fn		State::container_transform	typst_pdf::convert::State::container_transform
fn		State::final_	typst_library::introspection::state::State::final_
fn		State::final__data	typst_library::introspection::state::State::final__data
fn		State::get	typst_library::introspection::state::State::get
fn		State::get_data	typst_library::introspection::state::State::get_data
fn		State::new	typst_library::introspection::state::State::new
fn		State::new	typst_pdf::convert::State::new
fn		State::new	typst_render::State::new
fn		State::new	typst_svg::State::new
fn		State::pre_concat	typst_pdf::convert::State::pre_concat
fn		State::pre_concat	typst_render::State::pre_concat
fn		State::pre_concat	typst_svg::State::pre_concat
fn		State::pre_concat_container	typst_render::State::pre_concat_container
fn		State::pre_scale	typst_render::State::pre_scale
fn		State::pre_translate	typst_render::State::pre_translate
fn		State::pre_translate	typst_svg::State::pre_translate
fn		State::register_container	typst_pdf::convert::State::register_container
fn		State::select	typst_library::introspection::state::State::select
fn		State::select_any	typst_library::introspection::state::State::select_any
fn		State::store	typst_realize::State::store
fn		State::store_slice	typst_realize::State::store_slice
fn		State::transform	typst_pdf::convert::State::transform
fn		State::update	typst_library::introspection::state::State::update
fn		State::update_data	typst_library::introspection::state::State::update_data
fn		State::with_mask	typst_render::State::with_mask
fn		State::with_size	typst_render::State::with_size
fn		State::with_size	typst_svg::State::with_size
fn		State::with_transform	typst_svg::State::with_transform
fn		StateUpdateElem::new	typst_library::introspection::state::StateUpdateElem::new
fn		Str::as_str	typst_library::foundations::str::Str::as_str
fn		Str::at	typst_library::foundations::str::Str::at
fn		Str::at_data	typst_library::foundations::str::Str::at_data
fn		Str::clusters	typst_library::foundations::str::Str::clusters
fn		Str::clusters_data	typst_library::foundations::str::Str::clusters_data
fn		Str::codepoints	typst_library::foundations::str::Str::codepoints
fn		Str::codepoints_data	typst_library::foundations::str::Str::codepoints_data
fn		Str::construct	typst_library::foundations::str::Str::construct
fn		Str::construct_data	typst_library::foundations::str::Str::construct_data
fn		Str::contains	typst_library::foundations::str::Str::contains
fn		Str::contains_data	typst_library::foundations::str::Str::contains_data
fn		Str::ends_with	typst_library::foundations::str::Str::ends_with
fn		Str::ends_with_data	typst_library::foundations::str::Str::ends_with_data
fn		Str::find	typst_library::foundations::str::Str::find
fn		Str::find_data	typst_library::foundations::str::Str::find_data
fn		Str::first	typst_library::foundations::str::Str::first
fn		Str::first_data	typst_library::foundations::str::Str::first_data
fn		Str::from_unicode	typst_library::foundations::str::Str::from_unicode
fn		Str::from_unicode_data	typst_library::foundations::str::Str::from_unicode_data
fn		Str::is_empty	typst_library::foundations::str::Str::is_empty
fn		Str::last	typst_library::foundations::str::Str::last
fn		Str::last_data	typst_library::foundations::str::Str::last_data
fn		Str::len	typst_library::foundations::str::Str::len
fn		Str::len_data	typst_library::foundations::str::Str::len_data
fn		Str::locate	typst_library::foundations::str::Str::locate
fn		Str::locate_opt	typst_library::foundations::str::Str::locate_opt
fn		Str::match_	typst_library::foundations::str::Str::match_
fn		Str::match__data	typst_library::foundations::str::Str::match__data
fn		Str::matches	typst_library::foundations::str::Str::matches
fn		Str::matches_data	typst_library::foundations::str::Str::matches_data
fn		Str::new	typst_library::foundations::str::Str::new
fn		Str::normalize	typst_library::foundations::str::Str::normalize
fn		Str::normalize_data	typst_library::foundations::str::Str::normalize_data
fn		Str::position	typst_library::foundations::str::Str::position
fn		Str::position_data	typst_library::foundations::str::Str::position_data
fn		Str::repeat	typst_library::foundations::str::Str::repeat
fn		Str::replace	typst_library::foundations::str::Str::replace
fn		Str::replace_data	typst_library::foundations::str::Str::replace_data
fn		Str::rev	typst_library::foundations::str::Str::rev
fn		Str::rev_data	typst_library::foundations::str::Str::rev_data
fn		Str::slice	typst_library::foundations::str::Str::slice
fn		Str::slice_data	typst_library::foundations::str::Str::slice_data
fn		Str::split	typst_library::foundations::str::Str::split
fn		Str::split_data	typst_library::foundations::str::Str::split_data
fn		Str::starts_with	typst_library::foundations::str::Str::starts_with
fn		Str::starts_with_data	typst_library::foundations::str::Str::starts_with_data
fn		Str::to_unicode	typst_library::foundations::str::Str::to_unicode
fn		Str::to_unicode_data	typst_library::foundations::str::Str::to_unicode_data
fn		Str::trim	typst_library::foundations::str::Str::trim
fn		Str::trim_data	typst_library::foundations::str::Str::trim_data
fn		Stretch::font_size	typst_library::math::ir::item::Stretch::font_size
fn		Stretch::is_explicit	typst_library::math::ir::item::Stretch::is_explicit
fn		Stretch::new	typst_library::math::ir::item::Stretch::new
fn		Stretch::relative_to	typst_library::math::ir::item::Stretch::relative_to
fn		Stretch::resolve	typst_library::math::ir::item::Stretch::resolve
fn		Stretch::resolve_requested	typst_library::math::ir::item::Stretch::resolve_requested
fn		Stretch::update	typst_library::math::ir::item::Stretch::update
fn		Stretch::with_x	typst_library::math::ir::item::Stretch::with_x
fn		Stretch::with_y	typst_library::math::ir::item::Stretch::with_y
fn		StretchElem::new	typst_library::math::attach::StretchElem::new
fn		StretchElem::with_size	typst_library::math::attach::StretchElem::with_size
fn		StretchInfo::from_size	typst_library::math::ir::item::StretchInfo::from_size
fn		StretchInfo::new	typst_library::math::ir::item::StretchInfo::new
fn		StrikeElem::new	typst_library::text::deco::StrikeElem::new
fn		StrikeElem::with_background	typst_library::text::deco::StrikeElem::with_background
fn		StrikeElem::with_extent	typst_library::text::deco::StrikeElem::with_extent
fn		StrikeElem::with_offset	typst_library::text::deco::StrikeElem::with_offset
fn		StrikeElem::with_stroke	typst_library::text::deco::StrikeElem::with_stroke
fn		StringsType::cast	typst_html::typed::StringsType::cast
fn		StringsType::castable	typst_html::typed::StringsType::castable
fn		StringsType::input	typst_html::typed::StringsType::input
fn		StringsType::strings	typst_html::typed::StringsType::strings
fn		Stroke::construct	typst_library::visualize::stroke::Stroke::construct
fn		Stroke::construct_data	typst_library::visualize::stroke::Stroke::construct_data
fn		Stroke::from_pair	typst_library::visualize::stroke::Stroke::from_pair
fn		Stroke::map	typst_library::visualize::stroke::Stroke::map
fn		Stroke::unwrap_or	typst_library::visualize::stroke::Stroke::unwrap_or
fn		Stroke::unwrap_or_default	typst_library::visualize::stroke::Stroke::unwrap_or_default
fn		StrongElem::with_delta	typst_library::model::strong::StrongElem::with_delta
fn		Style::element	typst_library::foundations::styles::Style::element
fn		Style::liftable	typst_library::foundations::styles::Style::liftable
fn		Style::outside	typst_library::foundations::styles::Style::outside
fn		Style::property	typst_library::foundations::styles::Style::property
fn		Style::recipe	typst_library::foundations::styles::Style::recipe
fn		Style::span	typst_library::foundations::styles::Style::span
fn		Style::wrap	typst_library::foundations::styles::Style::wrap
fn		StyleChain::chain	typst_library::foundations::styles::StyleChain::chain
fn		StyleChain::entries	typst_library::foundations::styles::StyleChain::entries
fn		StyleChain::find	typst_library::foundations::styles::StyleChain::find
fn		StyleChain::get	typst_library::foundations::styles::StyleChain::get
fn		StyleChain::get_cloned	typst_library::foundations::styles::StyleChain::get_cloned
fn		StyleChain::get_folded	typst_library::foundations::styles::StyleChain::get_folded
fn		StyleChain::get_ref	typst_library::foundations::styles::StyleChain::get_ref
fn		StyleChain::get_unfolded	typst_library::foundations::styles::StyleChain::get_unfolded
fn		StyleChain::has	typst_library::foundations::styles::StyleChain::has
fn		StyleChain::links	typst_library::foundations::styles::StyleChain::links
fn		StyleChain::new	typst_library::foundations::styles::StyleChain::new
fn		StyleChain::pop	typst_library::foundations::styles::StyleChain::pop
fn		StyleChain::properties	typst_library::foundations::styles::StyleChain::properties
fn		StyleChain::recipes	typst_library::foundations::styles::StyleChain::recipes
fn		StyleChain::resolve	typst_library::foundations::styles::StyleChain::resolve
fn		StyleChain::suffix	typst_library::foundations::styles::StyleChain::suffix
fn		StyleChain::to_map	typst_library::foundations::styles::StyleChain::to_map
fn		StyleChain::trunk	typst_library::foundations::styles::StyleChain::trunk
fn		StyleChain::trunk_from_pairs	typst_library::foundations::styles::StyleChain::trunk_from_pairs
fn		StyledElem::new	typst_library::foundations::content::StyledElem::new
fn		Styles::apply	typst_library::foundations::styles::Styles::apply
fn		Styles::apply_one	typst_library::foundations::styles::Styles::apply_one
fn		Styles::as_slice	typst_library::foundations::styles::Styles::as_slice
fn		Styles::iter	typst_library::foundations::styles::Styles::iter
fn		Styles::liftable	typst_library::foundations::styles::Styles::liftable
fn		Styles::outside	typst_library::foundations::styles::Styles::outside
fn		Styles::root	typst_library::foundations::styles::Styles::root
fn		Styles::set	typst_library::foundations::styles::Styles::set
fn		Styles::spanned	typst_library::foundations::styles::Styles::spanned
fn		Styles::unset	typst_library::foundations::styles::Styles::unset
fn		StylisticSets::has	typst_library::text::StylisticSets::has
fn		StylisticSets::into_array	typst_library::text::StylisticSets::into_array
fn		StylisticSets::sets	typst_library::text::StylisticSets::sets
fn		SubElem::new	typst_library::text::shift::SubElem::new
fn		SubElem::with_baseline	typst_library::text::shift::SubElem::with_baseline
fn		SubElem::with_size	typst_library::text::shift::SubElem::with_size
fn		SubElem::with_typographic	typst_library::text::shift::SubElem::with_typographic
fn		SubRange::new	typst_syntax::span::SubRange::new
fn		SubRange::to_absolute	typst_syntax::span::SubRange::to_absolute
fn		SubRange::to_relative	typst_syntax::span::SubRange::to_relative
fn		SuperElem::new	typst_library::text::shift::SuperElem::new
fn		SuperElem::with_baseline	typst_library::text::shift::SuperElem::with_baseline
fn		SuperElem::with_size	typst_library::text::shift::SuperElem::with_size
fn		SuperElem::with_typographic	typst_library::text::shift::SuperElem::with_typographic
fn		Supplement::resolve	typst_library::model::reference::Supplement::resolve
fn		SvgElem::attr	typst_svg::write::SvgElem::attr
fn		SvgElem::attr_with	typst_svg::write::SvgElem::attr_with
fn		SvgElem::elem	typst_svg::write::SvgElem::elem
fn		SvgElem::lazy_elem	typst_svg::write::SvgElem::lazy_elem
fn		SvgElem::new	typst_svg::write::SvgElem::new
fn		SvgElem::with	typst_svg::write::SvgElem::with
fn		SvgFormatter::new	typst_svg::write::SvgFormatter::new
fn		SvgImage::data	typst_library::visualize::image::svg::SvgImage::data
fn		SvgImage::height	typst_library::visualize::image::svg::SvgImage::height
fn		SvgImage::new	typst_library::visualize::image::svg::SvgImage::new
fn		SvgImage::tree	typst_library::visualize::image::svg::SvgImage::tree
fn		SvgImage::width	typst_library::visualize::image::svg::SvgImage::width
fn		SvgImage::with_fonts_images	typst_library::visualize::image::svg::SvgImage::with_fonts_images
fn		SvgPathBuilder::arc	typst_svg::path::SvgPathBuilder::arc
fn		SvgPathBuilder::close	typst_svg::path::SvgPathBuilder::close#1
fn		SvgPathBuilder::curve_to	typst_svg::path::SvgPathBuilder::curve_to#1
fn		SvgPathBuilder::empty	typst_svg::path::SvgPathBuilder::empty
fn		SvgPathBuilder::finsish	typst_svg::path::SvgPathBuilder::finsish
fn		SvgPathBuilder::line_to	typst_svg::path::SvgPathBuilder::line_to#1
fn		SvgPathBuilder::map	typst_svg::path::SvgPathBuilder::map
fn		SvgPathBuilder::move_to	typst_svg::path::SvgPathBuilder::move_to#1
fn		SvgPathBuilder::quad_to	typst_svg::path::SvgPathBuilder::quad_to#1
fn		SvgPathBuilder::rect	typst_svg::path::SvgPathBuilder::rect
fn		SvgPathBuilder::with_scale	typst_svg::path::SvgPathBuilder::with_scale
fn		SvgPathBuilder::with_translate	typst_svg::path::SvgPathBuilder::with_translate
fn		SvgPathBuilder::write	typst_svg::path::SvgPathBuilder::write
fn		Symbol::construct	typst_library::foundations::symbol::Symbol::construct
fn		Symbol::construct_data	typst_library::foundations::symbol::Symbol::construct_data
fn		Symbol::func	typst_library::foundations::symbol::Symbol::func
fn		Symbol::get	typst_library::foundations::symbol::Symbol::get
fn		Symbol::list	typst_library::foundations::symbol::Symbol::list
fn		Symbol::modified	typst_library::foundations::symbol::Symbol::modified
fn		Symbol::modifiers	typst_library::foundations::symbol::Symbol::modifiers
fn		Symbol::runtime	typst_library::foundations::symbol::Symbol::runtime
fn		Symbol::runtime_char	typst_library::foundations::symbol::Symbol::runtime_char
fn		Symbol::single	typst_library::foundations::symbol::Symbol::single
fn		Symbol::variants	typst_library::foundations::symbol::Symbol::variants
fn		SymbolElem::new	typst_library::foundations::symbol::SymbolElem::new
fn		SymbolElem::packed	typst_library::foundations::symbol::SymbolElem::packed
fn		SyntaxKind::mode_after	typst_syntax::kind::SyntaxKind::mode_after
fn		SyntaxNode::diagnosis	typst_syntax::node::SyntaxNode::diagnosis
fn		SyntaxNode::errors_and_warnings	typst_syntax::node::SyntaxNode::errors_and_warnings
fn		SyntaxNode::full_text	typst_syntax::node::SyntaxNode::full_text
fn		SyntaxNode::hint_at	typst_syntax::node::SyntaxNode::hint_at
fn		SyntaxNode::hints_mut	typst_syntax::node::SyntaxNode::hints_mut
fn		SyntaxNode::inner_and_span_mut	typst_syntax::node::SyntaxNode::inner_and_span_mut
fn		SyntaxNode::is_inner	typst_syntax::node::SyntaxNode::is_inner
fn		SyntaxNode::leaf_text	typst_syntax::node::SyntaxNode::leaf_text
fn		SyntaxNode::node_ref	typst_syntax::node::SyntaxNode::node_ref
fn		SyntaxNode::synthesize_mapped	typst_syntax::node::SyntaxNode::synthesize_mapped
fn		SyntaxNode::synthesize_with	typst_syntax::node::SyntaxNode::synthesize_with
fn		SyntaxNode::traverse	typst_syntax::node::SyntaxNode::traverse
fn		SyntaxNode::warn	typst_syntax::node::SyntaxNode::warn
fn		SyntaxNode::warn_at	typst_syntax::node::SyntaxNode::warn_at
fn		SyntaxNode::with_hints	typst_syntax::node::SyntaxNode::with_hints
fn		SynthesizedFieldData::new	typst_library::foundations::content::field::SynthesizedFieldData::new
fn		SynthesizedFieldData::vtable	typst_library::foundations::content::field::SynthesizedFieldData::vtable
fn		SystemDownloader::cert	typst_kit::downloader::SystemDownloader::cert
fn		SystemDownloader::new	typst_kit::downloader::SystemDownloader::new
fn		SystemDownloader::with_cert	typst_kit::downloader::SystemDownloader::with_cert
fn		SystemDownloader::with_cert_path	typst_kit::downloader::SystemDownloader::with_cert_path
fn		SystemPackages::cache	typst_kit::packages::SystemPackages::cache
fn		SystemPackages::data	typst_kit::packages::SystemPackages::data
fn		SystemPackages::from_parts	typst_kit::packages::SystemPackages::from_parts
fn		SystemPackages::latest_version	typst_kit::packages::SystemPackages::latest_version
fn		SystemPackages::new	typst_kit::packages::SystemPackages::new
fn		SystemPackages::obtain	typst_kit::packages::SystemPackages::obtain
fn		SystemPackages::universe	typst_kit::packages::SystemPackages::universe
fn		TableCell::new	typst_library::model::table::TableCell::new
fn		TableCell::with_align	typst_library::model::table::TableCell::with_align
fn		TableCell::with_breakable	typst_library::model::table::TableCell::with_breakable
fn		TableCell::with_colspan	typst_library::model::table::TableCell::with_colspan
fn		TableCell::with_fill	typst_library::model::table::TableCell::with_fill
fn		TableCell::with_inset	typst_library::model::table::TableCell::with_inset
fn		TableCell::with_is_repeated	typst_library::model::table::TableCell::with_is_repeated
fn		TableCell::with_kind	typst_library::model::table::TableCell::with_kind
