probe_id	side	binary	command_sha256	declared_reads	status
P020	plus	/usr/local/bin/typst	bf05393c925201b81dc100130053665bccec4c5d03831abf7141c6da9dc14114	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-two-wide-stroke.typ;/usr/local/bin/typst	0
P020	plus	target/debug/typst	951e2d61dcd55be1400f4d49d81ed46cf5e2708da670202aa19a215aab241303	/tmp/p1231-isolation/oracles/fixtures/regression-linear-oklab-two-wide-stroke.typ;target/debug/typst	0
P021	minus	/usr/local/bin/typst	e73469bd92206bf21d53c64e1a59caec7870208cd84d90e6f262964caf1736a7	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-first-square-fill.typ;/usr/local/bin/typst	0
P021	minus	target/debug/typst	550de7991cdd32547da4a647bddcf0b9c6226d83bc1a1aeb699dea7befadc960	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-first-square-fill.typ;target/debug/typst	0
P021	exact	/usr/local/bin/typst	3021aaa68063aa77cb928110cd72646ca5756057dc80236758e57329507f4a06	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-first-square-fill.typ;/usr/local/bin/typst	0
P021	exact	target/debug/typst	6951b90a82aa801b36533babb92e336f08570f80ae4afe37f980e24bfb7119d0	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-first-square-fill.typ;target/debug/typst	0
P021	plus	/usr/local/bin/typst	8fac22d480f1da730299ae392562282081ff5a9043b744f423df4da9d8bf0d36	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-first-square-fill.typ;/usr/local/bin/typst	0
P021	plus	target/debug/typst	892d1578e43b4abf07e1326147a3d56c3e591a320a7f453530c4fead56e33336	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-first-square-fill.typ;target/debug/typst	0
P022	minus	/usr/local/bin/typst	fe3a3ceedd3ac489761c0d9ff206b931a9c27f1d3361c132c33a4f69237a2d46	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-first-square-fill.typ;/usr/local/bin/typst	0
P022	minus	target/debug/typst	78a3e84b8b935c79915f89be8e9ba2242c84d0876f1c768df6b5cb011f2733bb	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-first-square-fill.typ;target/debug/typst	0
P022	exact	/usr/local/bin/typst	509840c934c906c7c8c545233327e99120ab5b883d0c72b6b04f7511ed734e40	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-first-square-fill.typ;/usr/local/bin/typst	0
P022	exact	target/debug/typst	f8ce675e52a8e7dafed339204e2257e538f48232548cfdc52f43bb3753d88730	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-first-square-fill.typ;target/debug/typst	0
P022	plus	/usr/local/bin/typst	d4c2638f99469208c0db9516d7970e067ca6aa3cdf774e987641b82e10691f9e	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-first-square-fill.typ;/usr/local/bin/typst	0
P022	plus	target/debug/typst	e38aacfba24f60d88bee274743a51fff06a54bb790c1f7b0f92986627276d52e	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-first-square-fill.typ;target/debug/typst	0
P023	minus	/usr/local/bin/typst	f28f8b0bd11b3390115c4903add787dd78b4c88b57843637cae726cf85bb2b1e	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-last-tall-fill.typ;/usr/local/bin/typst	0
P023	minus	target/debug/typst	a7175039e581531d2a2756adb835020ff99f8e3c7f17ed5374aef86c7a661867	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-last-tall-fill.typ;target/debug/typst	0
P023	exact	/usr/local/bin/typst	6a470d5bac08cb4ab214d3ac17fb73518645cdee87f3c974e8313281f5330893	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-last-tall-fill.typ;/usr/local/bin/typst	0
P023	exact	target/debug/typst	93a4a962c0558783c142dbc8649b92f149d0f1f563ba3b1094738b83bf334cca	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-last-tall-fill.typ;target/debug/typst	0
P023	plus	/usr/local/bin/typst	533f31f3d190b03f6839e1215b077b1aa50c82f784b1a3ff7b607efbc497dd6f	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-last-tall-fill.typ;/usr/local/bin/typst	0
P023	plus	target/debug/typst	4c48c2daed42557da1de7744fcca23bf15e4136587413d45043e0a9a745cf480	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-last-tall-fill.typ;target/debug/typst	0
P024	minus	/usr/local/bin/typst	f28f8b0bd11b3390115c4903add787dd78b4c88b57843637cae726cf85bb2b1e	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-last-tall-fill.typ;/usr/local/bin/typst	0
P024	minus	target/debug/typst	a7175039e581531d2a2756adb835020ff99f8e3c7f17ed5374aef86c7a661867	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-last-tall-fill.typ;target/debug/typst	0
P024	exact	/usr/local/bin/typst	6a470d5bac08cb4ab214d3ac17fb73518645cdee87f3c974e8313281f5330893	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-last-tall-fill.typ;/usr/local/bin/typst	0
P024	exact	target/debug/typst	93a4a962c0558783c142dbc8649b92f149d0f1f563ba3b1094738b83bf334cca	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-last-tall-fill.typ;target/debug/typst	0
P024	plus	/usr/local/bin/typst	533f31f3d190b03f6839e1215b077b1aa50c82f784b1a3ff7b607efbc497dd6f	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-last-tall-fill.typ;/usr/local/bin/typst	0
P024	plus	target/debug/typst	4c48c2daed42557da1de7744fcca23bf15e4136587413d45043e0a9a745cf480	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-last-tall-fill.typ;target/debug/typst	0
P025	minus	/usr/local/bin/typst	3ff19d0d1efede675f4934b260e2fc5921ecd927acdc0fabc0ba88185eac5b2b	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	0
P025	minus	target/debug/typst	4b022d31a218633344e405d836871e770e1011c6940d4b5a497c522d1fe9f0c0	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-mid-wide-stroke.typ;target/debug/typst	0
P025	exact	/usr/local/bin/typst	882e6751889fbdcdae738c4e8c1835adaa3ce1f543e701c0deaf6790e473cff0	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	0
P025	exact	target/debug/typst	a00d664f2d65dc6524cef786c0b53f488475954207b9449432a96b7e2da6d0bf	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-mid-wide-stroke.typ;target/debug/typst	0
P025	plus	/usr/local/bin/typst	ac99469b8a76a4c030a74168d8afd1d50718c905c99f6b0211f0ceea213be0eb	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	0
P025	plus	target/debug/typst	ab0aed5dbecf72efdf1bc767641d05a3e5f2078dbb11c379436faa91dfb3f3aa	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-mid-wide-stroke.typ;target/debug/typst	0
P026	minus	/usr/local/bin/typst	3ff19d0d1efede675f4934b260e2fc5921ecd927acdc0fabc0ba88185eac5b2b	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	0
P026	minus	target/debug/typst	4b022d31a218633344e405d836871e770e1011c6940d4b5a497c522d1fe9f0c0	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-mid-wide-stroke.typ;target/debug/typst	0
P026	exact	/usr/local/bin/typst	882e6751889fbdcdae738c4e8c1835adaa3ce1f543e701c0deaf6790e473cff0	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	0
P026	exact	target/debug/typst	a00d664f2d65dc6524cef786c0b53f488475954207b9449432a96b7e2da6d0bf	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-mid-wide-stroke.typ;target/debug/typst	0
P026	plus	/usr/local/bin/typst	ac99469b8a76a4c030a74168d8afd1d50718c905c99f6b0211f0ceea213be0eb	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	0
P026	plus	target/debug/typst	ab0aed5dbecf72efdf1bc767641d05a3e5f2078dbb11c379436faa91dfb3f3aa	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-alpha-mid-wide-stroke.typ;target/debug/typst	0
P027	minus	/usr/local/bin/typst	92efbfa8f211ae502159bc05ae8a751507c4b88f8b09f8606beceaac5ec1c55b	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-base-square-fill.typ;/usr/local/bin/typst	0
P027	minus	target/debug/typst	3e70f72d96dc00bd43444f3c6da760996de0bc6dd24a1dd87ebb955f7368a665	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-base-square-fill.typ;target/debug/typst	0
P027	exact	/usr/local/bin/typst	c5c1fc5e67a231c36a0eaa4fdb7eea414c060f8bb9c843aaae1c1b02a0e29355	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-base-square-fill.typ;/usr/local/bin/typst	0
P027	exact	target/debug/typst	7ecab63aafc4250defd0305631b35e49474ee224c4f5589877ee894efd0ce691	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-base-square-fill.typ;target/debug/typst	0
P027	plus	/usr/local/bin/typst	b7badb83679ac38a7f53c05094026d5ecd8354b5cb08189175e9c86ca86f8efd	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-base-square-fill.typ;/usr/local/bin/typst	0
P027	plus	target/debug/typst	f27562fb17febafae9fc7153a499b8c887bb739ad502dbfb33b52c7a2c1f5b28	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-base-square-fill.typ;target/debug/typst	0
P028	minus	/usr/local/bin/typst	92efbfa8f211ae502159bc05ae8a751507c4b88f8b09f8606beceaac5ec1c55b	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-base-square-fill.typ;/usr/local/bin/typst	0
P028	minus	target/debug/typst	3e70f72d96dc00bd43444f3c6da760996de0bc6dd24a1dd87ebb955f7368a665	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-base-square-fill.typ;target/debug/typst	0
P028	exact	/usr/local/bin/typst	c5c1fc5e67a231c36a0eaa4fdb7eea414c060f8bb9c843aaae1c1b02a0e29355	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-base-square-fill.typ;/usr/local/bin/typst	0
P028	exact	target/debug/typst	7ecab63aafc4250defd0305631b35e49474ee224c4f5589877ee894efd0ce691	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-base-square-fill.typ;target/debug/typst	0
P028	plus	/usr/local/bin/typst	b7badb83679ac38a7f53c05094026d5ecd8354b5cb08189175e9c86ca86f8efd	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-base-square-fill.typ;/usr/local/bin/typst	0
P028	plus	target/debug/typst	f27562fb17febafae9fc7153a499b8c887bb739ad502dbfb33b52c7a2c1f5b28	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-base-square-fill.typ;target/debug/typst	0
P029	minus	/usr/local/bin/typst	b604fcedf0d8634ac6d01302d27220aacefe8eba5783f6db5d3804646affa541	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-coincident-tall-fill.typ;/usr/local/bin/typst	0
P029	minus	target/debug/typst	40c5e4872da840f7ab53c87b1bf908339793b8787069ded1504cc4c321d751cc	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-coincident-tall-fill.typ;target/debug/typst	0
P029	exact	/usr/local/bin/typst	c070ad9d57c2326045623f3935403506bb014040b578716980f75a36109b8ddc	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-coincident-tall-fill.typ;/usr/local/bin/typst	0
P029	exact	target/debug/typst	1fb9f085316acb3374d6883a0fcccb578c0d0b8e53510236ebd58275b9a1916d	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-coincident-tall-fill.typ;target/debug/typst	0
P029	plus	/usr/local/bin/typst	78b78021d428b50e6ec890f05683da42fcf35866672b4aa16e4873ed0d18d7e7	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-coincident-tall-fill.typ;/usr/local/bin/typst	0
P029	plus	target/debug/typst	f4604ee41e77f65663b26fb9cefbe3bbb50b9da77126e477497361b61faf1911	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-coincident-tall-fill.typ;target/debug/typst	0
P030	minus	/usr/local/bin/typst	fccce7de7f9f5df14004c3cd120ce9bf821bac69fe1d3d12300d492dde674182	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-coincident-tall-fill.typ;/usr/local/bin/typst	0
P030	minus	target/debug/typst	95558eb13ae5cd3f7088dd559ec213457ed25c068337f9bf3976ce02cd4e6630	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-coincident-tall-fill.typ;target/debug/typst	0
P030	exact	/usr/local/bin/typst	9a41d920974393cb577d94ffaf113c65d46b031d82589bcbc81b28fcf7fcb122	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-coincident-tall-fill.typ;/usr/local/bin/typst	0
P030	exact	target/debug/typst	6c4a239d28c585ade86d3b0edac3a5016456fd147bc75c27ed0a1aaddcbd77c7	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-coincident-tall-fill.typ;target/debug/typst	0
P030	plus	/usr/local/bin/typst	2d43b558c6bf8072137dad72a5b0ab475307ef1f4ca71f5e032cf662bafa70a4	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-coincident-tall-fill.typ;/usr/local/bin/typst	0
P030	plus	target/debug/typst	1be6ed26b4b8b6c7b4ed93e6bd00d7a67de8ce981fbef7724c469d46c844c74e	/tmp/p1231-isolation/oracles/fixtures/regression-radial-hsv-coincident-tall-fill.typ;target/debug/typst	0
