path	sha256	access	attestation
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1266-corpus.tsv	54b5f0fdb0153321544a9d0e147867ea0473ecd9cedfc6d959e3c0a1c9522894	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1266-cost.tsv	dc10bff135b228b521376b39e4266c1656f6b650a72576253404a85ca74c93ad	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1266-final-certificate.tsv	dce8aabec0d6bbf8b714d75f8cfc22e38f83539d04f1c8d034110c8dfa1067ec	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1266-generalization-matrix.tsv	091d50354eb2b206d595c88a96b76eb8b9d8e8a881b2f0d3f5901edf9cce5406	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1266-oracle-budgets.tsv	b8153842849d7a5f74d1af0a006407d5e3ebebc1ece44c1456379ae396686b46	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1267r2-author-contract-v2.tsv	0ba5d409aa2784184c2604282abb85715e7c6edd00d151f07474c9fefaeb4ce8	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1267r2-author-observables.tsv	6690eeae86985c65f39d132dd43cb615c267815340dc1c180fbe03c4bc27bb2e	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1267r2-author-unknown-v2.tsv	afee37521719a849d359f0c1caeab132de532319a3c1dfa74af539e3be3deb76	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1267r2-evidence-derivation.tsv	14601fbefb87b50bc69482ed8f62c1446842f32293ccf3ffe3afab0efb83fa5c	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1267r2-final-manifest.tsv	d89db14418a432525e20e0191e91cb4a299c233bb0d342a539ac77da5f1c1389	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1267r2-r1-comparison.tsv	8432e7dd96cc04d8df4387094e54cb8d591807b0b76a3a1e7a7a5bf4c39ae7cd	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1267r2-verifier-verdict.tsv	a9ced04fecaab28a04e2af0dfabdc7af9b7b2712ddc24143021accd590f74842	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1268-contract-freeze.tsv	7d8064a939e653961a084088e40353342de401908e7a8dcd0ba229e07489579d	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1268-head-drift.tsv	c9660d1451f0dafdbc631cae2153266e8fa0085426d6935fa85e79246c6ad1a2	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1268-preoracle-manifest-v3.tsv	6ed7f67f11d4d886edef3c39bf327cb7ae96e3b2bdd17517fe90b3145f3fa76c	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1268-role-capabilities-v3.tsv	bdb8b2ed03f9f83655c3505c73e53b85141a935f22c8238c76ec3fade5f6f876	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/diagnosticos/p1268-suite-freeze-v3.tsv	fc0b0b5c21449f945c886df10fb0a7ea80219dd92de856bd88d37825defa7ba7	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/prompts/infra/export/gradients/adaptive.md	4e2e19b5af1aab3c33596166fbcef647df1aceed1739bab395d432126f46d737	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/00_nucleo/prompts/infra/export/svg.md	41c5d785d9e4ecdb184fd5e6344dd7422d874e826e3bdeac2ddb2d6617530d29	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S01-linear-linear-rgb.typ	b2a6ed8bed211afa25b8f03c028f9ac27cd8c8354bada6787103c4847ff3aba7	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S01-linear-oklab.typ	a1e2b088f906bdc253dcf62e20b315d01f7a221eef3a3067f1916ef11c2a55a9	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S01-radial-linear-rgb.typ	54d27643a82de6781abddb73b323323a9905407fd1f78ce5bb88b892f34ac93c	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S01-radial-oklab.typ	996cc330e38771e87a4619029015ff8910c7eca7d5fde1d7b7c94012c3fd774d	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S02-linear-linear-rgb.typ	5ea845baf98ad51e6b525dd4bbfa8917174a5f77be3261a3fd69fcdab6299960	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S02-linear-oklab.typ	d507ea7506c1dbfcd96d68de1a5b577e63601b5fd21d2ee982678f917d0c5678	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S02-radial-linear-rgb.typ	45d71f3c8f077016f24865447d3057acbf02f5dfcb0a9b947c11a9878360f406	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S02-radial-oklab.typ	e2d634bee019cd4a4b53b4759614f5ace6664d669a1405bcbf246ef459d5e928	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S03-linear-linear-rgb.typ	dc9e16d7a5eca183dcf9cf83fa30cff62ef0a8830ebb5ac6412c7e7b04c31816	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S03-linear-oklab.typ	53b256c228f519ea6db2f5fcbba156bfa99f541a5cb717f4550f1c668b4689bc	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S03-radial-linear-rgb.typ	045c20a49f1ff8f030a4576dcd980f1a7e4ec89cf7ba0dec2fe2a8cc505093e3	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S03-radial-oklab.typ	a50377be86014500f6c7bf614ed6b903902c5cddd0d3b181a219dfc5023a3540	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S04-linear-linear-rgb.typ	a2cd7e1913208e1abeb8249aa7e75ac84358da34867ba3c1212d31bb07db7122	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S04-linear-oklab.typ	32d3d2e65f4da748921d8e0a0711fc2aa33c10964834b52ae2c1ea31056563f2	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S04-radial-linear-rgb.typ	dfd7769ca86580960ba14dad8f1192eaaac87885d29359e27f140d0da9f3df7e	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S04-radial-oklab.typ	75dc3188ab3244e06411990f65ec13b59fc1f92268f0c8637e0ecddeaf6a47e7	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S05-linear-linear-rgb.typ	b82968186344eb2f76e3ef4f84ed880aaf4222104905d1bccd4563a437dffeeb	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S05-linear-oklab.typ	9223a20e0bfa691cbd50ef66e4365cba817fb18d8881e90fecff6b75fdbad0f8	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S05-radial-linear-rgb.typ	06752d4e61f26a5c74b9fd61d369c15827cecfb09792a817fbbb95d608c1985e	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S05-radial-oklab.typ	3c5a494f63fb9c39d4eccfae3d6450c30208ba0076bbaa19dd8b69c55db6ffc4	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S06-linear-linear-rgb.typ	19c9a0c247cff3f9df44631803006fa04236cbd5e73fff943d3c99da4e794a93	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S06-linear-oklab.typ	ed9bd42c2c9842aa3a67734d319cdb1ddbfb2b89519d82b88535ea5b72b260ca	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S06-radial-linear-rgb.typ	23154332a8fe86693112c87c901c1e3a6d1194dcac68edd8284f68bc4016b0de	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S06-radial-oklab.typ	f31e6aff8dca6e8ae32c7135ff419c2ebfbe6d21beb514b6b4fc040b7a49716f	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S07-linear-linear-rgb.typ	e22e4d3442069978ec265ebe41204fb3a33c10f5b53a07423ed8a3cb30234cd4	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S07-linear-oklab.typ	21f2131f163185a524416bcc9938f93c89012f213e0cb3dd162b8f3cd9b1f26e	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S07-radial-linear-rgb.typ	c9575a5dd1a270f63def7834d66690652b9455baae79fcd38a09c59c101c69a5	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S07-radial-oklab.typ	2e2ef7a5030c8609411b44f3cb6ed7b7e82ea512fd43480d028f22c7033b3627	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S08-linear-linear-rgb.typ	0e9818e8d731c8ef1f6a2da43479f419be98c4c56d9098e80a11ed56914c7210	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S08-linear-oklab.typ	7469763d06ff8f70ecf5d302d41ea7c000e7ab5ee44e4c83624a3457314eebc2	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S08-radial-linear-rgb.typ	f5b9ab8b03c64db8ac8582071df59c603ebba9e1ca1d0db7f93eb23a6ef594e6	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S08-radial-oklab.typ	f03ad367179f86e3b14249ac0029e048404ca6a10ed5fe0dfa3990d98e5f8aea	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S09-linear-linear-rgb.typ	2f7ea369fec1ee94398a54f4bd00b077e0431fb1b46a9de549d78e63c4266429	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S09-linear-oklab.typ	1ee3a27f702d22f5414390842115ad273ea65c6016f5b1b3dbb8ee076a5aad8d	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S09-radial-linear-rgb.typ	dfe539de52baa7a3fa048b1805990b0b4f14d70b7727f324e156283a0b1c6610	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S09-radial-oklab.typ	1a324dd0d5721a08b36b81c17b2fc9fb916adc2370079313fe0701e4c013bf09	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S10-linear-linear-rgb.typ	7551da4825e1979894d5d02f0e6dfe3c016abed8e2d65dc4d6d3454d07e285ef	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S10-linear-oklab.typ	a026ceb7138f752a6606397f0ec7c4299e4ab6a83c1ecd3ab7f7fe6810fb7268	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S10-radial-linear-rgb.typ	a72d8d5db01e872d9e966ae25be91df5846922b7d36d4af9778bff09a82bb52d	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S10-radial-oklab.typ	33317bf0436515eba1c8edadeb8b7614eaf0c541a644b502e4c9e227254d5f1c	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S11-linear-linear-rgb.typ	5da644425dc6029219653380493f0d15c251f4b9fe0ab56917dd16352f4597cc	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S11-linear-oklab.typ	d1f41437ddfb9e02db82a3f9bd71edd291f20f64d38ad8abe7e9836803a1cc11	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S11-radial-linear-rgb.typ	00d6fae74172387106c4ae66df8a9c345dfec9396a7ff8792ab3d386bbf46759	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S11-radial-oklab.typ	daa7015a0b1bb28735df93fcba3a8d005aa4fc159aff7a6247f7956b5e18d692	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S12-linear-linear-rgb.typ	dbe1a2b5afa57c7c36215167d3883fb0fa6f49928a76f134f0fd425cf8c46e30	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S12-linear-oklab.typ	7a5607ad0ba37d564af6847a5bdd62517e65a8b3748f9cfd1a4de3dc6a2f9c8c	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S12-radial-linear-rgb.typ	2e93263c80734a7a076779fdc17e676a8c7c339c46eee9f891e4a137f7f501ca	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S12-radial-oklab.typ	dbcc95e7667305431b2be228332e88fdb20a1a08aff4bd41d542b67444733d25	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S13-linear-linear-rgb.typ	d53d3368062c098831add99d5774bfab67683faedfd7047be079f614c86ca152	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S13-linear-oklab.typ	1c9d0d7041fd6fdccc9e7ce315d10c508cc02e3b3c05c646497ed8f876155f15	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S13-radial-linear-rgb.typ	8e1662afc7f823a4a582fe42f5888dc214dbdb9bf8f42550ede6ac860db83244	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S13-radial-oklab.typ	8236d11d4b128e9d33d3dcba7b07acbb943bedb35f1040117369cac8df6889c0	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S14-linear-linear-rgb.typ	517bb948bd518b8abdb9ed26cde18583586486639268b36494dbbca6cea5057e	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S14-linear-oklab.typ	7be84891b75e7bc3bbbb2d3e1b539f958f95e7fafdba2f6cc0275133571e95cd	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S14-radial-linear-rgb.typ	1a08f2c3c826c40664f7c30f84bb528a54955c5c39de885531eb4a7ec6abe956	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S14-radial-oklab.typ	6b5c3d1e421b12587c24a3cadb07419cd1c02e900142a850395a5592c3a6066c	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S15-linear-linear-rgb.typ	d4480f431a2a93a0b0daaea74f349e84403c546a391ff0ceb43bfdbcde493ddc	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S15-linear-oklab.typ	fe68ea4457ae0acfceba44a2cd44df74634dd3a468d5c693944d6c5d4b1af7bb	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S15-radial-linear-rgb.typ	b31545ca80a620e08df6934629fceb6bcea6fd67d5c3cc17239d513a0c2eb9b5	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S15-radial-oklab.typ	b90964913b388574a9fe3a247e66a07bfa24b4eb6e443df764906e2c1605ddbe	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S16-linear-linear-rgb.typ	37984af5be235c04e160298370762a2fcfb4e2f055366d123652a733f6d43386	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S16-linear-oklab.typ	4a4de643760cfe4595541044682a2f503c6c8016c9f92bbb9c9e1d8a18df9e5b	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S16-radial-linear-rgb.typ	ce2db167a6901cb6410d95a5b39c7ba6a12cb86e6b5c9e08323aaf522389fbfd	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S16-radial-oklab.typ	2248b70b60f1716a2ff24bc4e951c6f006b53dc01b2250da6d2e2d362834524f	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S17-linear-linear-rgb.typ	383cd05e8c644a14977ace4199f9547f40befd64ae3a7c31c4e9c783dae014bd	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S17-linear-oklab.typ	7ba241edd30e447a7e0b3609fc67b7c1888e418f1c7c4c16eb3aa429967ab578	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S17-radial-linear-rgb.typ	02f6b42a72400811c0c0da4df90b18b2f920da4193b1c51dd70c2704cfa8c401	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S17-radial-oklab.typ	b6d3d4ce84d6bc15ac7ad49a2f2d11ad9fd33d142fca9eaff350817f10aab8d8	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S18-linear-linear-rgb.typ	cbbb71e49b38ac00b61b6529b3008ddb3c1084c17ed948dd0c50aac9bc0e62b8	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S18-linear-oklab.typ	4b4ad8725fddfc2b6e6fa38c2382d7e515692e769e38e652deb7247a60f99e93	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S18-radial-linear-rgb.typ	75181e6cbb7b2250eb8f30ccce9460806a745046548c802c17c28799c2f6bca5	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S18-radial-oklab.typ	c4cb6434ecb2070f4f305035a4c3a2019dcceba3e22ee3b1933c76a233622208	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S19-linear-linear-rgb.typ	441cf1103c3a707d8f40228b3d98620a1f6f3fb803ccd8be0ec3dd057183cbb4	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S19-linear-oklab.typ	162f57da6061cd36f9c4d0c1e706246a9e505cb8e5e0f16344161ab94cc1335c	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S19-radial-linear-rgb.typ	a46f61074d562fe47b0158ca6a4f7a2691a9dea4793208986c5b65aeca0635cc	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S19-radial-oklab.typ	d911c3e187b39851aad656ed20e012d193db8ac8c300752ef7f4a46a342e9561	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S20-linear-linear-rgb.typ	0ad19cecbb68be78abe74ba06ac6ed20d858057204837a82b81bb07f711037ea	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S20-linear-oklab.typ	115e02aefbe002a20a8be63fa81e6464b84e171767312750cd7fa33bf6cb55cd	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S20-radial-linear-rgb.typ	ddee0009d6ed2705b6ab91a7c33b32718cfe7375aacba587808aeff2dfbf19d7	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S20-radial-oklab.typ	d62be08d42e4abf5312ce1ab89c2cb64570aa770ef4c2cacc2d182a82ed7ff49	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S21-linear-linear-rgb.typ	0f712d6e24d9c72bcfc0d8e6d5da291e8841d6d4d542893911718831db659320	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S21-linear-oklab.typ	bb4ef8b5c9ba9bdaaf3674667d72f4e6dd7a86595e46b755b702427ac44eae6a	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S21-radial-linear-rgb.typ	b70f976651212a8318e3ce841be482fe697e4d2764ae1b8960a64201e483ce47	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S21-radial-oklab.typ	719d7b44b6887feddd7063178a01c7087d2c21877ad2bf4677b0415a12740bc0	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S22-linear-linear-rgb.typ	d3be75cd2be5dd5f0b0b2dee8cc6566e54dddcb2c9fde2ae5afee251b9f024d6	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S22-linear-oklab.typ	acafb716ef91b9c3393c6c672cb9f3cb58b14d556c0ca639fa9290a1ce6a58c8	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S22-radial-linear-rgb.typ	c1d093419b20107f015800d6c07e738f484873861cfe478c58288526eaf39734	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S22-radial-oklab.typ	4253677ff38d149ead86f91dd532bab8e481eeeefa8eb8e64237de53ad2cdc20	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S23-linear-linear-rgb.typ	96ffb6526c0fc410f957127187f8909c1c29e3b426e2b1cabe288edd92e993b6	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S23-linear-oklab.typ	e011bba69e8ea453262514cd775de700434f81ce54b97516e94d53ada9205646	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S23-radial-linear-rgb.typ	496e50234b5481b524f89e6142232fb7442cf887c1a56b288482d9a16d47bcd0	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S23-radial-oklab.typ	8167311cd6e5d8108d517ab4741e75e8ff9b7e4f57442d472bd33ffe09ca903a	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S24-linear-linear-rgb.typ	aea5e80f6db56d54daf4745f173629c621d0abc5536a2801f8eea1c0b88474a3	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S24-linear-oklab.typ	4e6f03fb610ba89c966cb5723d173a8250f9f5a8d39e13037fe2439e36737402	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S24-radial-linear-rgb.typ	bdb6afc23d785322f5af88e1b20b8563a803e451af50a8341fce257504488c13	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S24-radial-oklab.typ	81009ea2014b44a054afcdb7dd3ec6629adb921c90554cb3bcb8df88e98e4049	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/lab/typst-original/crates/typst-library/src/visualize/gradient.rs	ed7a1be4e398fa47dff9ede8aa31c939514e341f9e47ac5099787d422f67967c	authorized-content	processual-only
/repos/Antigravity/typst-crystalline/typst-passo-1268.md	c9f8ff5bca9131c307baaf88f3f0a1c2d80cac775623ab4c521f4231db969188	authorized-content	processual-only
/tmp/p1268/adversary/attack_runner.py	f290e57f38db6604087225e0d4038a29a6f43dfafbd86c877d6409115dcd62a9	authorized-content	processual-only
/tmp/p1268/adversary/attacks.tsv	86393124a5209ab8376224a1a84a22d3275220a0869c4ce8bab530df35e3af8b	authorized-content	processual-only
/tmp/p1268/adversary/mutation-schema.tsv	82f3a77f8a720fa2d29ef37a0062ec8459606a568cc590aba69e52ac6f092109	authorized-content	processual-only
/tmp/p1268/adversary/opaque-cases.tsv	f7e48b49ec4c4ec930fe497389118e826d7f03af676816170ab4c9cfd83b0bc5	authorized-content	processual-only
/tmp/p1268/adversary/receipt.tsv	56cf0cff1acf2eb72b2515108c493982dc10b0a66a628213aec15c3275cde66e	authorized-content	processual-only
/tmp/p1268/oracle_v3/binaries/direct/S01-linear-linear-rgb.svg	0ac25c4ff1f3a091ccd804e641ff3ce5a4e37dac2530b988bc6196b2370da96e	authorized-content	processual-only
/tmp/p1268/oracle_v3/binaries/direct/S01-linear-oklab.svg	eef7bd42846245fb204eeb9d6e2bfac10c1deb57180243bded8b1683714cae97	authorized-content	processual-only
/tmp/p1268/oracle_v3/binaries/direct/S01-radial-linear-rgb.svg	8b5a2c92bbafbc3871fcf070f34f0d24e23fa99e546312b9a6fc190b5d004cfe	authorized-content	processual-only
/tmp/p1268/oracle_v3/binaries/direct/S01-radial-oklab.svg	f065ec6e60f9509ef769b63609be6b3b6f64b60e55d35159d6ee875564db6220	authorized-content	processual-only
/tmp/p1268/oracle_v3/binaries/direct/S02-linear-linear-rgb.svg	712e47c53e4ddfb85b17b11e0142f4290ee3913e8d3183110f2de22fbe43fa52	authorized-content	processual-only
/tmp/p1268/oracle_v3/binaries/direct/S02-linear-oklab.svg	6e56b9e0ce5f76a52541096629b6c7d03177a05ffb16536307c0596a7c011d94	authorized-content	processual-only
/tmp/p1268/oracle_v3/binaries/direct/S02-radial-linear-rgb.svg	707ab46f615247682011329053a13e5a3ff588283aec4505fbadb3396b390f79	authorized-content	processual-only
/tmp/p1268/oracle_v3/binaries/direct/S02-radial-oklab.svg	29156af0a5f15567f62f11dd63f24e17208a551f845f43585dfb8258bcaa037e	authorized-content	processual-only
/tmp/p1268/oracle_v3/binaries/direct/S03-linear-linear-rgb.svg	6aec722a841350fd4982329414924c2a32cd5d4b4e4efac368bbc6d97fd39d87	authorized-content	processual-only
/tmp/p1268/oracle_v3/binaries/direct/S03-linear-oklab.svg	43c00380b09e488d1627f81080560fb84681436f10879a8f501e9d69c89379a3	authorized-content	processual-only
/tmp/p1268/oracle_v3/binaries/direct/S03-radial-linear-rgb.svg	20588f42d16ea201caf30bf607cb7e9479f78c19553046f82ac96a587273fd18	authorized-content	processual-only
/tmp/p1268/oracle_v3/binaries/direct/S03-radial-oklab.svg	d455c6c9d17de945e3ee43dc29156352246a510015470b5bc545cdb6fa79ca37	authorized-content	processual-only
/tmp/p1268/oracle_v3/binaries/direct/S04-linear-linear-rgb.svg	3793779df2d2bba055eac555513643843f1b8f0e736e93957302d18a9f89a384	authorized-content	processual-only
/tmp/p1268/oracle_v3/binaries/direct/S04-linear-oklab.svg	7d4f1ca656a62d0c5643e54e44bfe8617f98cf7fca16912519e6c8d1ecfca6a6	authorized-content	processual-only
