path	probe_id	profiles	runtime_class_by_profile	previous_class	transition	current_language_class	crystalline_owner_file_line	vanilla_source_file_line	owner_prompt	owner_prompt_sha256	consumer_unique	consumer_prompt_hash	language_observable	normative_intent	normative_evidence	causal_hypothesis	refutation	gate_class	universe	canonical_route	cohort_id	historical_cohort_only	measurement_ref
color.darken	path-color.darken	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.darken), repr(color.darken)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.darken		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.darken
color.desaturate	path-color.desaturate	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.desaturate), repr(color.desaturate)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.desaturate		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.desaturate
color.eastern	path-color.eastern	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.eastern), repr(color.eastern)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.eastern		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.eastern
color.fuchsia	path-color.fuchsia	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.fuchsia), repr(color.fuchsia)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.fuchsia		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.fuchsia
color.gray	path-color.gray	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.gray), repr(color.gray)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.gray		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.gray
color.green	path-color.green	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.green), repr(color.green)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.green		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.green
color.hsl	path-color.hsl	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.hsl), repr(color.hsl)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.hsl		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.hsl
color.hsv	path-color.hsv	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.hsv), repr(color.hsv)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.hsv		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.hsv
color.lighten	path-color.lighten	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.lighten), repr(color.lighten)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.lighten		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.lighten
color.lime	path-color.lime	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.lime), repr(color.lime)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.lime		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.lime
color.linear-rgb	path-color.linear-rgb	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.linear-rgb), repr(color.linear-rgb)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.linear-rgb		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.linear-rgb
color.luma	path-color.luma	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.luma), repr(color.luma)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.luma		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.luma
color.map	path-color.map	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/repr.rs:56	lab/typst-original/crates/typst-library/src/foundations/module.rs:174	00_nucleo/prompts/compiler/eval/repr.md	a6ccb7181acc01b07e7a78215f990741e21013fa7e0c4751c4d66348f19285a5	01_core/src/compiler/eval/repr.rs	14f917a5	repr((type(color.map), repr(color.map)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval/repr.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.map		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.map
color.map.cividis	path-color.map.cividis	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/repr.rs:36	lab/typst-original/crates/typst-library/src/foundations/array.rs:1188	00_nucleo/prompts/compiler/eval/repr.md	a6ccb7181acc01b07e7a78215f990741e21013fa7e0c4751c4d66348f19285a5	01_core/src/compiler/eval/repr.rs	14f917a5	repr((type(color.map.cividis), repr(color.map.cividis)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval/repr.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.map.cividis		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.map.cividis
color.map.coolwarm	path-color.map.coolwarm	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/repr.rs:36	lab/typst-original/crates/typst-library/src/foundations/array.rs:1188	00_nucleo/prompts/compiler/eval/repr.md	a6ccb7181acc01b07e7a78215f990741e21013fa7e0c4751c4d66348f19285a5	01_core/src/compiler/eval/repr.rs	14f917a5	repr((type(color.map.coolwarm), repr(color.map.coolwarm)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval/repr.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.map.coolwarm		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.map.coolwarm
color.map.crest	path-color.map.crest	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/repr.rs:36	lab/typst-original/crates/typst-library/src/foundations/array.rs:1188	00_nucleo/prompts/compiler/eval/repr.md	a6ccb7181acc01b07e7a78215f990741e21013fa7e0c4751c4d66348f19285a5	01_core/src/compiler/eval/repr.rs	14f917a5	repr((type(color.map.crest), repr(color.map.crest)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval/repr.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.map.crest		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.map.crest
color.map.flare	path-color.map.flare	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/repr.rs:36	lab/typst-original/crates/typst-library/src/foundations/array.rs:1188	00_nucleo/prompts/compiler/eval/repr.md	a6ccb7181acc01b07e7a78215f990741e21013fa7e0c4751c4d66348f19285a5	01_core/src/compiler/eval/repr.rs	14f917a5	repr((type(color.map.flare), repr(color.map.flare)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval/repr.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.map.flare		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.map.flare
color.map.icefire	path-color.map.icefire	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/repr.rs:36	lab/typst-original/crates/typst-library/src/foundations/array.rs:1188	00_nucleo/prompts/compiler/eval/repr.md	a6ccb7181acc01b07e7a78215f990741e21013fa7e0c4751c4d66348f19285a5	01_core/src/compiler/eval/repr.rs	14f917a5	repr((type(color.map.icefire), repr(color.map.icefire)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval/repr.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.map.icefire		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.map.icefire
color.map.inferno	path-color.map.inferno	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.map.inferno), repr(color.map.inferno)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.map.inferno		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.map.inferno
color.map.magma	path-color.map.magma	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.map.magma), repr(color.map.magma)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.map.magma		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.map.magma
color.map.mako	path-color.map.mako	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/repr.rs:36	lab/typst-original/crates/typst-library/src/foundations/array.rs:1188	00_nucleo/prompts/compiler/eval/repr.md	a6ccb7181acc01b07e7a78215f990741e21013fa7e0c4751c4d66348f19285a5	01_core/src/compiler/eval/repr.rs	14f917a5	repr((type(color.map.mako), repr(color.map.mako)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval/repr.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.map.mako		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.map.mako
color.map.plasma	path-color.map.plasma	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.map.plasma), repr(color.map.plasma)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.map.plasma		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.map.plasma
color.map.rainbow	path-color.map.rainbow	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/repr.rs:36	lab/typst-original/crates/typst-library/src/foundations/array.rs:1188	00_nucleo/prompts/compiler/eval/repr.md	a6ccb7181acc01b07e7a78215f990741e21013fa7e0c4751c4d66348f19285a5	01_core/src/compiler/eval/repr.rs	14f917a5	repr((type(color.map.rainbow), repr(color.map.rainbow)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval/repr.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.map.rainbow		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.map.rainbow
color.map.rocket	path-color.map.rocket	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/repr.rs:36	lab/typst-original/crates/typst-library/src/foundations/array.rs:1188	00_nucleo/prompts/compiler/eval/repr.md	a6ccb7181acc01b07e7a78215f990741e21013fa7e0c4751c4d66348f19285a5	01_core/src/compiler/eval/repr.rs	14f917a5	repr((type(color.map.rocket), repr(color.map.rocket)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval/repr.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.map.rocket		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.map.rocket
color.map.spectral	path-color.map.spectral	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.map.spectral), repr(color.map.spectral)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.map.spectral		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.map.spectral
color.map.turbo	path-color.map.turbo	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/repr.rs:36	lab/typst-original/crates/typst-library/src/foundations/array.rs:1188	00_nucleo/prompts/compiler/eval/repr.md	a6ccb7181acc01b07e7a78215f990741e21013fa7e0c4751c4d66348f19285a5	01_core/src/compiler/eval/repr.rs	14f917a5	repr((type(color.map.turbo), repr(color.map.turbo)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval/repr.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.map.turbo		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.map.turbo
