probe_id	fixture_id	mesh	side	t	boundary	verdict	value	boundary_delta	alpha_delta	serialized	witness
P006	regression-linear-linear-rgb-alpha-mid-wide-stroke	4096	plus	0.369384865625	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P006	regression-linear-linear-rgb-alpha-mid-wide-stroke	4096	plus	0.369384865625	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P006	regression-linear-linear-rgb-alpha-mid-wide-stroke	4096	plus	0.369384865625	B05_U8_QUANTIZATION	Measured-output-only	[0.18539932143804955,0.7995827362853913,0.25098039215686274,0.4008345274020953]			#3acb40|0.407843137;#2ecc40|0.4;u=0.8935977527747806	interpolation of emitted quantized endpoints
P006	regression-linear-linear-rgb-alpha-mid-wide-stroke	4096	plus	0.369384865625	B06_CSS_SERIALIZATION	Measured-output-only	[0.18539932143804955,0.7995827362853913,0.25098039215686274,0.4008345274020953]			#3acb40|0.407843137;#2ecc40|0.4;u=0.8935977527747806	#3acb40|0.407843137;#2ecc40|0.4;u=0.8935977527747806
P006	regression-linear-linear-rgb-alpha-mid-wide-stroke	4096	plus	0.369384865625	B07_CSS_REPARSE	Measured-output-only	[0.18539932143804955,0.7995827362853913,0.25098039215686274,0.4008345274020953]			#3acb40|0.407843137;#2ecc40|0.4;u=0.8935977527747806	#RRGGBB/#RRGGBBAA output parser
P007	regression-linear-linear-rgb-two-wide-stroke	2048	minus	0.99414052500000005	B01_VANILLA_SAMPLE	Measured	"[""0.59%"",""17.39%"",""69%"",""100%""]"				public components().map(repr)
P007	regression-linear-linear-rgb-two-wide-stroke	2048	minus	0.99414052500000005	B02_CRYSTALLINE_SAMPLE	Measured	"[""0.59%"",""17.39%"",""69%"",""100%""]"	0			public components().map(repr)
P007	regression-linear-linear-rgb-two-wide-stroke	2048	minus	0.99414052500000005	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P007	regression-linear-linear-rgb-two-wide-stroke	2048	minus	0.99414052500000005	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P007	regression-linear-linear-rgb-two-wide-stroke	2048	minus	0.99414052500000005	B05_U8_QUANTIZATION	Measured-output-only	[0.05000085333333288,0.4534313474509804,0.8495097788235294,1.0]			#2273d8|;#0074d9|;u=0.62499360000000337	interpolation of emitted quantized endpoints
P007	regression-linear-linear-rgb-two-wide-stroke	2048	minus	0.99414052500000005	B06_CSS_SERIALIZATION	Measured-output-only	[0.05000085333333288,0.4534313474509804,0.8495097788235294,1.0]			#2273d8|;#0074d9|;u=0.62499360000000337	#2273d8|;#0074d9|;u=0.62499360000000337
P007	regression-linear-linear-rgb-two-wide-stroke	2048	minus	0.99414052500000005	B07_CSS_REPARSE	Measured-output-only	[0.05000085333333288,0.4534313474509804,0.8495097788235294,1.0]			#2273d8|;#0074d9|;u=0.62499360000000337	#RRGGBB/#RRGGBBAA output parser
P007	regression-linear-linear-rgb-two-wide-stroke	2048	exact	0.994140625	B01_VANILLA_SAMPLE	Measured	"[""0.59%"",""17.39%"",""69%"",""100%""]"				public components().map(repr)
P007	regression-linear-linear-rgb-two-wide-stroke	2048	exact	0.994140625	B02_CRYSTALLINE_SAMPLE	Measured	"[""0.59%"",""17.39%"",""69%"",""100%""]"	0			public components().map(repr)
P007	regression-linear-linear-rgb-two-wide-stroke	2048	exact	0.994140625	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P007	regression-linear-linear-rgb-two-wide-stroke	2048	exact	0.994140625	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P007	regression-linear-linear-rgb-two-wide-stroke	2048	exact	0.994140625	B05_U8_QUANTIZATION	Measured-output-only	[0.05,0.4534313725490196,0.8495098039215686,1.0]			#2273d8|;#0074d9|;u=0.625	interpolation of emitted quantized endpoints
P007	regression-linear-linear-rgb-two-wide-stroke	2048	exact	0.994140625	B06_CSS_SERIALIZATION	Measured-output-only	[0.05,0.4534313725490196,0.8495098039215686,1.0]			#2273d8|;#0074d9|;u=0.625	#2273d8|;#0074d9|;u=0.625
P007	regression-linear-linear-rgb-two-wide-stroke	2048	exact	0.994140625	B07_CSS_REPARSE	Measured-output-only	[0.05,0.4534313725490196,0.8495098039215686,1.0]			#2273d8|;#0074d9|;u=0.625	#RRGGBB/#RRGGBBAA output parser
P007	regression-linear-linear-rgb-two-wide-stroke	2048	plus	0.99414072499999995	B01_VANILLA_SAMPLE	Measured	"[""0.59%"",""17.39%"",""69%"",""100%""]"				public components().map(repr)
P007	regression-linear-linear-rgb-two-wide-stroke	2048	plus	0.99414072499999995	B02_CRYSTALLINE_SAMPLE	Measured	"[""0.59%"",""17.39%"",""69%"",""100%""]"	0			public components().map(repr)
P007	regression-linear-linear-rgb-two-wide-stroke	2048	plus	0.99414072499999995	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P007	regression-linear-linear-rgb-two-wide-stroke	2048	plus	0.99414072499999995	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P007	regression-linear-linear-rgb-two-wide-stroke	2048	plus	0.99414072499999995	B05_U8_QUANTIZATION	Measured-output-only	[0.04999914666666712,0.4534313976470588,0.8495098290196078,1.0]			#2273d8|;#0074d9|;u=0.62500639999999663	interpolation of emitted quantized endpoints
P007	regression-linear-linear-rgb-two-wide-stroke	2048	plus	0.99414072499999995	B06_CSS_SERIALIZATION	Measured-output-only	[0.04999914666666712,0.4534313976470588,0.8495098290196078,1.0]			#2273d8|;#0074d9|;u=0.62500639999999663	#2273d8|;#0074d9|;u=0.62500639999999663
P007	regression-linear-linear-rgb-two-wide-stroke	2048	plus	0.99414072499999995	B07_CSS_REPARSE	Measured-output-only	[0.04999914666666712,0.4534313976470588,0.8495098290196078,1.0]			#2273d8|;#0074d9|;u=0.62500639999999663	#RRGGBB/#RRGGBBAA output parser
P008	regression-linear-linear-rgb-two-wide-stroke	4096	minus	0.99414052500000005	B01_VANILLA_SAMPLE	Measured	"[""0.59%"",""17.39%"",""69%"",""100%""]"				public components().map(repr)
P008	regression-linear-linear-rgb-two-wide-stroke	4096	minus	0.99414052500000005	B02_CRYSTALLINE_SAMPLE	Measured	"[""0.59%"",""17.39%"",""69%"",""100%""]"	0			public components().map(repr)
P008	regression-linear-linear-rgb-two-wide-stroke	4096	minus	0.99414052500000005	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P008	regression-linear-linear-rgb-two-wide-stroke	4096	minus	0.99414052500000005	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P008	regression-linear-linear-rgb-two-wide-stroke	4096	minus	0.99414052500000005	B05_U8_QUANTIZATION	Measured-output-only	[0.05000085333333288,0.4534313474509804,0.8495097788235294,1.0]			#2273d8|;#0074d9|;u=0.62499360000000337	interpolation of emitted quantized endpoints
P008	regression-linear-linear-rgb-two-wide-stroke	4096	minus	0.99414052500000005	B06_CSS_SERIALIZATION	Measured-output-only	[0.05000085333333288,0.4534313474509804,0.8495097788235294,1.0]			#2273d8|;#0074d9|;u=0.62499360000000337	#2273d8|;#0074d9|;u=0.62499360000000337
P008	regression-linear-linear-rgb-two-wide-stroke	4096	minus	0.99414052500000005	B07_CSS_REPARSE	Measured-output-only	[0.05000085333333288,0.4534313474509804,0.8495097788235294,1.0]			#2273d8|;#0074d9|;u=0.62499360000000337	#RRGGBB/#RRGGBBAA output parser
P008	regression-linear-linear-rgb-two-wide-stroke	4096	exact	0.994140625	B01_VANILLA_SAMPLE	Measured	"[""0.59%"",""17.39%"",""69%"",""100%""]"				public components().map(repr)
P008	regression-linear-linear-rgb-two-wide-stroke	4096	exact	0.994140625	B02_CRYSTALLINE_SAMPLE	Measured	"[""0.59%"",""17.39%"",""69%"",""100%""]"	0			public components().map(repr)
P008	regression-linear-linear-rgb-two-wide-stroke	4096	exact	0.994140625	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P008	regression-linear-linear-rgb-two-wide-stroke	4096	exact	0.994140625	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P008	regression-linear-linear-rgb-two-wide-stroke	4096	exact	0.994140625	B05_U8_QUANTIZATION	Measured-output-only	[0.05,0.4534313725490196,0.8495098039215686,1.0]			#2273d8|;#0074d9|;u=0.625	interpolation of emitted quantized endpoints
P008	regression-linear-linear-rgb-two-wide-stroke	4096	exact	0.994140625	B06_CSS_SERIALIZATION	Measured-output-only	[0.05,0.4534313725490196,0.8495098039215686,1.0]			#2273d8|;#0074d9|;u=0.625	#2273d8|;#0074d9|;u=0.625
P008	regression-linear-linear-rgb-two-wide-stroke	4096	exact	0.994140625	B07_CSS_REPARSE	Measured-output-only	[0.05,0.4534313725490196,0.8495098039215686,1.0]			#2273d8|;#0074d9|;u=0.625	#RRGGBB/#RRGGBBAA output parser
P008	regression-linear-linear-rgb-two-wide-stroke	4096	plus	0.99414072499999995	B01_VANILLA_SAMPLE	Measured	"[""0.59%"",""17.39%"",""69%"",""100%""]"				public components().map(repr)
P008	regression-linear-linear-rgb-two-wide-stroke	4096	plus	0.99414072499999995	B02_CRYSTALLINE_SAMPLE	Measured	"[""0.59%"",""17.39%"",""69%"",""100%""]"	0			public components().map(repr)
P008	regression-linear-linear-rgb-two-wide-stroke	4096	plus	0.99414072499999995	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P008	regression-linear-linear-rgb-two-wide-stroke	4096	plus	0.99414072499999995	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P008	regression-linear-linear-rgb-two-wide-stroke	4096	plus	0.99414072499999995	B05_U8_QUANTIZATION	Measured-output-only	[0.04999914666666712,0.4534313976470588,0.8495098290196078,1.0]			#2273d8|;#0074d9|;u=0.62500639999999663	interpolation of emitted quantized endpoints
P008	regression-linear-linear-rgb-two-wide-stroke	4096	plus	0.99414072499999995	B06_CSS_SERIALIZATION	Measured-output-only	[0.04999914666666712,0.4534313976470588,0.8495098290196078,1.0]			#2273d8|;#0074d9|;u=0.62500639999999663	#2273d8|;#0074d9|;u=0.62500639999999663
P008	regression-linear-linear-rgb-two-wide-stroke	4096	plus	0.99414072499999995	B07_CSS_REPARSE	Measured-output-only	[0.04999914666666712,0.4534313976470588,0.8495098290196078,1.0]			#2273d8|;#0074d9|;u=0.62500639999999663	#RRGGBB/#RRGGBBAA output parser
P009	regression-linear-oklab-alpha-first-square-fill	2048	minus	0	B01_VANILLA_SAMPLE	Measured	"[""65.95%"",""0.19973529875278473"",""0.10818812251091003"",""40%""]"				public components().map(repr)
P009	regression-linear-oklab-alpha-first-square-fill	2048	minus	0	B02_CRYSTALLINE_SAMPLE	Measured	"[""65.95%"",""0.19973529875278473"",""0.10818812251091003"",""40%""]"	0			public components().map(repr)
P009	regression-linear-oklab-alpha-first-square-fill	2048	minus	0	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P009	regression-linear-oklab-alpha-first-square-fill	2048	minus	0	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P009	regression-linear-oklab-alpha-first-square-fill	2048	minus	0	B05_U8_QUANTIZATION	Measured-output-only	[1.0,0.2549019607843137,0.21176470588235294,0.4]			#ff4136|0.4;#ff4136|0.4;u=0	interpolation of emitted quantized endpoints
P009	regression-linear-oklab-alpha-first-square-fill	2048	minus	0	B06_CSS_SERIALIZATION	Measured-output-only	[1.0,0.2549019607843137,0.21176470588235294,0.4]			#ff4136|0.4;#ff4136|0.4;u=0	#ff4136|0.4;#ff4136|0.4;u=0
P009	regression-linear-oklab-alpha-first-square-fill	2048	minus	0	B07_CSS_REPARSE	Measured-output-only	[1.0,0.2549019607843137,0.21176470588235294,0.4]			#ff4136|0.4;#ff4136|0.4;u=0	#RRGGBB/#RRGGBBAA output parser
P009	regression-linear-oklab-alpha-first-square-fill	2048	exact	0	B01_VANILLA_SAMPLE	Measured	"[""65.95%"",""0.19973529875278473"",""0.10818812251091003"",""40%""]"				public components().map(repr)
P009	regression-linear-oklab-alpha-first-square-fill	2048	exact	0	B02_CRYSTALLINE_SAMPLE	Measured	"[""65.95%"",""0.19973529875278473"",""0.10818812251091003"",""40%""]"	0			public components().map(repr)
P009	regression-linear-oklab-alpha-first-square-fill	2048	exact	0	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P009	regression-linear-oklab-alpha-first-square-fill	2048	exact	0	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P009	regression-linear-oklab-alpha-first-square-fill	2048	exact	0	B05_U8_QUANTIZATION	Measured-output-only	[1.0,0.2549019607843137,0.21176470588235294,0.4]			#ff4136|0.4;#ff4136|0.4;u=0	interpolation of emitted quantized endpoints
P009	regression-linear-oklab-alpha-first-square-fill	2048	exact	0	B06_CSS_SERIALIZATION	Measured-output-only	[1.0,0.2549019607843137,0.21176470588235294,0.4]			#ff4136|0.4;#ff4136|0.4;u=0	#ff4136|0.4;#ff4136|0.4;u=0
P009	regression-linear-oklab-alpha-first-square-fill	2048	exact	0	B07_CSS_REPARSE	Measured-output-only	[1.0,0.2549019607843137,0.21176470588235294,0.4]			#ff4136|0.4;#ff4136|0.4;u=0	#RRGGBB/#RRGGBBAA output parser
P009	regression-linear-oklab-alpha-first-square-fill	2048	plus	9.9999999999999995e-08	B01_VANILLA_SAMPLE	Measured	"[""65.95%"",""0.19973519444465637"",""0.10818812996149063"",""40%""]"				public components().map(repr)
P009	regression-linear-oklab-alpha-first-square-fill	2048	plus	9.9999999999999995e-08	B02_CRYSTALLINE_SAMPLE	Measured	"[""65.95%"",""0.19973519444465637"",""0.10818812996149063"",""40%""]"	0			public components().map(repr)
P009	regression-linear-oklab-alpha-first-square-fill	2048	plus	9.9999999999999995e-08	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P009	regression-linear-oklab-alpha-first-square-fill	2048	plus	9.9999999999999995e-08	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P009	regression-linear-oklab-alpha-first-square-fill	2048	plus	9.9999999999999995e-08	B05_U8_QUANTIZATION	Measured-output-only	[0.9999998812930578,0.254902249072602,0.21176472284048756,0.4000001695813449]			#ff4136|0.4;#f85237|0.439215686;u=4.3243243243243238e-06	interpolation of emitted quantized endpoints
P009	regression-linear-oklab-alpha-first-square-fill	2048	plus	9.9999999999999995e-08	B06_CSS_SERIALIZATION	Measured-output-only	[0.9999998812930578,0.254902249072602,0.21176472284048756,0.4000001695813449]			#ff4136|0.4;#f85237|0.439215686;u=4.3243243243243238e-06	#ff4136|0.4;#f85237|0.439215686;u=4.3243243243243238e-06
P009	regression-linear-oklab-alpha-first-square-fill	2048	plus	9.9999999999999995e-08	B07_CSS_REPARSE	Measured-output-only	[0.9999998812930578,0.254902249072602,0.21176472284048756,0.4000001695813449]			#ff4136|0.4;#f85237|0.439215686;u=4.3243243243243238e-06	#RRGGBB/#RRGGBBAA output parser
P010	regression-linear-oklab-alpha-first-square-fill	4096	minus	0	B01_VANILLA_SAMPLE	Measured	"[""65.95%"",""0.19973529875278473"",""0.10818812251091003"",""40%""]"				public components().map(repr)
P010	regression-linear-oklab-alpha-first-square-fill	4096	minus	0	B02_CRYSTALLINE_SAMPLE	Measured	"[""65.95%"",""0.19973529875278473"",""0.10818812251091003"",""40%""]"	0			public components().map(repr)
P010	regression-linear-oklab-alpha-first-square-fill	4096	minus	0	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P010	regression-linear-oklab-alpha-first-square-fill	4096	minus	0	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P010	regression-linear-oklab-alpha-first-square-fill	4096	minus	0	B05_U8_QUANTIZATION	Measured-output-only	[1.0,0.2549019607843137,0.21176470588235294,0.4]			#ff4136|0.4;#ff4136|0.4;u=0	interpolation of emitted quantized endpoints
P010	regression-linear-oklab-alpha-first-square-fill	4096	minus	0	B06_CSS_SERIALIZATION	Measured-output-only	[1.0,0.2549019607843137,0.21176470588235294,0.4]			#ff4136|0.4;#ff4136|0.4;u=0	#ff4136|0.4;#ff4136|0.4;u=0
P010	regression-linear-oklab-alpha-first-square-fill	4096	minus	0	B07_CSS_REPARSE	Measured-output-only	[1.0,0.2549019607843137,0.21176470588235294,0.4]			#ff4136|0.4;#ff4136|0.4;u=0	#RRGGBB/#RRGGBBAA output parser
P010	regression-linear-oklab-alpha-first-square-fill	4096	exact	0	B01_VANILLA_SAMPLE	Measured	"[""65.95%"",""0.19973529875278473"",""0.10818812251091003"",""40%""]"				public components().map(repr)
P010	regression-linear-oklab-alpha-first-square-fill	4096	exact	0	B02_CRYSTALLINE_SAMPLE	Measured	"[""65.95%"",""0.19973529875278473"",""0.10818812251091003"",""40%""]"	0			public components().map(repr)
P010	regression-linear-oklab-alpha-first-square-fill	4096	exact	0	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P010	regression-linear-oklab-alpha-first-square-fill	4096	exact	0	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P010	regression-linear-oklab-alpha-first-square-fill	4096	exact	0	B05_U8_QUANTIZATION	Measured-output-only	[1.0,0.2549019607843137,0.21176470588235294,0.4]			#ff4136|0.4;#ff4136|0.4;u=0	interpolation of emitted quantized endpoints
P010	regression-linear-oklab-alpha-first-square-fill	4096	exact	0	B06_CSS_SERIALIZATION	Measured-output-only	[1.0,0.2549019607843137,0.21176470588235294,0.4]			#ff4136|0.4;#ff4136|0.4;u=0	#ff4136|0.4;#ff4136|0.4;u=0
P010	regression-linear-oklab-alpha-first-square-fill	4096	exact	0	B07_CSS_REPARSE	Measured-output-only	[1.0,0.2549019607843137,0.21176470588235294,0.4]			#ff4136|0.4;#ff4136|0.4;u=0	#RRGGBB/#RRGGBBAA output parser
P010	regression-linear-oklab-alpha-first-square-fill	4096	plus	9.9999999999999995e-08	B01_VANILLA_SAMPLE	Measured	"[""65.95%"",""0.19973519444465637"",""0.10818812996149063"",""40%""]"				public components().map(repr)
P010	regression-linear-oklab-alpha-first-square-fill	4096	plus	9.9999999999999995e-08	B02_CRYSTALLINE_SAMPLE	Measured	"[""65.95%"",""0.19973519444465637"",""0.10818812996149063"",""40%""]"	0			public components().map(repr)
P010	regression-linear-oklab-alpha-first-square-fill	4096	plus	9.9999999999999995e-08	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P010	regression-linear-oklab-alpha-first-square-fill	4096	plus	9.9999999999999995e-08	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P010	regression-linear-oklab-alpha-first-square-fill	4096	plus	9.9999999999999995e-08	B05_U8_QUANTIZATION	Measured-output-only	[0.9999998812930578,0.254902249072602,0.21176472284048756,0.4000001695813449]			#ff4136|0.4;#f85237|0.439215686;u=4.3243243243243238e-06	interpolation of emitted quantized endpoints
P010	regression-linear-oklab-alpha-first-square-fill	4096	plus	9.9999999999999995e-08	B06_CSS_SERIALIZATION	Measured-output-only	[0.9999998812930578,0.254902249072602,0.21176472284048756,0.4000001695813449]			#ff4136|0.4;#f85237|0.439215686;u=4.3243243243243238e-06	#ff4136|0.4;#f85237|0.439215686;u=4.3243243243243238e-06
P010	regression-linear-oklab-alpha-first-square-fill	4096	plus	9.9999999999999995e-08	B07_CSS_REPARSE	Measured-output-only	[0.9999998812930578,0.254902249072602,0.21176472284048756,0.4000001695813449]			#ff4136|0.4;#f85237|0.439215686;u=4.3243243243243238e-06	#RRGGBB/#RRGGBBAA output parser
P011	regression-linear-oklab-alpha-last-tall-fill	2048	minus	0.99999990000000005	B01_VANILLA_SAMPLE	Measured	"[""56.22%"",""-0.0497283861041069"",""-0.17016233503818512"",""40%""]"				public components().map(repr)
P011	regression-linear-oklab-alpha-last-tall-fill	2048	minus	0.99999990000000005	B02_CRYSTALLINE_SAMPLE	Measured	"[""56.22%"",""-0.0497283861041069"",""-0.17016233503818512"",""40%""]"	0			public components().map(repr)
P011	regression-linear-oklab-alpha-last-tall-fill	2048	minus	0.99999990000000005	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P011	regression-linear-oklab-alpha-last-tall-fill	2048	minus	0.99999990000000005	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P011	regression-linear-oklab-alpha-last-tall-fill	2048	minus	0.99999990000000005	B05_U8_QUANTIZATION	Measured-output-only	[0.0,0.4549020305010769,0.8509803224400996,0.4000000995953753]			#007bd2|0.439215686;#0074d9|0.4;u=0.99999746031791314	interpolation of emitted quantized endpoints
P011	regression-linear-oklab-alpha-last-tall-fill	2048	minus	0.99999990000000005	B06_CSS_SERIALIZATION	Measured-output-only	[0.0,0.4549020305010769,0.8509803224400996,0.4000000995953753]			#007bd2|0.439215686;#0074d9|0.4;u=0.99999746031791314	#007bd2|0.439215686;#0074d9|0.4;u=0.99999746031791314
P011	regression-linear-oklab-alpha-last-tall-fill	2048	minus	0.99999990000000005	B07_CSS_REPARSE	Measured-output-only	[0.0,0.4549020305010769,0.8509803224400996,0.4000000995953753]			#007bd2|0.439215686;#0074d9|0.4;u=0.99999746031791314	#RRGGBB/#RRGGBBAA output parser
P011	regression-linear-oklab-alpha-last-tall-fill	2048	exact	1	B01_VANILLA_SAMPLE	Measured	"[""56.22%"",""-0.04972836375236511"",""-0.1701623797416687"",""40%""]"				public components().map(repr)
P011	regression-linear-oklab-alpha-last-tall-fill	2048	exact	1	B02_CRYSTALLINE_SAMPLE	Measured	"[""56.22%"",""-0.04972836375236511"",""-0.1701623797416687"",""40%""]"	0			public components().map(repr)
P011	regression-linear-oklab-alpha-last-tall-fill	2048	exact	1	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P011	regression-linear-oklab-alpha-last-tall-fill	2048	exact	1	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P011	regression-linear-oklab-alpha-last-tall-fill	2048	exact	1	B05_U8_QUANTIZATION	Measured-output-only	[0.0,0.4549019607843137,0.8509803921568627,0.4]			#0074d9|0.4;#0074d9|0.4;u=0	interpolation of emitted quantized endpoints
P011	regression-linear-oklab-alpha-last-tall-fill	2048	exact	1	B06_CSS_SERIALIZATION	Measured-output-only	[0.0,0.4549019607843137,0.8509803921568627,0.4]			#0074d9|0.4;#0074d9|0.4;u=0	#0074d9|0.4;#0074d9|0.4;u=0
P011	regression-linear-oklab-alpha-last-tall-fill	2048	exact	1	B07_CSS_REPARSE	Measured-output-only	[0.0,0.4549019607843137,0.8509803921568627,0.4]			#0074d9|0.4;#0074d9|0.4;u=0	#RRGGBB/#RRGGBBAA output parser
P011	regression-linear-oklab-alpha-last-tall-fill	2048	plus	1	B01_VANILLA_SAMPLE	Measured	"[""56.22%"",""-0.04972836375236511"",""-0.1701623797416687"",""40%""]"				public components().map(repr)
P011	regression-linear-oklab-alpha-last-tall-fill	2048	plus	1	B02_CRYSTALLINE_SAMPLE	Measured	"[""56.22%"",""-0.04972836375236511"",""-0.1701623797416687"",""40%""]"	0			public components().map(repr)
P011	regression-linear-oklab-alpha-last-tall-fill	2048	plus	1	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P011	regression-linear-oklab-alpha-last-tall-fill	2048	plus	1	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P011	regression-linear-oklab-alpha-last-tall-fill	2048	plus	1	B05_U8_QUANTIZATION	Measured-output-only	[0.0,0.4549019607843137,0.8509803921568627,0.4]			#0074d9|0.4;#0074d9|0.4;u=0	interpolation of emitted quantized endpoints
P011	regression-linear-oklab-alpha-last-tall-fill	2048	plus	1	B06_CSS_SERIALIZATION	Measured-output-only	[0.0,0.4549019607843137,0.8509803921568627,0.4]			#0074d9|0.4;#0074d9|0.4;u=0	#0074d9|0.4;#0074d9|0.4;u=0
P011	regression-linear-oklab-alpha-last-tall-fill	2048	plus	1	B07_CSS_REPARSE	Measured-output-only	[0.0,0.4549019607843137,0.8509803921568627,0.4]			#0074d9|0.4;#0074d9|0.4;u=0	#RRGGBB/#RRGGBBAA output parser
P012	regression-linear-oklab-alpha-last-tall-fill	4096	minus	0.99999990000000005	B01_VANILLA_SAMPLE	Measured	"[""56.22%"",""-0.0497283861041069"",""-0.17016233503818512"",""40%""]"				public components().map(repr)
P012	regression-linear-oklab-alpha-last-tall-fill	4096	minus	0.99999990000000005	B02_CRYSTALLINE_SAMPLE	Measured	"[""56.22%"",""-0.0497283861041069"",""-0.17016233503818512"",""40%""]"	0			public components().map(repr)
P012	regression-linear-oklab-alpha-last-tall-fill	4096	minus	0.99999990000000005	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P012	regression-linear-oklab-alpha-last-tall-fill	4096	minus	0.99999990000000005	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P012	regression-linear-oklab-alpha-last-tall-fill	4096	minus	0.99999990000000005	B05_U8_QUANTIZATION	Measured-output-only	[0.0,0.4549020305010769,0.8509803224400996,0.4000000995953753]			#007bd2|0.439215686;#0074d9|0.4;u=0.99999746031791314	interpolation of emitted quantized endpoints
P012	regression-linear-oklab-alpha-last-tall-fill	4096	minus	0.99999990000000005	B06_CSS_SERIALIZATION	Measured-output-only	[0.0,0.4549020305010769,0.8509803224400996,0.4000000995953753]			#007bd2|0.439215686;#0074d9|0.4;u=0.99999746031791314	#007bd2|0.439215686;#0074d9|0.4;u=0.99999746031791314
P012	regression-linear-oklab-alpha-last-tall-fill	4096	minus	0.99999990000000005	B07_CSS_REPARSE	Measured-output-only	[0.0,0.4549020305010769,0.8509803224400996,0.4000000995953753]			#007bd2|0.439215686;#0074d9|0.4;u=0.99999746031791314	#RRGGBB/#RRGGBBAA output parser
P012	regression-linear-oklab-alpha-last-tall-fill	4096	exact	1	B01_VANILLA_SAMPLE	Measured	"[""56.22%"",""-0.04972836375236511"",""-0.1701623797416687"",""40%""]"				public components().map(repr)
P012	regression-linear-oklab-alpha-last-tall-fill	4096	exact	1	B02_CRYSTALLINE_SAMPLE	Measured	"[""56.22%"",""-0.04972836375236511"",""-0.1701623797416687"",""40%""]"	0			public components().map(repr)
P012	regression-linear-oklab-alpha-last-tall-fill	4096	exact	1	B03_TO_RGBA_F32	Unknown	null				public to-rgba unavailable
P012	regression-linear-oklab-alpha-last-tall-fill	4096	exact	1	B04_ADAPTIVE_METRIC	Unknown	null				pre-quantized encoded-sRGB tuple unavailable
P012	regression-linear-oklab-alpha-last-tall-fill	4096	exact	1	B05_U8_QUANTIZATION	Measured-output-only	[0.0,0.4549019607843137,0.8509803921568627,0.4]			#0074d9|0.4;#0074d9|0.4;u=0	interpolation of emitted quantized endpoints
P012	regression-linear-oklab-alpha-last-tall-fill	4096	exact	1	B06_CSS_SERIALIZATION	Measured-output-only	[0.0,0.4549019607843137,0.8509803921568627,0.4]			#0074d9|0.4;#0074d9|0.4;u=0	#0074d9|0.4;#0074d9|0.4;u=0
P012	regression-linear-oklab-alpha-last-tall-fill	4096	exact	1	B07_CSS_REPARSE	Measured-output-only	[0.0,0.4549019607843137,0.8509803921568627,0.4]			#0074d9|0.4;#0074d9|0.4;u=0	#RRGGBB/#RRGGBBAA output parser
P012	regression-linear-oklab-alpha-last-tall-fill	4096	plus	1	B01_VANILLA_SAMPLE	Measured	"[""56.22%"",""-0.04972836375236511"",""-0.1701623797416687"",""40%""]"				public components().map(repr)
