path	probe_id	profiles	runtime_class_by_profile	previous_class	transition	current_language_class	crystalline_owner_file_line	vanilla_source_file_line	owner_prompt	owner_prompt_sha256	consumer_unique	consumer_prompt_hash	language_observable	normative_intent	normative_evidence	causal_hypothesis	refutation	gate_class	universe	canonical_route	cohort_id	measurement_ref
html.details	path-html.details	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	UNCHANGED_RUNTIME_CLASS	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.details), repr(html.details)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Fresh public lookup and refreshed owner source constrain the missing member; absence is not implementation authorization.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	ADR0127_PUBLIC_CONTRACT_GATE_BEFORE_MATERIALIZATION	principal	html.details	missing-html.details	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.details
html.dfn	path-html.dfn	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.dfn), repr(html.dfn)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.dfn		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.dfn
html.dialog	path-html.dialog	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	UNCHANGED_RUNTIME_CLASS	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.dialog), repr(html.dialog)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Fresh public lookup and refreshed owner source constrain the missing member; absence is not implementation authorization.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	ADR0127_PUBLIC_CONTRACT_GATE_BEFORE_MATERIALIZATION	principal	html.dialog	missing-html.dialog	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.dialog
html.div	path-html.div	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.div), repr(html.div)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.div		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.div
html.dl	path-html.dl	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.dl), repr(html.dl)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.dl		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.dl
html.dt	path-html.dt	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.dt), repr(html.dt)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.dt		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.dt
html.elem	path-html.elem	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.elem), repr(html.elem)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.elem		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.elem
html.em	path-html.em	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.em), repr(html.em)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.em		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.em
html.embed	path-html.embed	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	UNCHANGED_RUNTIME_CLASS	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.embed), repr(html.embed)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Fresh public lookup and refreshed owner source constrain the missing member; absence is not implementation authorization.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	ADR0127_PUBLIC_CONTRACT_GATE_BEFORE_MATERIALIZATION	principal	html.embed	missing-html.embed	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.embed
html.fieldset	path-html.fieldset	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	UNCHANGED_RUNTIME_CLASS	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.fieldset), repr(html.fieldset)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Fresh public lookup and refreshed owner source constrain the missing member; absence is not implementation authorization.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	ADR0127_PUBLIC_CONTRACT_GATE_BEFORE_MATERIALIZATION	principal	html.fieldset	missing-html.fieldset	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.fieldset
html.figcaption	path-html.figcaption	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.figcaption), repr(html.figcaption)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.figcaption		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.figcaption
html.figure	path-html.figure	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.figure), repr(html.figure)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.figure		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.figure
html.footer	path-html.footer	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.footer), repr(html.footer)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.footer		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.footer
html.form	path-html.form	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	UNCHANGED_RUNTIME_CLASS	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.form), repr(html.form)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Fresh public lookup and refreshed owner source constrain the missing member; absence is not implementation authorization.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	ADR0127_PUBLIC_CONTRACT_GATE_BEFORE_MATERIALIZATION	principal	html.form	missing-html.form	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.form
html.frame	path-html.frame	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	UNCHANGED_RUNTIME_CLASS	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/lib.rs:137	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.frame), repr(html.frame)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Fresh public lookup and refreshed owner source constrain the missing member; absence is not implementation authorization.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	ADR0127_PUBLIC_CONTRACT_GATE_BEFORE_MATERIALIZATION	principal	html.frame	missing-html.frame	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.frame
html.h1	path-html.h1	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.h1), repr(html.h1)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.h1		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.h1
html.h2	path-html.h2	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.h2), repr(html.h2)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.h2		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.h2
html.h3	path-html.h3	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.h3), repr(html.h3)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.h3		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.h3
html.h4	path-html.h4	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.h4), repr(html.h4)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.h4		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.h4
html.h5	path-html.h5	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.h5), repr(html.h5)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.h5		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.h5
html.h6	path-html.h6	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.h6), repr(html.h6)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.h6		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.h6
html.head	path-html.head	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.head), repr(html.head)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.head		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.head
html.header	path-html.header	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.header), repr(html.header)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.header		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.header
html.hgroup	path-html.hgroup	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.hgroup), repr(html.hgroup)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.hgroup		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.hgroup
html.hr	path-html.hr	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	UNCHANGED_RUNTIME_CLASS	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.hr), repr(html.hr)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Fresh public lookup and refreshed owner source constrain the missing member; absence is not implementation authorization.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	ADR0127_PUBLIC_CONTRACT_GATE_BEFORE_MATERIALIZATION	principal	html.hr	missing-html.hr	00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.hr
html.html	path-html.html	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:31	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr((type(html.html), repr(html.html)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/html.md:1	Feature-gated typed HTML registry.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	html.html		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-html.html
