fixture_id	pair	seed	logical_stops	public_constructor_stops	operation	anti_alias	role	transform	box	source_sha256	expression_sha256
S14-linear-hsv	linear/hsv	S14	3	3	sharp	false	stroke	rotate37	wide	4c4efe14933e59f51db878c33aef758e29b59c98c6bf1894db5e5c264b5bb99d	55ead18c1240b08a35dab197519cff2c5df0f4ab5373b30a90b22f6985d6439a
S14-radial-hsv	radial/hsv	S14	3	3	sharp	false	stroke	rotate37	wide	8f304b4893d2497ea44fe5f477cb2e663ffa6c720775d451f6a9dbec772f3f8c	9192fca6bdb1284b7a4ad91b036f9c6b78d42337f75a9a90b57ada02d9714934
S14-linear-luma	linear/luma	S14	3	3	sharp	false	stroke	rotate37	wide	013b2bb4d5f51fb7f204a3dc84aeec92c963c99363ae71739fa07a05fd0fd4c0	300a79ddc5cc7566cb3f0b62bac4607ebfb70e626bd4146f36ef3aa11d9e8293
S14-radial-luma	radial/luma	S14	3	3	sharp	false	stroke	rotate37	wide	87165cded8adfe27bd6f070735e73d594019d40c187114ff49e32582bbfc3f7d	c56669bb7ca4820ec5d4ebc10e158696a9d9192e5e0fe59e69b7ef4c45636e3a
S15-linear-oklch	linear/oklch	S15	8	8	sharp	false	fill	reflect-y	tall	2962c69e8fba71f7eea622c2b4dabbb6d9a600b4bea3c42561f6ab49a683a6d3	dcb7c66bcf541934f6c1e8c12273c9efc2327f484471c0f90bbe914dd92c385b
S15-radial-oklch	radial/oklch	S15	8	8	sharp	false	fill	reflect-y	tall	87e41d77acf18dcbe177ed8a7bc3157c79c6b122150992c4a15e721495cdc7c6	7176281ee1683d900a79902db9beccc2f3e4a05af29aa34b1823cd8962805565
S15-linear-hsl	linear/hsl	S15	8	8	sharp	false	fill	reflect-y	tall	f82d8640c389e7054636990eb6aabe85fb44b1404cf10b5c82c4eb9644b9ef62	75e20bc7e21b2a171d94c56078e877318fbe32dc86242e28d416ee96e11bedb4
S15-radial-hsl	radial/hsl	S15	8	8	sharp	false	fill	reflect-y	tall	66ec3446938b4fffc383bd7cf71a11fc543179331b438da01c007fdf3258c5b3	0bb5685a4ce11d749c436da42be947d86959f3d48fda458a1dda445d3094524f
S15-linear-hsv	linear/hsv	S15	8	8	sharp	false	fill	reflect-y	tall	00fcaa0869d007b58a6feafb5f803f2d045e1b81cedcd3a08d3303fd6883d800	8186a610514ad73cd2aecc0826629e10d203ee06fbe1b4c3e033947c577133c3
S15-radial-hsv	radial/hsv	S15	8	8	sharp	false	fill	reflect-y	tall	67628572f2634c3e2e6ed8ee52f72076f9f0853469c3cc5a8f1caeb78076a98c	a3d3a7c8e6fa31bf53abd876c7194505a1ae2fec9e5afdaf769da9818984f0e6
S15-linear-luma	linear/luma	S15	8	8	sharp	false	fill	reflect-y	tall	9bb33c2488f3f0b49ba79bdd61272f3959db9a51983a50c20fa5f75599fbdb54	fd4add3d0fa75a1185b9806a1a0e49a6c3a3ff68d5596ec8aef8e3e9b448f50e
S15-radial-luma	radial/luma	S15	8	8	sharp	false	fill	reflect-y	tall	e1874d41f8f586db27548238c686ed5d3076d62148f819016c7ccc99ddf201c1	6982ed5ef0397548818916004a61aa38f53ff56d761beba11562be28414aa294
S16-linear-oklch	linear/oklch	S16	4	4	repeat-no-mirror	true	stroke	translate-5-9	square	39a76ef187283c0cf59464bf2af1f644a4b61cd880431f19cb066f50e98167ce	78cb079884142947c111db37315c341e9895aab1022180cf25b95d1f23c69d17
S16-radial-oklch	radial/oklch	S16	4	4	repeat-no-mirror	true	stroke	translate-5-9	square	90ff757d287f79de960ba401ea04bd113e5818d091324c45ac2c7ea4e79807bb	8b504f1c395ce721c5f5172de47dc99261b159389fbcd7c3f6e1f6e639b0e20a
S16-linear-hsl	linear/hsl	S16	4	4	repeat-no-mirror	true	stroke	translate-5-9	square	5e9ddc59c0c48e7974e947d65decd7217bfc3cd5a9596c8e1efc881ab5b22f7b	6a95c940bde472be3ddea4e48877eab02d4054f7f2bfb08b6f02f868765f58e3
S16-radial-hsl	radial/hsl	S16	4	4	repeat-no-mirror	true	stroke	translate-5-9	square	42f9edb8a467e67557993fd658aff3cb90d3dbd8972f7bbaf0f64309d632982d	3055d40e40f7c1a5ddbf409892c0e9dfba112c5abb682e6f811a0b4fe7351581
S16-linear-hsv	linear/hsv	S16	4	4	repeat-no-mirror	true	stroke	translate-5-9	square	ca0104cca34a033357a4abac16ac16a8058a4f7777209d3f522acb9aea884cf0	9a57cabdc5c9acf25045c230f43cc8f8ace6e8f898f404062aa446aebdc15044
S16-radial-hsv	radial/hsv	S16	4	4	repeat-no-mirror	true	stroke	translate-5-9	square	3bc40dd36dc944c831da7292dc770b2f0723920425125958f9e553ce3c9deca3	de009dfe2ab4687acefca64298d14726ee04e875f8eb975a33b30f3a32552e64
S16-linear-luma	linear/luma	S16	4	4	repeat-no-mirror	true	stroke	translate-5-9	square	a1d75341dd2ecb959602bc6677c482e335ff711c3fa10c07cec273fd1f66f676	2e0644906e644bb66a1f4dd0045dd211964d2172575defe1931dd82e63929dcb
S16-radial-luma	radial/luma	S16	4	4	repeat-no-mirror	true	stroke	translate-5-9	square	f82f65d22590028849939c2e57717fbd6b325edd4b49deab5e09298815852bea	20bcae612c50b00821a3a6c607367ecf39a5483d788f277dea10d9c2e24dab7f
S17-linear-oklch	linear/oklch	S17	4	4	repeat-mirror	true	fill	rotate180	wide	03e59c41fe75ff55241169b202ed3c885611d039e433228c9ee9c60fa63d3c01	60d779f141fd07211d1ed2cabef36511b88f6ae207dae58efe565454d2d80c42
S17-radial-oklch	radial/oklch	S17	4	4	repeat-mirror	true	fill	rotate180	wide	b47e43e7ea7f8ca5f0a91d2e44a5e89732bbea5f5526a63c743b684d16f0155e	578ea55451402da2ad4c878cc50ad363dbd647a94fce272f6629d3056b07a324
S17-linear-hsl	linear/hsl	S17	4	4	repeat-mirror	true	fill	rotate180	wide	8adedfc372674ad2329a883d06a3cd9560807d5ffce0ea27576e6bbc265b8580	2572048beeb69f061b4db528bb8cef3339fb5355f94e1d48cfbd0a615405aa53
S17-radial-hsl	radial/hsl	S17	4	4	repeat-mirror	true	fill	rotate180	wide	a7e4432c2705bcee3ba5613480814784dba3aaa8607767a0d824f9d34943d809	94ae4650d52a037aa87e6931c924ed9a60cfeb059ef2a8024e7c62bdbd95da62
S17-linear-hsv	linear/hsv	S17	4	4	repeat-mirror	true	fill	rotate180	wide	b2e1ac4ace72203bb1e242aa1b0dd4d3379bd0ee1367d28874c498fbee7562be	a07c452480acd09912ae79b492eb7847f14b5673c4bc2030d1968860a4d1e6cd
S17-radial-hsv	radial/hsv	S17	4	4	repeat-mirror	true	fill	rotate180	wide	207b43540c2f0cb934a58bc3fe560757fdb55ec97580111d9dcfebc74d625883	39f67e09de6eac36038fd9dc63877994403a3dea4f8e0c569bbed03d48f1f083
S17-linear-luma	linear/luma	S17	4	4	repeat-mirror	true	fill	rotate180	wide	af7e530c6198996814e979a02b1743e5bc5b07764a99e0213f1d25b869be73b7	c8480eef6d984127c5a538c121d980210be843b866b4657a6fe6c6f8e388c865
S17-radial-luma	radial/luma	S17	4	4	repeat-mirror	true	fill	rotate180	wide	759ce1e34f869c940c8accb6a53cedb4c3e3e93650730fa15b44118326e87de3	b08503c17ca3dbab79342533fed3b87fecc36d2cd6a3a49ab4582e5b89abe2d2
S18-linear-oklch	linear/oklch	S18	8	8	sharp-then-repeat	false	stroke	compose-skew-scale	tall	894788af4b4dbd5997a86fc909527a4807f74b0d965f304295d6ef9b2adaf933	713923e3dca74e5d56f610d1d0d29f008b25080c83d95ac0f6db930af5f72012
S18-radial-oklch	radial/oklch	S18	8	8	sharp-then-repeat	false	stroke	compose-skew-scale	tall	c0957ffc7daf015a739b9ea999f5d72ac03bd9f53bc8728acf4870f51eaa554b	dcbfbe65b7160385c92c1018f09bbd6e6a99128eceb65dc7fe91772bd0b6dfef
S18-linear-hsl	linear/hsl	S18	8	8	sharp-then-repeat	false	stroke	compose-skew-scale	tall	3e3e454acee203c14d4c15e8aa805e8d72382d30c437050da18429eb6a91a0d8	a963f8c2dd54566cbf3ee32d63fab99fee90a010523a08c0fe7e4d1f2e5d3523
S18-radial-hsl	radial/hsl	S18	8	8	sharp-then-repeat	false	stroke	compose-skew-scale	tall	269c33fb5c83f6020aca7a7e4e4036b6a5ce0540d7c4d9d03674f634f04bcdb1	e9bc78aaa90bb0a560bf5db8341a8aeeb64ed4fa91623620294e985fb23763a6
S18-linear-hsv	linear/hsv	S18	8	8	sharp-then-repeat	false	stroke	compose-skew-scale	tall	8ad7c158dbb21e4b8279d710fb8c3a18e60fdfea4fbbc30381134a1493ed3c91	2c3723474195f0d54f8632d70d5e1ef5b3ea9491c7e48989e9ba743c18d8ab1a
S18-radial-hsv	radial/hsv	S18	8	8	sharp-then-repeat	false	stroke	compose-skew-scale	tall	ff2006f300767d86a799b2d469a564bb23bf458060e9f38bfb2c167a02b962fd	242990e15fb52e9d4db6392ee20b48330fafc6078b5c019a2cceea59f5e927b5
S18-linear-luma	linear/luma	S18	8	8	sharp-then-repeat	false	stroke	compose-skew-scale	tall	6e82f78c17636338608a81030216ad5defd425008045d65214d4c018862672a0	3a98284fffb2775d30be2750bfa8a4d07411cdabd17c8271c1a17b07ec2de600
S18-radial-luma	radial/luma	S18	8	8	sharp-then-repeat	false	stroke	compose-skew-scale	tall	a7db4ff0b0fbd4ad345d8b531a9507ccfdebff49500d04de0174eadb6476e424	eab7d6c074bedee10ac171f12d3f020a0d3066d4a552eed7decd4120cf2c3b25
S19-linear-oklch	linear/oklch	S19	3	3	constructor	true	fill	scale-1e-4x1	near-zero-width	3c2090a52356d8716605c3f6829988b0cd45cd1d262238348c045ad4623b7bef	b97265c2e119afa63fd2a65264c5a36de8c3bbd16ceb38f4dac1c9dc8cb34840
S19-radial-oklch	radial/oklch	S19	3	3	constructor	true	fill	scale-1e-4x1	near-zero-width	34fcd60512de43c9d90727e7a51cf75a32c84ec1d66cc6156938d4fdedfe999f	8560518f2a16efd23a466e2dd5c3f141de76426f9fa89219aab6387d0a806db6
S19-linear-hsl	linear/hsl	S19	3	3	constructor	true	fill	scale-1e-4x1	near-zero-width	45b5ef19e86607ae771ae39f6131b8598ae0f7c66d54feb67c8c018188638191	f0f6285aa244bf3228e9b45fb4222a6b00707431ba74f420e56d431ac7537228
S19-radial-hsl	radial/hsl	S19	3	3	constructor	true	fill	scale-1e-4x1	near-zero-width	9f06f837caeeef01afcbbee8d97c28b3c158ae606609eba8b9b3d637b2ff11ac	60c6e9bb1a49e7c6395a002f2d0cbd02637b0d0b2d3b449a6082e5f0fae146c0
S19-linear-hsv	linear/hsv	S19	3	3	constructor	true	fill	scale-1e-4x1	near-zero-width	9e978d8eb8d9185512d8cc211bbcd35e7c96f8a136fa783ff73c909583f13658	a3a7ddd22b5516f084d0370513fb81eb175eb114226a05d39c31d8dae666d8f4
S19-radial-hsv	radial/hsv	S19	3	3	constructor	true	fill	scale-1e-4x1	near-zero-width	c2bfaf001c84b3c5333060113330175f6ab8bed1762fac40bca0f6860d1a380b	e7e251aac04cdd0eab009afc749597c22b65165e624dd182dc5c58f9a869202d
S19-linear-luma	linear/luma	S19	3	3	constructor	true	fill	scale-1e-4x1	near-zero-width	7fdfaf17ffd180d9ca3ec3918bff23e106dd6a0406deb68bc7f959d61260f71b	13678dc8f58ad298ce9dd238fa561d9c71288e47b12a8074d3e086c513682bfd
S19-radial-luma	radial/luma	S19	3	3	constructor	true	fill	scale-1e-4x1	near-zero-width	77eb5eb5411a1e1fa41be5948d2dfccf8638e7900f7afe571e033a156e40d928	3f0c89ebc20f37ef2920a0ec964f705eba81e8c913ff3cf21297fa6ad065449b
S20-linear-oklch	linear/oklch	S20	4	4	constructor	true	stroke	identity	zero-width	d96aabadafa4402fa4994df27e177e0d81806138bd162b4cfa077fe3255200b7	fc27ab1cb7324460b90b3a8249aab072219598fdd891961fe12ceaa3e6fdda19
S20-radial-oklch	radial/oklch	S20	4	4	constructor	true	stroke	identity	zero-width	c439f1f3a74b161549cff2e750abfc5409ad3e0887a9db4e5ef1c3f492d888f1	00298f690c8ba8bee673a570222c67de970024f91b3af7e95d141346b0e0b161
S20-linear-hsl	linear/hsl	S20	4	4	constructor	true	stroke	identity	zero-width	f3efb73c497a3b61fdab2bba38ea8071b60970e4565ebfbd51bf699f5fad3766	38094543698d6da87f5424721cbc3d5c876c13d2b46baefaa23690f7eb3f6fbb
S20-radial-hsl	radial/hsl	S20	4	4	constructor	true	stroke	identity	zero-width	87342bef28a2f8bbcc02a08949a1b285ec9d401d9952897d7e18e38b781b2cef	ec78e24e9c3d096748408ed5cf8f910caab6734b2b603ac57547ce82f3176883
S20-linear-hsv	linear/hsv	S20	4	4	constructor	true	stroke	identity	zero-width	d70c393e60c3b5d4b74c6771a30bf031db57872e7d07f7536c6712bea630f0e6	7c8659d5ebd7032d73249f7130289ef1d9c952a784de563e110dcd1268202611
S20-radial-hsv	radial/hsv	S20	4	4	constructor	true	stroke	identity	zero-width	249c0ce92466d1366614be975a282ce95dc43f810bc3835539f37cd3aeea76fe	2f0a23e3d3bc56501cbf934e779d32bb7796ec0cc2bcaf1aeb24eeac17c8ebe4
S20-linear-luma	linear/luma	S20	4	4	constructor	true	stroke	identity	zero-width	06b544a7f639e37c1e776b1b15053cdf8ad0e2e412a2fe7c18b6751c57f958b7	50fdab02e46719484592dcc73b53d93b2dc6190e4d31d6cc9a1fb5ffb699f2fe
S20-radial-luma	radial/luma	S20	4	4	constructor	true	stroke	identity	zero-width	1084a3a711932fd31e2117cb8060a3a42a532bdab1f8ebd81d37530dae5018b6	73f8fdac5b76f80d6e08c239c832e899be927beac244671a38b70eeaeaeecfd9
S21-linear-oklch	linear/oklch	S21	4	4	sharp	false	fill	identity	zero-height	1cd5450b1f619c40835b5ef7c76f12d9f3c3cf870e23f15eca64c40e74a72398	3dd96ddbbc525ce365cd66f8d0526a4ca4589d450d9e55180825f943a4bfa001
S21-radial-oklch	radial/oklch	S21	4	4	sharp	false	fill	identity	zero-height	092d8a707ab83decf385e569e5f757b2f802d07da250f2932c0e1bd637c1ef02	76e66c146c11d528c325719343a5d52f40dae0af73d1976d555c3adfe7f7fc5d
S21-linear-hsl	linear/hsl	S21	4	4	sharp	false	fill	identity	zero-height	45284ca920c27b7fe309e31e27a8dada54b413611f0d5ef137d6e66d45f3daf2	fd0742e0028c9ca39706aa247b7ac4eb137c16bd1d197235c28ec95a3d9d4de0
S21-radial-hsl	radial/hsl	S21	4	4	sharp	false	fill	identity	zero-height	3813b1d17112b7a214e358f9f07cf103a27c50d5422a925eb7fbe557e6ac59d2	bff9d499cf4ec4d1a00c4463e5879036593aa66ab800f085172a47cef8db17cd
S21-linear-hsv	linear/hsv	S21	4	4	sharp	false	fill	identity	zero-height	c64d2df770a69e41ec13427f60a7029db9339ba735f00bc4f4ea99780217eb01	3cfa43a15efb8aaaf3fca4d8792166f2066967d524ef053342aa75ca962e92f1
S21-radial-hsv	radial/hsv	S21	4	4	sharp	false	fill	identity	zero-height	498cda5c64d513283a0927ceb284214bbbc9e869204fb91ada8e2ed116b85343	76c0dd68c95c1af177144b34e991fec820e3d5df7ddfa9cbffee2be38f5281c7
S21-linear-luma	linear/luma	S21	4	4	sharp	false	fill	identity	zero-height	04c83a258d1f0d4357e61f72d328bd18ffbed1177717c5ac934ba0ba55e529ed	c449190d7bdbc7f33c154f1c98ba89317262c80f5a7db87bab519fd112967648
S21-radial-luma	radial/luma	S21	4	4	sharp	false	fill	identity	zero-height	74f9418ae9e6bb2f8a302081dcd353880023b9298973d846febf4a71a1e8edd6	0683ba1333ce5099f37ccfd0e05b11bbdc7dd554f98ac30a52148cddcd6a9940
S22-linear-oklch	linear/oklch	S22	16	16	constructor	true	stroke	compose-reflect-rotate	square	3a198fcb3f27f603737a68d9eb9abb70f39c120d817ee2911906eab206d9f431	b34965d635323f7ea27bdfcb5d8a875b0db524e00fde493eef6e1661e9666f6c
S22-radial-oklch	radial/oklch	S22	16	16	constructor	true	stroke	compose-reflect-rotate	square	6666bbc2b9db1c9d06ea794aab9b248338fc62d22c847c8cb6bf0d0ab52f2f42	7e169470bee249bbdfff2286685dc87fef365ce0410126f1cbc1e12257e20370
S22-linear-hsl	linear/hsl	S22	16	16	constructor	true	stroke	compose-reflect-rotate	square	23379f5c7d5252ac760ea7ab9247fe91bd0eb78918cbcd65e542037817b0f363	2dbf78381cbd2adb64cf22ec902c3f851a9d6640545926123a45c89dac39c7a9
S22-radial-hsl	radial/hsl	S22	16	16	constructor	true	stroke	compose-reflect-rotate	square	c119281478a035f1b973afeb5fab3a472211cb5030f9a3c7ef2f2b1ec0ff4ef1	61be7033f184e9a547f1729ae1a148e05cc931d8397167f209032670f3407e20
S22-linear-hsv	linear/hsv	S22	16	16	constructor	true	stroke	compose-reflect-rotate	square	9c9f357459cb71d11dd09c3998849ec010ea952cf1278e0ab7c584497b94d03d	f9d164c2a5774bb5a3f52349838d4a5c4cbffcb22bd9f430b2091fbac7d79a88
S22-radial-hsv	radial/hsv	S22	16	16	constructor	true	stroke	compose-reflect-rotate	square	187a5a5a1959c5dd8a23eb44138739ee4cf1020a89c6f8b6e294686066d87beb	779bd710306891fc57861c4fd66248d415cff040b814615c5ad7b0ec5d350c63
S22-linear-luma	linear/luma	S22	16	16	constructor	true	stroke	compose-reflect-rotate	square	c762218072f5cd50c4431ad3001c76c7f9c43b4613c886f098da25f1adc932a8	583419a709068a96276cece16ba18590895b8bef185a005f2a189ebbdefae77c
S22-radial-luma	radial/luma	S22	16	16	constructor	true	stroke	compose-reflect-rotate	square	09599feda076426e94b689afb42e29dd02287c1a4a9d2ef47a442455cd68c4ec	6bb97db7be7dd57b5cd3895fb34fafe0b3db8d986f9b8d44fe8a2b53bbbc9eda
S23-linear-oklch	linear/oklch	S23	32	32	repeat-mirror	true	fill	scale-4x-0.25	wide	4c139cf0b7160e09c158dbd30cce5cb939010c6822f40d30f9c0ad668532de4a	edee2523d7a2ae1f4e6acb1147f3b945259272be29c290540913e878a8e36f61
S23-radial-oklch	radial/oklch	S23	32	32	repeat-mirror	true	fill	scale-4x-0.25	wide	7fdc89ad27063868ea9ee5eaadd3a3d987550774f869e24be95cfd03f5313503	94c8b43e3ce276e5ff30b30aa330e59fd0033fc397517715e5f07bfcd30b10a5
S23-linear-hsl	linear/hsl	S23	32	32	repeat-mirror	true	fill	scale-4x-0.25	wide	bfcdc1bc0af66878fe09b50be181da39aef1c8ebf9b5b7956bc74c3151432d75	0d5e0c3d63029043865a4e5129602d6dbb3f68ef8b66419e7b7cebb3b2804591
S23-radial-hsl	radial/hsl	S23	32	32	repeat-mirror	true	fill	scale-4x-0.25	wide	0a172237c08919acc16fef50c4013e6909d9713d642f38f1df5d610e4bf660f2	a7049519441a76765e61baebdc390da6fd439aecf2b450f79b6d5413811fa7d1
S23-linear-hsv	linear/hsv	S23	32	32	repeat-mirror	true	fill	scale-4x-0.25	wide	723b1429f9f022ca18d8f49421a92598fdd9e57b80845762a5fe51f7f904135f	814a668a04cf799fdb59faf62b357096ce76e7be32dbf03dceb16707ad077881
S23-radial-hsv	radial/hsv	S23	32	32	repeat-mirror	true	fill	scale-4x-0.25	wide	3f85d79b09086a96ef3e6769032a40cc7fdfcd502266756e409a295a0f77e0f0	ebaebb8022d25cd27fe55acf135ec3d37b1620e6439b2055de99815e40864006
S23-linear-luma	linear/luma	S23	32	32	repeat-mirror	true	fill	scale-4x-0.25	wide	9a712cbc60e936f74254ea1d0400c943382c4c8ec851d89addf902a4b9e7f3a9	a9633dfa9b48728e9d8cfa182a85201107c251607ac133bef61d91599d6dc1d1
S23-radial-luma	radial/luma	S23	32	32	repeat-mirror	true	fill	scale-4x-0.25	wide	85ab42c8fec6f2040f294515e8f64442c9ee990fe3b73da05d456fa4bb4180e8	d4d5d91eafd7aad942baa1fe197c8e6caf18ee021b578ef718103fefa4a795fc
S24-linear-oklch	linear/oklch	S24	8	8	sharp-then-repeat	false	stroke	compose-translate-skew	tall	d351bc37ab38ce69038eda736536ae50372654d69f6366577307f034411b04ee	edd589a02333f440809d0d4cdf156449f27a542b2cedc6116c3540edc635d282
S24-radial-oklch	radial/oklch	S24	8	8	sharp-then-repeat	false	stroke	compose-translate-skew	tall	a0514463f17ecd2b2765eaae230ec4c9964b6cb78f388f45d8ca6e4afa3e9bef	88cda86f1da2945cdc8e087ed46318993ea79a675c09b313acc6d73e2ff31a6f
S24-linear-hsl	linear/hsl	S24	8	8	sharp-then-repeat	false	stroke	compose-translate-skew	tall	b44441b783bee250aba0e57c37aa287279393d4fe065800df940e7760d84d973	8fcb6ac21bd1a9b90e9ebea6ab6e6199fe3bc972860a198a4e695f3951a48fc2
S24-radial-hsl	radial/hsl	S24	8	8	sharp-then-repeat	false	stroke	compose-translate-skew	tall	f0e6bb5f75292cb9fad5f742824eded9aa488c7665531bf2b06ca848ae57424f	14e4fef0604c5c79ae885fdb8445002f78acecd4d5ed023bcce0e101dbfb657b
S24-linear-hsv	linear/hsv	S24	8	8	sharp-then-repeat	false	stroke	compose-translate-skew	tall	4914b224753c5b2b4124456ae08cd78256b5253c5a736bbc46624d6ab3bc2e0a	ca527e64645ed2bb1f4bedce52bc052207f04617ae4407d354446e3c4ee296ee
S24-radial-hsv	radial/hsv	S24	8	8	sharp-then-repeat	false	stroke	compose-translate-skew	tall	a89803b6cb06ca0f8ed2700172be5f51b91b28de9412ae35de0ea2f0d37976ef	336aa4b7dc023b3a92caafc2411e2ec3bd684dff0db3e9e7870065e9610de782
S24-linear-luma	linear/luma	S24	8	8	sharp-then-repeat	false	stroke	compose-translate-skew	tall	5b445d85d22cb07e368895866a4366c6ebc1b30a7782ff5464eec489d234b9a2	c5175d4b74735cec5562a18bf917fe6fdc7d350ec37a90bc81097cfceefc30eb
S24-radial-luma	radial/luma	S24	8	8	sharp-then-repeat	false	stroke	compose-translate-skew	tall	36dfc9417bcc9ae775aac86dc1f9a71f86774d865ef60b7e54a275056d4dbd5a	d66a9a6df660281d65ec6516ae812bd3959a9304549d6301b1419deb6df6d323
