probe_id	path	aliases	profiles	runtime_class_by_profile	language_projection_by_profile	current_language_class	owner_prompt	crystalline_owner_file_line	vanilla_source_file_line	language_observable	causal_hypothesis	refutation	gate_class	universe	cohort_id	measurement_ref
r2.with-json-encoder-override	r2.with-json-encoder-override		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				json.encode.with(pretty: false)((z: (1, 2), a: 3), pretty: true)	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-json-encoder-override
r2.with-json-invalid-first-occurrence	r2.with-json-invalid-first-occurrence		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				json.encode.with(pretty: "bad")((z: (1, 2), a: 3), pretty: true)	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-json-invalid-first-occurrence
r2.with-json-invalid-last-occurrence	r2.with-json-invalid-last-occurrence		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				json.encode.with(pretty: true)((z: (1, 2), a: 3), pretty: "bad")	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-json-invalid-last-occurrence
r2.with-json-encoder-with-identity	r2.with-json-encoder-with-identity		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				(repr(type(json.encode.with())), repr(json.encode.with()))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-json-encoder-with-identity
r2.with-toml-parent-invalid-named	r2.with-toml-parent-invalid-named		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				toml.with(nope: 9).encode((z: (1, 2), a: 3))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-toml-parent-invalid-named
r2.with-toml-parent-bound-positional-named	r2.with-toml-parent-bound-positional-named		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				toml.with(bytes("ignored"), nope: 9).encode((z: (1, 2), a: 3))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-toml-parent-bound-positional-named
r2.with-toml-encoder-bound-invalid-named	r2.with-toml-encoder-bound-invalid-named		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				toml.encode.with(nope: 9)((z: (1, 2), a: 3))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-toml-encoder-bound-invalid-named
r2.with-toml-encoder-override	r2.with-toml-encoder-override		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				toml.encode.with(pretty: false)((z: (1, 2), a: 3), pretty: true)	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-toml-encoder-override
r2.with-toml-invalid-first-occurrence	r2.with-toml-invalid-first-occurrence		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				toml.encode.with(pretty: "bad")((z: (1, 2), a: 3), pretty: true)	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-toml-invalid-first-occurrence
r2.with-toml-invalid-last-occurrence	r2.with-toml-invalid-last-occurrence		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				toml.encode.with(pretty: true)((z: (1, 2), a: 3), pretty: "bad")	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-toml-invalid-last-occurrence
r2.with-toml-encoder-with-identity	r2.with-toml-encoder-with-identity		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				(repr(type(toml.encode.with())), repr(toml.encode.with()))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-toml-encoder-with-identity
r2.with-yaml-parent-invalid-named	r2.with-yaml-parent-invalid-named		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				yaml.with(nope: 9).encode((z: (1, 2), a: 3))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-yaml-parent-invalid-named
r2.with-yaml-parent-bound-positional-named	r2.with-yaml-parent-bound-positional-named		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				yaml.with(bytes("ignored"), nope: 9).encode((z: (1, 2), a: 3))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-yaml-parent-bound-positional-named
r2.with-yaml-encoder-bound-invalid-named	r2.with-yaml-encoder-bound-invalid-named		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				yaml.encode.with(nope: 9)((z: (1, 2), a: 3))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-yaml-encoder-bound-invalid-named
r2.with-yaml-encoder-bound-pretty	r2.with-yaml-encoder-bound-pretty		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				yaml.encode.with(pretty: false)((z: (1, 2), a: 3))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-yaml-encoder-bound-pretty
r2.with-yaml-encoder-override	r2.with-yaml-encoder-override		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				yaml.encode.with(pretty: false)((z: (1, 2), a: 3), pretty: true)	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-yaml-encoder-override
r2.with-yaml-invalid-first-occurrence	r2.with-yaml-invalid-first-occurrence		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				yaml.encode.with(pretty: "bad")((z: (1, 2), a: 3), pretty: true)	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-yaml-invalid-first-occurrence
r2.with-yaml-invalid-last-occurrence	r2.with-yaml-invalid-last-occurrence		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				yaml.encode.with(pretty: true)((z: (1, 2), a: 3), pretty: "bad")	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-yaml-invalid-last-occurrence
r2.with-yaml-encoder-with-identity	r2.with-yaml-encoder-with-identity		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				(repr(type(yaml.encode.with())), repr(yaml.encode.with()))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-yaml-encoder-with-identity
r2.with-spread-arguments-f	r2.with-spread-arguments-f		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{   let make(which) = {     let a = arguments(nope: 1);     let b = arguments(nope: 1);     yaml.encode.with(..(if which { a } else { b }))   };   let f = make(true);   let g = make(false);   f((:)) }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-spread-arguments-f
r2.with-spread-arguments-g	r2.with-spread-arguments-g		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{   let make(which) = {     let a = arguments(nope: 1);     let b = arguments(nope: 1);     yaml.encode.with(..(if which { a } else { b }))   };   let f = make(true);   let g = make(false);   g((:)) }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-spread-arguments-g
r2.with-spread-closure-f	r2.with-spread-closure-f		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{   let make(which) = {     let a = ((..xs) => xs)(nope: 1);     let b = ((..xs) => xs)(nope: 1);     yaml.encode.with(..(if which { a } else { b }))   };   let f = make(true);   let g = make(false);   f((:)) }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-spread-closure-f
r2.with-spread-closure-g	r2.with-spread-closure-g		default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{   let make(which) = {     let a = ((..xs) => xs)(nope: 1);     let b = ((..xs) => xs)(nope: 1);     yaml.encode.with(..(if which { a } else { b }))   };   let f = make(true);   let g = make(false);   g((:)) }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r2.with-spread-closure-g
r4.args.constructor	r4.args.constructor		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(arguments(1, key: 2))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r4.args.constructor
r4.args.mixed-duplicates	r4.args.mixed-duplicates	r4.repr.Args	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r4.args.mixed-duplicates
r4.args.projections	r4.args.projections		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ let a = arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55); (repr(a.pos()), repr(a.named()), a.len(), a.at("z")) }	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r4.args.projections
r4.args.map-identity	r4.args.map-identity		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55).map(v => v))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r4.args.map-identity
r4.args.map-value	r4.args.map-value		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55).map(v => v + 1))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r4.args.map-value
r4.args.filter-all	r4.args.filter-all		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55).filter(v => true))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r4.args.filter-all
r4.args.filter-first-duplicate	r4.args.filter-first-duplicate		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55).filter(v => v != 11))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r4.args.filter-first-duplicate
r4.args.filter-last-duplicate	r4.args.filter-last-duplicate		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55).filter(v => v != 33))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r4.args.filter-last-duplicate
r4.args.filter-empty	r4.args.filter-empty		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55).filter(v => false))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r4.args.filter-empty
r4.args.map-static	r4.args.map-static		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(arguments.map(arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55), v => v + 1))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r4.args.map-static
r4.args.filter-static	r4.args.filter-static		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(arguments.filter(arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55), v => v != 11))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r4.args.filter-static
r4.args.sink-only	r4.args.sink-only		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(((..a) => a)(1, key: 2))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r4.args.sink-only
r4.args.sink-mixed	r4.args.sink-mixed		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(((..a) => a)(..arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55)))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r4.args.sink-mixed
r4.args.sink-consumed-named	r4.args.sink-consumed-named		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(((head, z: 0, ..rest) => rest)(..arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55)))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r4.args.sink-consumed-named
r4.args.sink-before-positional	closure.nonterminal-sink		default,html,a11y,html+a11y	default:DIFFERENT_VALUE;html:DIFFERENT_VALUE;a11y:DIFFERENT_VALUE;html+a11y:DIFFERENT_VALUE	default:Violated;html:Violated;a11y:Violated;html+a11y:Violated	OPEN_LANGUAGE_DIVERGENCE	00_nucleo/prompts/compiler/eval/closures.md;00_nucleo/prompts/entities/func.md	01_core/src/compiler/eval/closures.rs:70;01_core/src/compiler/eval/closures.rs:116	lab/typst-original/crates/typst-eval/src/call.rs:693	repr(((first, ..rest, last) => rest)(1, a: 2, 3, b: 4, 5))	All positional parameters are consumed before sink remainder, but source sink position is not retained. L0 explicitly preserves this separate debt. A repair requires distinguishing original sink position in closure data and all constructors; historical two-owner/risk claim cannot stand without complete constructor inventory.	Existing data already retains sink position and suffices without modifying public ClosureRepr or other construction owners.	ADR0127_PUBLIC_CARRIER_GATE_UNRESOLVED	supplement	closure-nonterminal-sink-binding	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r4.args.sink-before-positional
r4.args.sink-after-positional	r4.args.sink-after-positional		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(((first, last, ..rest) => rest)(1, a: 2, 3, b: 4, 5))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r4.args.sink-after-positional
r4.args.sink-default-absent	r4.args.sink-default-absent		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(((first, z: 99, ..rest) => rest)(1, a: 2, 3))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r4.args.sink-default-absent
r4.args.join-collision	r4.args.join-collision		default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(arguments(1, z: 11, a: 12) + arguments(z: 21, b: 22, 2))	Only this complete bilateral observation/projection is closed; historical expected preservation is independent.	Different same-source complete observation reopens the measured fragment.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#r4.args.join-collision
