probe_id	path	profile	previous_runtime_class	current_runtime_class	transition	fixture_comparable	universe	measurement_ref	previous_measurement_ref
p1309-path-emoji.basecap	emoji.basecap	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.basecap	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.basecap
p1309-path-emoji.basket	emoji.basket	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.basket	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.basket
p1309-path-emoji.basket	emoji.basket	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.basket	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.basket
p1309-path-emoji.basket	emoji.basket	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.basket	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.basket
p1309-path-emoji.basket	emoji.basket	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.basket	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.basket
p1309-path-emoji.basketball	emoji.basketball	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.basketball	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.basketball
p1309-path-emoji.basketball	emoji.basketball	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.basketball	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.basketball
p1309-path-emoji.basketball	emoji.basketball	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.basketball	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.basketball
p1309-path-emoji.basketball	emoji.basketball	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.basketball	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.basketball
p1309-path-emoji.bat	emoji.bat	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bat	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bat
p1309-path-emoji.bat	emoji.bat	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bat	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bat
p1309-path-emoji.bat	emoji.bat	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bat	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bat
p1309-path-emoji.bat	emoji.bat	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bat	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bat
p1309-path-emoji.bathtub	emoji.bathtub	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bathtub	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bathtub
p1309-path-emoji.bathtub	emoji.bathtub	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bathtub	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bathtub
p1309-path-emoji.bathtub	emoji.bathtub	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bathtub	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bathtub
p1309-path-emoji.bathtub	emoji.bathtub	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bathtub	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bathtub
p1309-path-emoji.battery	emoji.battery	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.battery	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.battery
p1309-path-emoji.battery	emoji.battery	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.battery	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.battery
p1309-path-emoji.battery	emoji.battery	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.battery	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.battery
p1309-path-emoji.battery	emoji.battery	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.battery	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.battery
p1309-path-emoji.beach	emoji.beach	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beach	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beach
p1309-path-emoji.beach	emoji.beach	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beach	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beach
p1309-path-emoji.beach	emoji.beach	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beach	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beach
p1309-path-emoji.beach	emoji.beach	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beach	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beach
p1309-path-emoji.beads	emoji.beads	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beads	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beads
p1309-path-emoji.beads	emoji.beads	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beads	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beads
p1309-path-emoji.beads	emoji.beads	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beads	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beads
p1309-path-emoji.beads	emoji.beads	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beads	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beads
p1309-path-emoji.beans	emoji.beans	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beans	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beans
p1309-path-emoji.beans	emoji.beans	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beans	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beans
p1309-path-emoji.beans	emoji.beans	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beans	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beans
p1309-path-emoji.beans	emoji.beans	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beans	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beans
p1309-path-emoji.bear	emoji.bear	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bear	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bear
p1309-path-emoji.bear	emoji.bear	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bear	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bear
p1309-path-emoji.bear	emoji.bear	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bear	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bear
p1309-path-emoji.bear	emoji.bear	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bear	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bear
p1309-path-emoji.beaver	emoji.beaver	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beaver	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beaver
p1309-path-emoji.beaver	emoji.beaver	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beaver	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beaver
p1309-path-emoji.beaver	emoji.beaver	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beaver	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beaver
p1309-path-emoji.beaver	emoji.beaver	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beaver	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beaver
p1309-path-emoji.bed	emoji.bed	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bed	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bed
p1309-path-emoji.bed	emoji.bed	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bed	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bed
p1309-path-emoji.bed	emoji.bed	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bed	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bed
p1309-path-emoji.bed	emoji.bed	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bed	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bed
p1309-path-emoji.bee	emoji.bee	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bee	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bee
p1309-path-emoji.bee	emoji.bee	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bee	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bee
p1309-path-emoji.bee	emoji.bee	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bee	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bee
p1309-path-emoji.bee	emoji.bee	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bee	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bee
p1309-path-emoji.beer	emoji.beer	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beer	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beer
p1309-path-emoji.beer	emoji.beer	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beer	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beer
p1309-path-emoji.beer	emoji.beer	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beer	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beer
p1309-path-emoji.beer	emoji.beer	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beer	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beer
p1309-path-emoji.beet	emoji.beet	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beet	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beet
p1309-path-emoji.beet	emoji.beet	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beet	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beet
p1309-path-emoji.beet	emoji.beet	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beet	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beet
p1309-path-emoji.beet	emoji.beet	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beet	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beet
p1309-path-emoji.beetle	emoji.beetle	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beetle	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beetle
p1309-path-emoji.beetle	emoji.beetle	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beetle	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beetle
p1309-path-emoji.beetle	emoji.beetle	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beetle	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beetle
p1309-path-emoji.beetle	emoji.beetle	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.beetle	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.beetle
p1309-path-emoji.bell	emoji.bell	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bell	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bell
p1309-path-emoji.bell	emoji.bell	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bell	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bell
p1309-path-emoji.bell	emoji.bell	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bell	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bell
p1309-path-emoji.bell	emoji.bell	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bell	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bell
p1309-path-emoji.bento	emoji.bento	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bento	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bento
p1309-path-emoji.bento	emoji.bento	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bento	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bento
p1309-path-emoji.bento	emoji.bento	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bento	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bento
p1309-path-emoji.bento	emoji.bento	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bento	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bento
p1309-path-emoji.bicyclist	emoji.bicyclist	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bicyclist	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bicyclist
p1309-path-emoji.bicyclist	emoji.bicyclist	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bicyclist	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bicyclist
p1309-path-emoji.bicyclist	emoji.bicyclist	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bicyclist	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bicyclist
p1309-path-emoji.bicyclist	emoji.bicyclist	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bicyclist	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bicyclist
p1309-path-emoji.bigfoot	emoji.bigfoot	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bigfoot	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bigfoot
p1309-path-emoji.bigfoot	emoji.bigfoot	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bigfoot	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bigfoot
p1309-path-emoji.bigfoot	emoji.bigfoot	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bigfoot	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bigfoot
p1309-path-emoji.bigfoot	emoji.bigfoot	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bigfoot	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bigfoot
p1309-path-emoji.bike	emoji.bike	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bike	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bike
p1309-path-emoji.bike	emoji.bike	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bike	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bike
p1309-path-emoji.bike	emoji.bike	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bike	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bike
p1309-path-emoji.bike	emoji.bike	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bike	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bike
p1309-path-emoji.bikini	emoji.bikini	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bikini	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bikini
p1309-path-emoji.bikini	emoji.bikini	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bikini	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bikini
p1309-path-emoji.bikini	emoji.bikini	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bikini	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bikini
p1309-path-emoji.bikini	emoji.bikini	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bikini	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bikini
p1309-path-emoji.billiards	emoji.billiards	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.billiards	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.billiards
p1309-path-emoji.billiards	emoji.billiards	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.billiards	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.billiards
p1309-path-emoji.billiards	emoji.billiards	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.billiards	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.billiards
p1309-path-emoji.billiards	emoji.billiards	html+a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.billiards	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.billiards
p1309-path-emoji.bin	emoji.bin	default	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bin	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bin
p1309-path-emoji.bin	emoji.bin	html	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bin	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bin
p1309-path-emoji.bin	emoji.bin	a11y	MATCH_VALUE	MATCH_VALUE	UNCHANGED_RUNTIME_CLASS	true	principal	00_nucleo/diagnosticos/p1322-matrix-normal.json#p1309-path-emoji.bin	00_nucleo/diagnosticos/p1309-matrix-normal.json#p1309-path-emoji.bin
