fixture_id	pair	interval	left	right	eligible	s_i	a_i	d_i	b_i	q_i	status
S10-radial-hsl	radial/hsl	1	0.16666666666666699	0.33333333333333298	true	4	2	5	4	9	Preserved
S10-radial-hsl	radial/hsl	2	0.33333333333333298	0.5	true	16	6	13	12	25	Preserved
S10-radial-hsl	radial/hsl	3	0.5	0.50000100000000003	true	1	0	1	0	1	Preserved
S10-radial-hsl	radial/hsl	4	0.50000100000000003	0.66666733333333295	true	2	1	3	2	5	Preserved
S10-radial-hsl	radial/hsl	5	0.66666733333333295	0.83333366666666708	true	4	2	5	4	9	Preserved
S10-radial-hsl	radial/hsl	6	0.83333366666666708	1	true	16	6	13	12	25	Preserved
S10-linear-hsv	linear/hsv	0	0	0.16666666666666699	true	2	1	3	2	5	Preserved
S10-linear-hsv	linear/hsv	1	0.16666666666666699	0.33333333333333298	true	4	2	5	4	9	Preserved
S10-linear-hsv	linear/hsv	2	0.33333333333333298	0.5	true	16	6	13	12	25	Preserved
S10-linear-hsv	linear/hsv	3	0.5	0.50000100000000003	true	1	0	1	0	1	Preserved
S10-linear-hsv	linear/hsv	4	0.50000100000000003	0.66666733333333295	true	2	1	3	2	5	Preserved
S10-linear-hsv	linear/hsv	5	0.66666733333333295	0.83333366666666708	true	4	2	5	4	9	Preserved
S10-linear-hsv	linear/hsv	6	0.83333366666666708	1	true	16	6	13	12	25	Preserved
S10-radial-hsv	radial/hsv	0	0	0.16666666666666699	true	2	1	3	2	5	Preserved
S10-radial-hsv	radial/hsv	1	0.16666666666666699	0.33333333333333298	true	4	2	5	4	9	Preserved
S10-radial-hsv	radial/hsv	2	0.33333333333333298	0.5	true	16	6	13	12	25	Preserved
S10-radial-hsv	radial/hsv	3	0.5	0.50000100000000003	true	1	0	1	0	1	Preserved
S10-radial-hsv	radial/hsv	4	0.50000100000000003	0.66666733333333295	true	2	1	3	2	5	Preserved
S10-radial-hsv	radial/hsv	5	0.66666733333333295	0.83333366666666708	true	4	2	5	4	9	Preserved
S10-radial-hsv	radial/hsv	6	0.83333366666666708	1	true	16	6	13	12	25	Preserved
S10-linear-luma	linear/luma	0	0	0.16666666666666699	true	1	0	1	0	1	Preserved
S10-linear-luma	linear/luma	1	0.16666666666666699	0.33333333333333298	true	1	0	1	0	1	Preserved
S10-linear-luma	linear/luma	2	0.33333333333333298	0.5	true	1	0	1	0	1	Preserved
S10-linear-luma	linear/luma	3	0.5	0.50000100000000003	true	1	0	1	0	1	Preserved
S10-linear-luma	linear/luma	4	0.50000100000000003	0.66666733333333295	true	1	0	1	0	1	Preserved
S10-linear-luma	linear/luma	5	0.66666733333333295	0.83333366666666708	true	1	0	1	0	1	Preserved
S10-linear-luma	linear/luma	6	0.83333366666666708	1	true	1	0	1	0	1	Preserved
S10-radial-luma	radial/luma	0	0	0.16666666666666699	true	1	0	1	0	1	Preserved
S10-radial-luma	radial/luma	1	0.16666666666666699	0.33333333333333298	true	1	0	1	0	1	Preserved
S10-radial-luma	radial/luma	2	0.33333333333333298	0.5	true	1	0	1	0	1	Preserved
S10-radial-luma	radial/luma	3	0.5	0.50000100000000003	true	1	0	1	0	1	Preserved
S10-radial-luma	radial/luma	4	0.50000100000000003	0.66666733333333295	true	1	0	1	0	1	Preserved
S10-radial-luma	radial/luma	5	0.66666733333333295	0.83333366666666708	true	1	0	1	0	1	Preserved
S10-radial-luma	radial/luma	6	0.83333366666666708	1	true	1	0	1	0	1	Preserved
S11-linear-oklch	linear/oklch	0	0	0.066666666666666666	true	64	28	57	56	113	Preserved
S11-linear-oklch	linear/oklch	1	0.066666666666666666	0.13333333333333333	true	64	19	39	38	77	Preserved
S11-linear-oklch	linear/oklch	2	0.13333333333333333	0.20000000000000001	true	64	34	69	68	137	Preserved
S11-linear-oklch	linear/oklch	3	0.20000000000000001	0.26666666666666666	true	64	13	27	26	53	Preserved
S11-linear-oklch	linear/oklch	4	0.26666666666666666	0.33333333333333331	true	64	28	57	56	113	Preserved
S11-linear-oklch	linear/oklch	5	0.33333333333333331	0.40000000000000002	true	64	19	39	38	77	Preserved
S11-linear-oklch	linear/oklch	6	0.40000000000000002	0.46666666666666667	true	64	34	69	68	137	Preserved
S11-linear-oklch	linear/oklch	7	0.46666666666666667	0.53333333333333333	true	64	13	27	26	53	Preserved
S11-linear-oklch	linear/oklch	8	0.53333333333333333	0.59999999999999998	true	64	28	57	56	113	Preserved
S11-linear-oklch	linear/oklch	9	0.59999999999999998	0.66666666666666663	true	64	19	39	38	77	Preserved
S11-linear-oklch	linear/oklch	10	0.66666666666666663	0.73333333333333328	true	64	34	69	68	137	Preserved
S11-linear-oklch	linear/oklch	11	0.73333333333333328	0.80000000000000004	true	64	13	27	26	53	Preserved
S11-linear-oklch	linear/oklch	12	0.80000000000000004	0.8666666666666667	true	64	28	57	56	113	Preserved
S11-linear-oklch	linear/oklch	13	0.8666666666666667	0.93333333333333335	true	64	19	39	38	77	Preserved
S11-linear-oklch	linear/oklch	14	0.93333333333333335	1	true	64	34	69	68	137	Preserved
S11-radial-oklch	radial/oklch	0	0	0.066666666666666666	true	64	28	57	56	113	Preserved
S11-radial-oklch	radial/oklch	1	0.066666666666666666	0.13333333333333333	true	64	19	39	38	77	Preserved
S11-radial-oklch	radial/oklch	2	0.13333333333333333	0.20000000000000001	true	64	34	69	68	137	Preserved
S11-radial-oklch	radial/oklch	3	0.20000000000000001	0.26666666666666666	true	64	13	27	26	53	Preserved
S11-radial-oklch	radial/oklch	4	0.26666666666666666	0.33333333333333331	true	64	28	57	56	113	Preserved
S11-radial-oklch	radial/oklch	5	0.33333333333333331	0.40000000000000002	true	64	19	39	38	77	Preserved
S11-radial-oklch	radial/oklch	6	0.40000000000000002	0.46666666666666667	true	64	34	69	68	137	Preserved
S11-radial-oklch	radial/oklch	7	0.46666666666666667	0.53333333333333333	true	64	13	27	26	53	Preserved
S11-radial-oklch	radial/oklch	8	0.53333333333333333	0.59999999999999998	true	64	28	57	56	113	Preserved
S11-radial-oklch	radial/oklch	9	0.59999999999999998	0.66666666666666663	true	64	19	39	38	77	Preserved
S11-radial-oklch	radial/oklch	10	0.66666666666666663	0.73333333333333328	true	64	34	69	68	137	Preserved
S11-radial-oklch	radial/oklch	11	0.73333333333333328	0.80000000000000004	true	64	13	27	26	53	Preserved
S11-radial-oklch	radial/oklch	12	0.80000000000000004	0.8666666666666667	true	64	28	57	56	113	Preserved
S11-radial-oklch	radial/oklch	13	0.8666666666666667	0.93333333333333335	true	64	19	39	38	77	Preserved
S11-radial-oklch	radial/oklch	14	0.93333333333333335	1	true	64	34	69	68	137	Preserved
S11-linear-hsl	linear/hsl	0	0	0.066666666666666666	true	64	18	37	36	73	Preserved
S11-linear-hsl	linear/hsl	1	0.066666666666666666	0.13333333333333333	true	32	16	33	32	65	Preserved
S11-linear-hsl	linear/hsl	2	0.13333333333333333	0.20000000000000001	true	64	20	41	40	81	Preserved
S11-linear-hsl	linear/hsl	3	0.20000000000000001	0.26666666666666666	true	8	7	15	14	29	Preserved
S11-linear-hsl	linear/hsl	4	0.26666666666666666	0.33333333333333331	true	64	18	37	36	73	Preserved
S11-linear-hsl	linear/hsl	5	0.33333333333333331	0.40000000000000002	true	32	16	33	32	65	Preserved
S11-linear-hsl	linear/hsl	6	0.40000000000000002	0.46666666666666667	true	64	20	41	40	81	Preserved
S11-linear-hsl	linear/hsl	7	0.46666666666666667	0.53333333333333333	true	8	7	15	14	29	Preserved
S11-linear-hsl	linear/hsl	8	0.53333333333333333	0.59999999999999998	true	64	18	37	36	73	Preserved
S11-linear-hsl	linear/hsl	9	0.59999999999999998	0.66666666666666663	true	32	16	33	32	65	Preserved
S11-linear-hsl	linear/hsl	10	0.66666666666666663	0.73333333333333328	true	64	20	41	40	81	Preserved
S11-linear-hsl	linear/hsl	11	0.73333333333333328	0.80000000000000004	true	8	7	15	14	29	Preserved
S11-linear-hsl	linear/hsl	12	0.80000000000000004	0.8666666666666667	true	64	18	37	36	73	Preserved
S11-linear-hsl	linear/hsl	13	0.8666666666666667	0.93333333333333335	true	32	16	33	32	65	Preserved
S11-linear-hsl	linear/hsl	14	0.93333333333333335	1	true	64	20	41	40	81	Preserved
S11-radial-hsl	radial/hsl	0	0	0.066666666666666666	true	64	18	37	36	73	Preserved
S11-radial-hsl	radial/hsl	1	0.066666666666666666	0.13333333333333333	true	32	16	33	32	65	Preserved
S11-radial-hsl	radial/hsl	2	0.13333333333333333	0.20000000000000001	true	64	20	41	40	81	Preserved
S11-radial-hsl	radial/hsl	3	0.20000000000000001	0.26666666666666666	true	8	7	15	14	29	Preserved
S11-radial-hsl	radial/hsl	4	0.26666666666666666	0.33333333333333331	true	64	18	37	36	73	Preserved
S11-radial-hsl	radial/hsl	5	0.33333333333333331	0.40000000000000002	true	32	16	33	32	65	Preserved
S11-radial-hsl	radial/hsl	6	0.40000000000000002	0.46666666666666667	true	64	20	41	40	81	Preserved
S11-radial-hsl	radial/hsl	7	0.46666666666666667	0.53333333333333333	true	8	7	15	14	29	Preserved
S11-radial-hsl	radial/hsl	8	0.53333333333333333	0.59999999999999998	true	64	18	37	36	73	Preserved
S11-radial-hsl	radial/hsl	9	0.59999999999999998	0.66666666666666663	true	32	16	33	32	65	Preserved
S11-radial-hsl	radial/hsl	10	0.66666666666666663	0.73333333333333328	true	64	20	41	40	81	Preserved
S11-radial-hsl	radial/hsl	11	0.73333333333333328	0.80000000000000004	true	8	7	15	14	29	Preserved
S11-radial-hsl	radial/hsl	12	0.80000000000000004	0.8666666666666667	true	64	18	37	36	73	Preserved
S11-radial-hsl	radial/hsl	13	0.8666666666666667	0.93333333333333335	true	32	16	33	32	65	Preserved
S11-radial-hsl	radial/hsl	14	0.93333333333333335	1	true	64	20	41	40	81	Preserved
S11-linear-hsv	linear/hsv	0	0	0.066666666666666666	true	64	19	39	38	77	Preserved
S11-linear-hsv	linear/hsv	1	0.066666666666666666	0.13333333333333333	true	32	16	33	32	65	Preserved
S11-linear-hsv	linear/hsv	2	0.13333333333333333	0.20000000000000001	true	64	20	41	40	81	Preserved
S11-linear-hsv	linear/hsv	3	0.20000000000000001	0.26666666666666666	true	8	7	15	14	29	Preserved
S11-linear-hsv	linear/hsv	4	0.26666666666666666	0.33333333333333331	true	64	19	39	38	77	Preserved
S11-linear-hsv	linear/hsv	5	0.33333333333333331	0.40000000000000002	true	32	16	33	32	65	Preserved
S11-linear-hsv	linear/hsv	6	0.40000000000000002	0.46666666666666667	true	64	20	41	40	81	Preserved
S11-linear-hsv	linear/hsv	7	0.46666666666666667	0.53333333333333333	true	8	7	15	14	29	Preserved
S11-linear-hsv	linear/hsv	8	0.53333333333333333	0.59999999999999998	true	64	19	39	38	77	Preserved
S11-linear-hsv	linear/hsv	9	0.59999999999999998	0.66666666666666663	true	32	16	33	32	65	Preserved
S11-linear-hsv	linear/hsv	10	0.66666666666666663	0.73333333333333328	true	64	20	41	40	81	Preserved
S11-linear-hsv	linear/hsv	11	0.73333333333333328	0.80000000000000004	true	8	7	15	14	29	Preserved
S11-linear-hsv	linear/hsv	12	0.80000000000000004	0.8666666666666667	true	64	19	39	38	77	Preserved
S11-linear-hsv	linear/hsv	13	0.8666666666666667	0.93333333333333335	true	32	16	33	32	65	Preserved
S11-linear-hsv	linear/hsv	14	0.93333333333333335	1	true	64	20	41	40	81	Preserved
S11-radial-hsv	radial/hsv	0	0	0.066666666666666666	true	64	19	39	38	77	Preserved
S11-radial-hsv	radial/hsv	1	0.066666666666666666	0.13333333333333333	true	32	16	33	32	65	Preserved
S11-radial-hsv	radial/hsv	2	0.13333333333333333	0.20000000000000001	true	64	20	41	40	81	Preserved
S11-radial-hsv	radial/hsv	3	0.20000000000000001	0.26666666666666666	true	8	7	15	14	29	Preserved
S11-radial-hsv	radial/hsv	4	0.26666666666666666	0.33333333333333331	true	64	19	39	38	77	Preserved
S11-radial-hsv	radial/hsv	5	0.33333333333333331	0.40000000000000002	true	32	16	33	32	65	Preserved
S11-radial-hsv	radial/hsv	6	0.40000000000000002	0.46666666666666667	true	64	20	41	40	81	Preserved
S11-radial-hsv	radial/hsv	7	0.46666666666666667	0.53333333333333333	true	8	7	15	14	29	Preserved
S11-radial-hsv	radial/hsv	8	0.53333333333333333	0.59999999999999998	true	64	19	39	38	77	Preserved
S11-radial-hsv	radial/hsv	9	0.59999999999999998	0.66666666666666663	true	32	16	33	32	65	Preserved
S11-radial-hsv	radial/hsv	10	0.66666666666666663	0.73333333333333328	true	64	20	41	40	81	Preserved
S11-radial-hsv	radial/hsv	11	0.73333333333333328	0.80000000000000004	true	8	7	15	14	29	Preserved
S11-radial-hsv	radial/hsv	12	0.80000000000000004	0.8666666666666667	true	64	19	39	38	77	Preserved
S11-radial-hsv	radial/hsv	13	0.8666666666666667	0.93333333333333335	true	32	16	33	32	65	Preserved
S11-radial-hsv	radial/hsv	14	0.93333333333333335	1	true	64	20	41	40	81	Preserved
S11-linear-luma	linear/luma	0	0	0.066666666666666666	true	1	0	1	0	1	Preserved
S11-linear-luma	linear/luma	1	0.066666666666666666	0.13333333333333333	true	1	0	1	0	1	Preserved
S11-linear-luma	linear/luma	2	0.13333333333333333	0.20000000000000001	true	1	0	1	0	1	Preserved
S11-linear-luma	linear/luma	3	0.20000000000000001	0.26666666666666666	true	1	0	1	0	1	Preserved
S11-linear-luma	linear/luma	4	0.26666666666666666	0.33333333333333331	true	1	0	1	0	1	Preserved
S11-linear-luma	linear/luma	5	0.33333333333333331	0.40000000000000002	true	1	0	1	0	1	Preserved
S11-linear-luma	linear/luma	6	0.40000000000000002	0.46666666666666667	true	1	0	1	0	1	Preserved
S11-linear-luma	linear/luma	7	0.46666666666666667	0.53333333333333333	true	1	0	1	0	1	Preserved
S11-linear-luma	linear/luma	8	0.53333333333333333	0.59999999999999998	true	1	0	1	0	1	Preserved
S11-linear-luma	linear/luma	9	0.59999999999999998	0.66666666666666663	true	1	0	1	0	1	Preserved
S11-linear-luma	linear/luma	10	0.66666666666666663	0.73333333333333328	true	1	0	1	0	1	Preserved
S11-linear-luma	linear/luma	11	0.73333333333333328	0.80000000000000004	true	1	0	1	0	1	Preserved
S11-linear-luma	linear/luma	12	0.80000000000000004	0.8666666666666667	true	1	0	1	0	1	Preserved
S11-linear-luma	linear/luma	13	0.8666666666666667	0.93333333333333335	true	1	0	1	0	1	Preserved
S11-linear-luma	linear/luma	14	0.93333333333333335	1	true	1	0	1	0	1	Preserved
S11-radial-luma	radial/luma	0	0	0.066666666666666666	true	1	0	1	0	1	Preserved
S11-radial-luma	radial/luma	1	0.066666666666666666	0.13333333333333333	true	1	0	1	0	1	Preserved
S11-radial-luma	radial/luma	2	0.13333333333333333	0.20000000000000001	true	1	0	1	0	1	Preserved
S11-radial-luma	radial/luma	3	0.20000000000000001	0.26666666666666666	true	1	0	1	0	1	Preserved
S11-radial-luma	radial/luma	4	0.26666666666666666	0.33333333333333331	true	1	0	1	0	1	Preserved
S11-radial-luma	radial/luma	5	0.33333333333333331	0.40000000000000002	true	1	0	1	0	1	Preserved
S11-radial-luma	radial/luma	6	0.40000000000000002	0.46666666666666667	true	1	0	1	0	1	Preserved
S11-radial-luma	radial/luma	7	0.46666666666666667	0.53333333333333333	true	1	0	1	0	1	Preserved
S11-radial-luma	radial/luma	8	0.53333333333333333	0.59999999999999998	true	1	0	1	0	1	Preserved
S11-radial-luma	radial/luma	9	0.59999999999999998	0.66666666666666663	true	1	0	1	0	1	Preserved
S11-radial-luma	radial/luma	10	0.66666666666666663	0.73333333333333328	true	1	0	1	0	1	Preserved
S11-radial-luma	radial/luma	11	0.73333333333333328	0.80000000000000004	true	1	0	1	0	1	Preserved
S11-radial-luma	radial/luma	12	0.80000000000000004	0.8666666666666667	true	1	0	1	0	1	Preserved
S11-radial-luma	radial/luma	13	0.8666666666666667	0.93333333333333335	true	1	0	1	0	1	Preserved
S11-radial-luma	radial/luma	14	0.93333333333333335	1	true	1	0	1	0	1	Preserved
S12-linear-oklch	linear/oklch	0	0	0.010989010989011	true	8	7	15	14	29	Preserved
S12-linear-oklch	linear/oklch	1	0.010989010989011	0.043956043956044001	true	16	9	19	18	37	Preserved
S12-linear-oklch	linear/oklch	2	0.043956043956044001	0.098901098901098911	true	4	3	7	6	13	Preserved
S12-linear-oklch	linear/oklch	3	0.098901098901098911	0.120879120879121	true	32	17	35	34	69	Preserved
S12-linear-oklch	linear/oklch	4	0.120879120879121	0.164835164835165	true	8	7	15	14	29	Preserved
S12-linear-oklch	linear/oklch	5	0.164835164835165	0.175824175824176	true	16	9	19	18	37	Preserved
S12-linear-oklch	linear/oklch	6	0.175824175824176	0.20879120879120902	true	4	3	7	6	13	Preserved
S12-linear-oklch	linear/oklch	7	0.20879120879120902	0.26373626373626402	true	32	17	35	34	69	Preserved
S12-linear-oklch	linear/oklch	8	0.26373626373626402	0.28571428571428603	true	8	7	15	14	29	Preserved
S12-linear-oklch	linear/oklch	9	0.28571428571428603	0.32967032967033	true	16	9	19	18	37	Preserved
S12-linear-oklch	linear/oklch	10	0.32967032967033	0.340659340659341	true	4	3	7	6	13	Preserved
S12-linear-oklch	linear/oklch	11	0.340659340659341	0.37362637362637402	true	32	17	35	34	69	Preserved
S12-linear-oklch	linear/oklch	12	0.37362637362637402	0.42857142857142899	true	8	7	15	14	29	Preserved
S12-linear-oklch	linear/oklch	13	0.42857142857142899	0.450549450549451	true	16	9	19	18	37	Preserved
S12-linear-oklch	linear/oklch	14	0.450549450549451	0.49450549450549502	true	4	3	7	6	13	Preserved
S12-linear-oklch	linear/oklch	15	0.49450549450549502	0.50549450549450503	true	32	17	35	34	69	Preserved
S12-linear-oklch	linear/oklch	16	0.50549450549450503	0.53846153846153799	true	8	7	15	14	29	Preserved
S12-linear-oklch	linear/oklch	17	0.53846153846153799	0.59340659340659296	true	16	9	19	18	37	Preserved
S12-linear-oklch	linear/oklch	18	0.59340659340659296	0.61538461538461497	true	4	3	7	6	13	Preserved
S12-linear-oklch	linear/oklch	19	0.61538461538461497	0.659340659340659	true	32	17	35	34	69	Preserved
S12-linear-oklch	linear/oklch	20	0.659340659340659	0.67032967032966995	true	8	7	15	14	29	Preserved
S12-linear-oklch	linear/oklch	21	0.67032967032966995	0.70329670329670291	true	16	9	19	18	37	Preserved
S12-linear-oklch	linear/oklch	22	0.70329670329670291	0.75824175824175799	true	4	3	7	6	13	Preserved
S12-linear-oklch	linear/oklch	23	0.75824175824175799	0.78021978021978	true	32	17	35	34	69	Preserved
S12-linear-oklch	linear/oklch	24	0.78021978021978	0.82417582417582391	true	8	7	15	14	29	Preserved
S12-linear-oklch	linear/oklch	25	0.82417582417582391	0.83516483516483508	true	16	9	19	18	37	Preserved
S12-linear-oklch	linear/oklch	26	0.83516483516483508	0.86813186813186805	true	4	3	7	6	13	Preserved
S12-linear-oklch	linear/oklch	27	0.86813186813186805	0.92307692307692302	true	32	17	35	34	69	Preserved
S12-linear-oklch	linear/oklch	28	0.92307692307692302	0.94505494505494492	true	8	7	15	14	29	Preserved
S12-linear-oklch	linear/oklch	29	0.94505494505494492	0.98901098901098905	true	16	9	19	18	37	Preserved
S12-linear-oklch	linear/oklch	30	0.98901098901098905	1	true	4	3	7	6	13	Preserved
S12-radial-oklch	radial/oklch	0	0	0.010989010989011	true	8	7	15	14	29	Preserved
S12-radial-oklch	radial/oklch	1	0.010989010989011	0.043956043956044001	true	16	9	19	18	37	Preserved
S12-radial-oklch	radial/oklch	2	0.043956043956044001	0.098901098901098911	true	4	3	7	6	13	Preserved
S12-radial-oklch	radial/oklch	3	0.098901098901098911	0.120879120879121	true	32	17	35	34	69	Preserved
S12-radial-oklch	radial/oklch	4	0.120879120879121	0.164835164835165	true	8	7	15	14	29	Preserved
S12-radial-oklch	radial/oklch	5	0.164835164835165	0.175824175824176	true	16	9	19	18	37	Preserved
S12-radial-oklch	radial/oklch	6	0.175824175824176	0.20879120879120902	true	4	3	7	6	13	Preserved
S12-radial-oklch	radial/oklch	7	0.20879120879120902	0.26373626373626402	true	32	17	35	34	69	Preserved
S12-radial-oklch	radial/oklch	8	0.26373626373626402	0.28571428571428603	true	8	7	15	14	29	Preserved
S12-radial-oklch	radial/oklch	9	0.28571428571428603	0.32967032967033	true	16	9	19	18	37	Preserved
S12-radial-oklch	radial/oklch	10	0.32967032967033	0.340659340659341	true	4	3	7	6	13	Preserved
S12-radial-oklch	radial/oklch	11	0.340659340659341	0.37362637362637402	true	32	17	35	34	69	Preserved
S12-radial-oklch	radial/oklch	12	0.37362637362637402	0.42857142857142899	true	8	7	15	14	29	Preserved
S12-radial-oklch	radial/oklch	13	0.42857142857142899	0.450549450549451	true	16	9	19	18	37	Preserved
S12-radial-oklch	radial/oklch	14	0.450549450549451	0.49450549450549502	true	4	3	7	6	13	Preserved
S12-radial-oklch	radial/oklch	15	0.49450549450549502	0.50549450549450503	true	32	17	35	34	69	Preserved
S12-radial-oklch	radial/oklch	16	0.50549450549450503	0.53846153846153799	true	8	7	15	14	29	Preserved
S12-radial-oklch	radial/oklch	17	0.53846153846153799	0.59340659340659296	true	16	9	19	18	37	Preserved
S12-radial-oklch	radial/oklch	18	0.59340659340659296	0.61538461538461497	true	4	3	7	6	13	Preserved
S12-radial-oklch	radial/oklch	19	0.61538461538461497	0.659340659340659	true	32	17	35	34	69	Preserved
S12-radial-oklch	radial/oklch	20	0.659340659340659	0.67032967032966995	true	8	7	15	14	29	Preserved
S12-radial-oklch	radial/oklch	21	0.67032967032966995	0.70329670329670291	true	16	9	19	18	37	Preserved
S12-radial-oklch	radial/oklch	22	0.70329670329670291	0.75824175824175799	true	4	3	7	6	13	Preserved
S12-radial-oklch	radial/oklch	23	0.75824175824175799	0.78021978021978	true	32	17	35	34	69	Preserved
S12-radial-oklch	radial/oklch	24	0.78021978021978	0.82417582417582391	true	8	7	15	14	29	Preserved
S12-radial-oklch	radial/oklch	25	0.82417582417582391	0.83516483516483508	true	16	9	19	18	37	Preserved
S12-radial-oklch	radial/oklch	26	0.83516483516483508	0.86813186813186805	true	4	3	7	6	13	Preserved
S12-radial-oklch	radial/oklch	27	0.86813186813186805	0.92307692307692302	true	32	17	35	34	69	Preserved
S12-radial-oklch	radial/oklch	28	0.92307692307692302	0.94505494505494492	true	8	7	15	14	29	Preserved
S12-radial-oklch	radial/oklch	29	0.94505494505494492	0.98901098901098905	true	16	9	19	18	37	Preserved
S12-radial-oklch	radial/oklch	30	0.98901098901098905	1	true	4	3	7	6	13	Preserved
S12-linear-hsl	linear/hsl	0	0	0.010989010989011	true	16	7	15	14	29	Preserved
S12-linear-hsl	linear/hsl	1	0.010989010989011	0.043956043956044001	true	64	18	37	36	73	Preserved
S12-linear-hsl	linear/hsl	2	0.043956043956044001	0.098901098901098911	true	2	1	3	2	5	Preserved
S12-linear-hsl	linear/hsl	3	0.098901098901098911	0.120879120879121	true	64	28	57	56	113	Preserved
S12-linear-hsl	linear/hsl	4	0.120879120879121	0.164835164835165	true	16	7	15	14	29	Preserved
S12-linear-hsl	linear/hsl	5	0.164835164835165	0.175824175824176	true	64	18	37	36	73	Preserved
S12-linear-hsl	linear/hsl	6	0.175824175824176	0.20879120879120902	true	2	1	3	2	5	Preserved
S12-linear-hsl	linear/hsl	7	0.20879120879120902	0.26373626373626402	true	64	28	57	56	113	Preserved
S12-linear-hsl	linear/hsl	8	0.26373626373626402	0.28571428571428603	true	16	7	15	14	29	Preserved
S12-linear-hsl	linear/hsl	9	0.28571428571428603	0.32967032967033	true	64	18	37	36	73	Preserved
S12-linear-hsl	linear/hsl	10	0.32967032967033	0.340659340659341	true	2	1	3	2	5	Preserved
S12-linear-hsl	linear/hsl	11	0.340659340659341	0.37362637362637402	true	64	28	57	56	113	Preserved
S12-linear-hsl	linear/hsl	12	0.37362637362637402	0.42857142857142899	true	16	7	15	14	29	Preserved
S12-linear-hsl	linear/hsl	13	0.42857142857142899	0.450549450549451	true	64	18	37	36	73	Preserved
S12-linear-hsl	linear/hsl	14	0.450549450549451	0.49450549450549502	true	2	1	3	2	5	Preserved
S12-linear-hsl	linear/hsl	15	0.49450549450549502	0.50549450549450503	true	64	28	57	56	113	Preserved
S12-linear-hsl	linear/hsl	16	0.50549450549450503	0.53846153846153799	true	16	7	15	14	29	Preserved
S12-linear-hsl	linear/hsl	17	0.53846153846153799	0.59340659340659296	true	64	18	37	36	73	Preserved
S12-linear-hsl	linear/hsl	18	0.59340659340659296	0.61538461538461497	true	2	1	3	2	5	Preserved
S12-linear-hsl	linear/hsl	19	0.61538461538461497	0.659340659340659	true	64	28	57	56	113	Preserved
S12-linear-hsl	linear/hsl	20	0.659340659340659	0.67032967032966995	true	16	7	15	14	29	Preserved
S12-linear-hsl	linear/hsl	21	0.67032967032966995	0.70329670329670291	true	64	18	37	36	73	Preserved
S12-linear-hsl	linear/hsl	22	0.70329670329670291	0.75824175824175799	true	2	1	3	2	5	Preserved
S12-linear-hsl	linear/hsl	23	0.75824175824175799	0.78021978021978	true	64	28	57	56	113	Preserved
S12-linear-hsl	linear/hsl	24	0.78021978021978	0.82417582417582391	true	16	7	15	14	29	Preserved
S12-linear-hsl	linear/hsl	25	0.82417582417582391	0.83516483516483508	true	64	18	37	36	73	Preserved
S12-linear-hsl	linear/hsl	26	0.83516483516483508	0.86813186813186805	true	2	1	3	2	5	Preserved
S12-linear-hsl	linear/hsl	27	0.86813186813186805	0.92307692307692302	true	64	28	57	56	113	Preserved
S12-linear-hsl	linear/hsl	28	0.92307692307692302	0.94505494505494492	true	16	7	15	14	29	Preserved
S12-linear-hsl	linear/hsl	29	0.94505494505494492	0.98901098901098905	true	64	18	37	36	73	Preserved
S12-linear-hsl	linear/hsl	30	0.98901098901098905	1	true	2	1	3	2	5	Preserved
S12-radial-hsl	radial/hsl	0	0	0.010989010989011	true	16	7	15	14	29	Preserved
S12-radial-hsl	radial/hsl	1	0.010989010989011	0.043956043956044001	true	64	18	37	36	73	Preserved
S12-radial-hsl	radial/hsl	2	0.043956043956044001	0.098901098901098911	true	2	1	3	2	5	Preserved
S12-radial-hsl	radial/hsl	3	0.098901098901098911	0.120879120879121	true	64	28	57	56	113	Preserved
S12-radial-hsl	radial/hsl	4	0.120879120879121	0.164835164835165	true	16	7	15	14	29	Preserved
S12-radial-hsl	radial/hsl	5	0.164835164835165	0.175824175824176	true	64	18	37	36	73	Preserved
S12-radial-hsl	radial/hsl	6	0.175824175824176	0.20879120879120902	true	2	1	3	2	5	Preserved
S12-radial-hsl	radial/hsl	7	0.20879120879120902	0.26373626373626402	true	64	28	57	56	113	Preserved
S12-radial-hsl	radial/hsl	8	0.26373626373626402	0.28571428571428603	true	16	7	15	14	29	Preserved
S12-radial-hsl	radial/hsl	9	0.28571428571428603	0.32967032967033	true	64	18	37	36	73	Preserved
S12-radial-hsl	radial/hsl	10	0.32967032967033	0.340659340659341	true	2	1	3	2	5	Preserved
S12-radial-hsl	radial/hsl	11	0.340659340659341	0.37362637362637402	true	64	28	57	56	113	Preserved
S12-radial-hsl	radial/hsl	12	0.37362637362637402	0.42857142857142899	true	16	7	15	14	29	Preserved
S12-radial-hsl	radial/hsl	13	0.42857142857142899	0.450549450549451	true	64	18	37	36	73	Preserved
S12-radial-hsl	radial/hsl	14	0.450549450549451	0.49450549450549502	true	2	1	3	2	5	Preserved
S12-radial-hsl	radial/hsl	15	0.49450549450549502	0.50549450549450503	true	64	28	57	56	113	Preserved
S12-radial-hsl	radial/hsl	16	0.50549450549450503	0.53846153846153799	true	16	7	15	14	29	Preserved
S12-radial-hsl	radial/hsl	17	0.53846153846153799	0.59340659340659296	true	64	18	37	36	73	Preserved
S12-radial-hsl	radial/hsl	18	0.59340659340659296	0.61538461538461497	true	2	1	3	2	5	Preserved
