+warning_id	code	file	line	message	owner_l0	classification	lot	status
W134	V16	01_core/src/compiler/stdlib/figure_image.rs	94	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/stdlib/figure_image.md	incerto	L5-V16-stdlib	OPEN
W135	V16	01_core/src/compiler/stdlib/foundations/color.rs	189	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/stdlib/foundations/color.md	incerto	L5-V16-stdlib	OPEN
W136	V16	01_core/src/compiler/stdlib/layout.rs	100	wildcard `_ =>` descarta informação com default neutro `0.0` em enum de domínio	00_nucleo/prompts/compiler/stdlib/layout.md	incerto	L5-V16-stdlib	OPEN
W137	V16	01_core/src/compiler/stdlib/layout.rs	208	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/stdlib/layout.md	incerto	L5-V16-stdlib	OPEN
W138	V16	01_core/src/compiler/stdlib/layout.rs	222	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/stdlib/layout.md	incerto	L5-V16-stdlib	OPEN
W139	V16	01_core/src/compiler/stdlib/layout.rs	236	wildcard `_ =>` descarta informação com default neutro `vec![]` em enum de domínio	00_nucleo/prompts/compiler/stdlib/layout.md	incerto	L5-V16-stdlib	OPEN
W140	V16	01_core/src/compiler/stdlib/layout.rs	847	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/stdlib/layout.md	incerto	L5-V16-stdlib	OPEN
W141	V16	01_core/src/compiler/stdlib/layout.rs	2383	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/stdlib/layout.md	incerto	L5-V16-stdlib	OPEN
W142	V16	01_core/src/compiler/stdlib/shapes.rs	58	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/stdlib/shapes.md	incerto	L5-V16-stdlib	OPEN
W143	V16	01_core/src/compiler/stdlib/shapes.rs	71	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/stdlib/shapes.md	incerto	L5-V16-stdlib	OPEN
W144	V16	01_core/src/compiler/stdlib/shapes.rs	299	wildcard `_ =>` descarta informação com default neutro `0.0` em enum de domínio	00_nucleo/prompts/compiler/stdlib/shapes.md	incerto	L5-V16-stdlib	OPEN
W145	V16	01_core/src/compiler/stdlib/shapes.rs	365	wildcard `_ =>` descarta informação com default neutro `0.0` em enum de domínio	00_nucleo/prompts/compiler/stdlib/shapes.md	incerto	L5-V16-stdlib	OPEN
W146	V16	01_core/src/compiler/stdlib/structural/bibliography.rs	334	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/stdlib/structural/bibliography.md	incerto	L5-V16-stdlib	OPEN
W147	V16	01_core/src/compiler/stdlib/transforms.rs	30	wildcard `_ =>` descarta informação com default neutro `0.0` em enum de domínio	00_nucleo/prompts/compiler/stdlib/transforms.md	incerto	L5-V16-stdlib	OPEN
W148	V16	01_core/src/compiler/stdlib/transforms.rs	202	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/compiler/stdlib/transforms.md	incerto	L5-V16-stdlib	OPEN
W149	V16	01_core/src/entities/ast/expr.rs	603	wildcard `_ =>` descarta informação com default neutro `return Option::None` em enum de domínio	00_nucleo/prompts/entities/ast/expr.md	incerto	L5-V16-entities	OPEN
W150	V16	01_core/src/entities/ast/expr.rs	693	wildcard `_ =>` descarta informação com default neutro `return Option::None` em enum de domínio	00_nucleo/prompts/entities/ast/expr.md	incerto	L5-V16-entities	OPEN
W151	V16	01_core/src/entities/ast/expr.rs	910	wildcard `_ =>` descarta informação com default neutro `vec![]` em enum de domínio	00_nucleo/prompts/entities/ast/expr.md	incerto	L5-V16-entities	OPEN
W152	V16	01_core/src/entities/color.rs	137	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/entities/color.md	incerto	L5-V16-entities	OPEN
W153	V16	01_core/src/entities/color.rs	679	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/entities/color.md	incerto	L5-V16-entities	OPEN
W154	V16	01_core/src/entities/content.rs	1286	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/entities/content.md	incerto	L5-V16-entities	OPEN
W155	V16	01_core/src/entities/content.rs	2989	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/entities/content.md	incerto	L5-V16-entities	OPEN
W156	V16	01_core/src/entities/content.rs	3364	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/entities/content.md	incerto	L5-V16-entities	OPEN
W157	V16	01_core/src/entities/content.rs	3432	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/entities/content.md	incerto	L5-V16-entities	OPEN
W158	V16	01_core/src/entities/content.rs	3702	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/entities/content.md	incerto	L5-V16-entities	OPEN
W159	V16	01_core/src/entities/font_variations.rs	98	wildcard `_ =>` ignora variantes silenciosamente com `continue` em enum de domínio	00_nucleo/prompts/entities/font_variations.md	incerto	L5-V16-entities	OPEN
W160	V16	01_core/src/entities/func.rs	364	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/entities/func.md	incerto	L5-V16-entities	OPEN
W161	V16	01_core/src/entities/layout_types.rs	1851	"wildcard `_ =>` descarta informação em enum de domínio com `{ debug_assert!(false, ""FrameItem não tratado: {:?}"", item); `"	00_nucleo/prompts/entities/layout_types.md	incerto	L5-V16-entities	OPEN
W162	V16	01_core/src/entities/math_style.rs	128	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/entities/math_style.md	incerto	L5-V16-entities	OPEN
W163	V16	01_core/src/entities/math_style.rs	203	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/entities/math_style.md	incerto	L5-V16-entities	OPEN
W164	V16	01_core/src/entities/math_style.rs	214	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/entities/math_style.md	incerto	L5-V16-entities	OPEN
W165	V16	01_core/src/entities/math_style.rs	248	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/entities/math_style.md	incerto	L5-V16-entities	OPEN
W166	V16	01_core/src/entities/operators.rs	27	wildcard `_ =>` descarta informação com default neutro `return None` em enum de domínio	00_nucleo/prompts/entities/operators.md	incerto	L5-V16-entities	OPEN
W167	V16	01_core/src/entities/operators.rs	95	wildcard `_ =>` descarta informação com default neutro `return None` em enum de domínio	00_nucleo/prompts/entities/operators.md	incerto	L5-V16-entities	OPEN
W168	V16	01_core/src/entities/state_update.rs	58	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/entities/state_update.md	incerto	L5-V16-entities	OPEN
W169	V16	01_core/src/entities/syntax_node.rs	199	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/entities/syntax-node.md	incerto	L5-V16-entities	OPEN
W170	V16	01_core/src/entities/value.rs	424	wildcard `_ =>` descarta informação com default neutro `true` em enum de domínio	00_nucleo/prompts/entities/value.md	incerto	L5-V16-entities	OPEN
W171	V16	01_core/src/entities/value.rs	449	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/entities/value.md	incerto	L5-V16-entities	OPEN
W172	V16	01_core/src/entities/value.rs	503	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/entities/value.md	incerto	L5-V16-entities	OPEN
W173	V16	01_core/src/entities/value.rs	524	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/entities/value.md	incerto	L5-V16-entities	OPEN
W174	V16	01_core/src/entities/value.rs	535	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/entities/value.md	incerto	L5-V16-entities	OPEN
W175	V16	01_core/src/entities/value.rs	546	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/entities/value.md	incerto	L5-V16-entities	OPEN
W176	V16	02_shell/src/cli.rs	740	"wildcard `_ =>` satura variantes futuras para `""value""` — exige exaustividade nominal"	00_nucleo/prompts/shell/cli.md	incerto	L5-V16-shell	OPEN
W177	V16	03_infra/src/export/builder.rs	2474	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/infra/export/builder.md	incerto	L5-V16-infra	OPEN
W178	V16	03_infra/src/export/html.rs	319	wildcard `_ =>` satura variantes futuras para `PROTECTED_SPACE` — exige exaustividade nominal	00_nucleo/prompts/infra/export/html.md	incerto	L5-V16-infra	OPEN
W179	V16	03_infra/src/export/html.rs	330	wildcard `_ =>` satura variantes futuras para `PROTECTED_SPACE` — exige exaustividade nominal	00_nucleo/prompts/infra/export/html.md	incerto	L5-V16-infra	OPEN
W180	V16	03_infra/src/export/html.rs	354	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/infra/export/html.md	incerto	L5-V16-infra	OPEN
W181	V16	03_infra/src/export/html.rs	418	wildcard `_ =>` descarta informação com default neutro `true` em enum de domínio	00_nucleo/prompts/infra/export/html.md	incerto	L5-V16-infra	OPEN
W182	V16	03_infra/src/export/stream.rs	162	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/infra/export/stream.md	incerto	L5-V16-infra	OPEN
W183	V16	03_infra/src/export/stream.rs	1598	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/infra/export/stream.md	incerto	L5-V16-infra	OPEN
W184	V16	03_infra/src/font_metrics.rs	342	wildcard `_ =>` descarta informação em enum de domínio com `default`	00_nucleo/prompts/infra/font_metrics.md	incerto	L5-V16-infra	OPEN
W185	V16	03_infra/src/font_metrics.rs	462	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/infra/font_metrics.md	incerto	L5-V16-infra	OPEN
W186	V16	03_infra/src/integration_tests.rs	3719	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/infra/integration_tests.md	mecanico	L4-V16-testes	OPEN
W187	V16	03_infra/src/integration_tests.rs	4567	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/infra/integration_tests.md	mecanico	L4-V16-testes	OPEN
W188	V16	03_infra/src/integration_tests.rs	4599	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/infra/integration_tests.md	mecanico	L4-V16-testes	OPEN
W189	V16	03_infra/src/integration_tests.rs	4995	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/infra/integration_tests.md	mecanico	L4-V16-testes	OPEN
W190	V16	03_infra/src/integration_tests.rs	5139	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/infra/integration_tests.md	mecanico	L4-V16-testes	OPEN
W191	V16	03_infra/src/integration_tests.rs	5218	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/infra/integration_tests.md	mecanico	L4-V16-testes	OPEN
W192	V16	03_infra/src/integration_tests.rs	5268	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/infra/integration_tests.md	mecanico	L4-V16-testes	OPEN
W193	V16	03_infra/src/pipeline.rs	389	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/infra/pipeline.md	incerto	L5-V16-infra	OPEN
W194	V16	03_infra/src/pipeline.rs	1336	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/infra/pipeline.md	incerto	L5-V16-infra	OPEN
W195	V16	03_infra/src/pipeline.rs	1641	wildcard `_ =>` ignora variantes silenciosamente com `{}` em enum de domínio	00_nucleo/prompts/infra/pipeline.md	incerto	L5-V16-infra	OPEN
W196	V16	03_infra/src/pipeline.rs	1654	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/infra/pipeline.md	incerto	L5-V16-infra	OPEN
W197	V16	03_infra/src/query_helpers.rs	234	wildcard `_ =>` descarta informação com default neutro `0` em enum de domínio	00_nucleo/prompts/infra/query-helpers.md	incerto	L5-V16-infra	OPEN
W198	V16	03_infra/src/query_helpers.rs	248	wildcard `_ =>` descarta informação com default neutro `0` em enum de domínio	00_nucleo/prompts/infra/query-helpers.md	incerto	L5-V16-infra	OPEN
W199	V16	03_infra/src/query_helpers.rs	262	wildcard `_ =>` descarta informação com default neutro `0` em enum de domínio	00_nucleo/prompts/infra/query-helpers.md	incerto	L5-V16-infra	OPEN
W200	V16	03_infra/src/shaper.rs	531	wildcard `_ =>` descarta informação com default neutro `None` em enum de domínio	00_nucleo/prompts/infra/shaper.md	incerto	L5-V16-infra	OPEN
W201	V16	03_infra/src/shaper.rs	2500	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/infra/shaper.md	incerto	L5-V16-infra	OPEN
W202	V16	03_infra/src/shaper.rs	2510	wildcard `_ =>` descarta informação com default neutro `false` em enum de domínio	00_nucleo/prompts/infra/shaper.md	incerto	L5-V16-infra	OPEN
