path	profiles	runtime_class	crystalline_registration_file_line	vanilla_source_file_line	canonical_route	owner_prompt	owner_prompt_hash_declared	owner_prompt_sha256	l0_claim	language_class	gate_class	inference	refutation	recommended_action
function.where	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/foundations/func.rs:Func::where_		00_nucleo/prompts/entities/func.md	c57c2de2	52b6f6e7ca7714027d4e3a883f6e5ae888a48e4a5c67e45651b63b86d9811908	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
function.with	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/foundations/func.rs:Func::with		00_nucleo/prompts/entities/func.md	c57c2de2	52b6f6e7ca7714027d4e3a883f6e5ae888a48e4a5c67e45651b63b86d9811908	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
grid_cell	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:2098	ABSENT in ratified public catalog	grid.cell	00_nucleo/prompts/compiler/stdlib/structural.md	08c5c5f3	81e66889454d8f397ab5eafbd4c6a5e0f8a27993e15d2f3c81d307e804ff3b12	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
grid_footer	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:2104	ABSENT in ratified public catalog	grid.footer	00_nucleo/prompts/compiler/stdlib/structural.md	08c5c5f3	81e66889454d8f397ab5eafbd4c6a5e0f8a27993e15d2f3c81d307e804ff3b12	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
grid_header	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:2100	ABSENT in ratified public catalog	grid.header	00_nucleo/prompts/compiler/stdlib/structural.md	08c5c5f3	81e66889454d8f397ab5eafbd4c6a5e0f8a27993e15d2f3c81d307e804ff3b12	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
hsl	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1653	ABSENT in ratified public catalog	color.hsl	00_nucleo/prompts/compiler/stdlib/color.md	dfc7912c	fecc619d1b336a6f8ca8c39c22a302babdec4daf22d3387ce97ce28e36d87dc3	L0 calls the constructor global; ratified vanilla exposes it only under color.*	L0_CONTRADICTION	ADR-0127_HUMAN_GATE_PUBLIC_REMOVAL	The bare path is leaked while the qualified route color.hsl remains bilateral.	A ratified vanilla run accepting the bare path, or failure of the qualified route, would refute this.	P1300: remeasure, edit color L0 first, show diff and stop for human confirmation.
hsv	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1654	ABSENT in ratified public catalog	color.hsv	00_nucleo/prompts/compiler/stdlib/color.md	dfc7912c	fecc619d1b336a6f8ca8c39c22a302babdec4daf22d3387ce97ce28e36d87dc3	L0 calls the constructor global; ratified vanilla exposes it only under color.*	L0_CONTRADICTION	ADR-0127_HUMAN_GATE_PUBLIC_REMOVAL	The bare path is leaked while the qualified route color.hsv remains bilateral.	A ratified vanilla run accepting the bare path, or failure of the qualified route, would refute this.	P1300: remeasure, edit color L0 first, show diff and stop for human confirmation.
html	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	01_core/src/compiler/eval/mod.rs:1638	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	bilateral feature gate: absent by default and present with html	EXPECTED_FEATURE_DISABLED	ADR-0127_NO_CHANGE	The same feature controls the path in both products.	A profile where only one product accepts the path would refute this.	Keep the symmetric feature gate; no P1300 change.
html.area	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.audio	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.base	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.blockquote	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.canvas	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.caption	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.colgroup	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.data	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.del	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.details	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.dialog	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.embed	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.fieldset	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.form	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.frame	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-html/src/lib.rs:FrameElem		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.hr	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.img	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.input	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.ins	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.label	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.link	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.map	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.meta	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.meter	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.object	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.optgroup	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.option	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.output	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.progress	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.q	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.script	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
html.slot	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
