path	probe_id	profiles	runtime_class_by_profile	previous_class	transition	current_language_class	crystalline_owner_file_line	vanilla_source_file_line	owner_prompt	owner_prompt_sha256	consumer_unique	consumer_prompt_hash	language_observable	normative_intent	normative_evidence	causal_hypothesis	refutation	gate_class	universe	canonical_route	cohort_id	historical_cohort_only	measurement_ref	extension_evidence_ref	parity_credit	three_orders_stable
calc.rem	path-calc.rem	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/calc.rs:1	lab/typst-original/crates/typst-library/src/foundations/calc.rs:17	00_nucleo/prompts/compiler/stdlib/calc.md	cb0f678f029de9a06781a177ed26baf158f573a3a5a90d9b7c85bf29693fefbf	01_core/src/compiler/stdlib/calc.rs	05736e49	repr((type(calc.rem), repr(calc.rem)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/calc.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	calc.rem		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-calc.rem			true
calc.rem-euclid	path-calc.rem-euclid	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/calc.rs:1	lab/typst-original/crates/typst-library/src/foundations/calc.rs:17	00_nucleo/prompts/compiler/stdlib/calc.md	cb0f678f029de9a06781a177ed26baf158f573a3a5a90d9b7c85bf29693fefbf	01_core/src/compiler/stdlib/calc.rs	05736e49	repr((type(calc.rem-euclid), repr(calc.rem-euclid)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/calc.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	calc.rem-euclid		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-calc.rem-euclid			true
calc.root	path-calc.root	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/calc.rs:1	lab/typst-original/crates/typst-library/src/foundations/calc.rs:17	00_nucleo/prompts/compiler/stdlib/calc.md	cb0f678f029de9a06781a177ed26baf158f573a3a5a90d9b7c85bf29693fefbf	01_core/src/compiler/stdlib/calc.rs	05736e49	repr((type(calc.root), repr(calc.root)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/calc.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	calc.root		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-calc.root			true
calc.round	path-calc.round	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/calc.rs:1	lab/typst-original/crates/typst-library/src/foundations/calc.rs:17	00_nucleo/prompts/compiler/stdlib/calc.md	cb0f678f029de9a06781a177ed26baf158f573a3a5a90d9b7c85bf29693fefbf	01_core/src/compiler/stdlib/calc.rs	05736e49	repr((type(calc.round), repr(calc.round)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/calc.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	calc.round		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-calc.round			true
calc.sin	path-calc.sin	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/calc.rs:1	lab/typst-original/crates/typst-library/src/foundations/calc.rs:17	00_nucleo/prompts/compiler/stdlib/calc.md	cb0f678f029de9a06781a177ed26baf158f573a3a5a90d9b7c85bf29693fefbf	01_core/src/compiler/stdlib/calc.rs	05736e49	repr((type(calc.sin), repr(calc.sin)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/calc.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	calc.sin		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-calc.sin			true
calc.sinh	path-calc.sinh	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/calc.rs:1	lab/typst-original/crates/typst-library/src/foundations/calc.rs:17	00_nucleo/prompts/compiler/stdlib/calc.md	cb0f678f029de9a06781a177ed26baf158f573a3a5a90d9b7c85bf29693fefbf	01_core/src/compiler/stdlib/calc.rs	05736e49	repr((type(calc.sinh), repr(calc.sinh)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/calc.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	calc.sinh		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-calc.sinh			true
calc.sqrt	path-calc.sqrt	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/calc.rs:1	lab/typst-original/crates/typst-library/src/foundations/calc.rs:17	00_nucleo/prompts/compiler/stdlib/calc.md	cb0f678f029de9a06781a177ed26baf158f573a3a5a90d9b7c85bf29693fefbf	01_core/src/compiler/stdlib/calc.rs	05736e49	repr((type(calc.sqrt), repr(calc.sqrt)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/calc.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	calc.sqrt		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-calc.sqrt			true
calc.tan	path-calc.tan	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/calc.rs:1	lab/typst-original/crates/typst-library/src/foundations/calc.rs:17	00_nucleo/prompts/compiler/stdlib/calc.md	cb0f678f029de9a06781a177ed26baf158f573a3a5a90d9b7c85bf29693fefbf	01_core/src/compiler/stdlib/calc.rs	05736e49	repr((type(calc.tan), repr(calc.tan)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/calc.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	calc.tan		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-calc.tan			true
calc.tanh	path-calc.tanh	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/calc.rs:1	lab/typst-original/crates/typst-library/src/foundations/calc.rs:17	00_nucleo/prompts/compiler/stdlib/calc.md	cb0f678f029de9a06781a177ed26baf158f573a3a5a90d9b7c85bf29693fefbf	01_core/src/compiler/stdlib/calc.rs	05736e49	repr((type(calc.tanh), repr(calc.tanh)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/calc.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	calc.tanh		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-calc.tanh			true
calc.trunc	path-calc.trunc	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/calc.rs:1	lab/typst-original/crates/typst-library/src/foundations/calc.rs:17	00_nucleo/prompts/compiler/stdlib/calc.md	cb0f678f029de9a06781a177ed26baf158f573a3a5a90d9b7c85bf29693fefbf	01_core/src/compiler/stdlib/calc.rs	05736e49	repr((type(calc.trunc), repr(calc.trunc)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/calc.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	calc.trunc		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-calc.trunc			true
cancel	path-cancel	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	DOCUMENTED_PRODUCT_EXTENSION	UNCHANGED_COMPLETE_CHANNELS	DOCUMENTED_PRODUCT_EXTENSION	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/lib.rs:374 (ausência na matriz pública)	00_nucleo/prompts/compiler/stdlib/structural/math.md	4c0fe0f10d5d673f5de36ce48ceef9871307b13d2d229dad0a458062f9cdc7fb	01_core/src/compiler/stdlib/structural/math.rs	e658276b	repr((type(cancel), repr(cancel)))	The current normative text deliberately retains this public global spelling. This is documentary intent, not evidence that implementation or behavior conforms.	00_nucleo/prompts/compiler/stdlib/structural.md:14;00_nucleo/prompts/compiler/stdlib/structural/math.md:57;00_nucleo/prompts/compiler/stdlib/structural.md:1024	Current path witnesses the stated runtime gap. Historical cohort is only a search pointer; discovery ownership does not establish a complete future implementation owner set.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	math.cancel		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-cancel	00_nucleo/diagnosticos/p1335-inventory-extension-evidence.json#cancel	false	true
cbor	path-cbor	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(cbor), repr(cbor)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	cbor		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-cbor			true
cbor.encode	path-cbor.encode	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(cbor.encode), repr(cbor.encode)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	cbor.encode		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-cbor.encode			true
circle	path-circle	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(circle), repr(circle)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	circle		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-circle			true
cite	path-cite	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(cite), repr(cite)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	cite		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-cite			true
cmyk	path-cmyk	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(cmyk), repr(cmyk)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	cmyk		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-cmyk			true
colbreak	path-colbreak	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(colbreak), repr(colbreak)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	colbreak		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-colbreak			true
color.aqua	path-color.aqua	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.aqua), repr(color.aqua)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.aqua		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.aqua			true
color.black	path-color.black	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.black), repr(color.black)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.black		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.black			true
color.blue	path-color.blue	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.blue), repr(color.blue)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.blue		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.blue			true
color.cmyk	path-color.cmyk	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.cmyk), repr(color.cmyk)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.cmyk		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.cmyk			true
color.components	path-color.components	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.components), repr(color.components)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.components		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.components			true
color.darken	path-color.darken	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.darken), repr(color.darken)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.darken		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.darken			true
color.desaturate	path-color.desaturate	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.desaturate), repr(color.desaturate)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.desaturate		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.desaturate			true
color.eastern	path-color.eastern	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(color.eastern), repr(color.eastern)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	color.eastern		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-color.eastern			true
