id	universe	path_or_case	classification	owner_candidate	status	evidence	note
surface:emoji.camping	surface-wide-provisional	emoji.camping	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.candle	surface-wide-provisional	emoji.candle	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.card	surface-wide-provisional	emoji.card	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.castle	surface-wide-provisional	emoji.castle	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.cat	surface-wide-provisional	emoji.cat	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.chains	surface-wide-provisional	emoji.chains	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.chart	surface-wide-provisional	emoji.chart	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.checkmark	surface-wide-provisional	emoji.checkmark	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.chess	surface-wide-provisional	emoji.chess	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.chipmunk	surface-wide-provisional	emoji.chipmunk	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.church	surface-wide-provisional	emoji.church	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.circle	surface-wide-provisional	emoji.circle	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.city	surface-wide-provisional	emoji.city	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.clamp	surface-wide-provisional	emoji.clamp	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.clapperboard	surface-wide-provisional	emoji.clapperboard	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.clipboard	surface-wide-provisional	emoji.clipboard	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.clips	surface-wide-provisional	emoji.clips	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.clock	surface-wide-provisional	emoji.clock	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.cloud	surface-wide-provisional	emoji.cloud	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.cocktail	surface-wide-provisional	emoji.cocktail	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.coffee	surface-wide-provisional	emoji.coffee	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.coffin	surface-wide-provisional	emoji.coffin	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.comet	surface-wide-provisional	emoji.comet	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.computer	surface-wide-provisional	emoji.computer	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.computermouse	surface-wide-provisional	emoji.computermouse	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.controller	surface-wide-provisional	emoji.controller	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.copyright	surface-wide-provisional	emoji.copyright	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.couch	surface-wide-provisional	emoji.couch	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.crane	surface-wide-provisional	emoji.crane	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.crayon	surface-wide-provisional	emoji.crayon	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.crossmark	surface-wide-provisional	emoji.crossmark	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.cup	surface-wide-provisional	emoji.cup	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.dancing	surface-wide-provisional	emoji.dancing	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.dash	surface-wide-provisional	emoji.dash	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.desert	surface-wide-provisional	emoji.desert	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.detective	surface-wide-provisional	emoji.detective	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.diamond	surface-wide-provisional	emoji.diamond	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.dino	surface-wide-provisional	emoji.dino	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.disc	surface-wide-provisional	emoji.disc	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.dog	surface-wide-provisional	emoji.dog	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.dove	surface-wide-provisional	emoji.dove	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.ear	surface-wide-provisional	emoji.ear	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.eighteen	surface-wide-provisional	emoji.eighteen	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.excl	surface-wide-provisional	emoji.excl	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.eye	surface-wide-provisional	emoji.eye	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.factory	surface-wide-provisional	emoji.factory	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.faith	surface-wide-provisional	emoji.faith	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.family	surface-wide-provisional	emoji.family	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.feeding	surface-wide-provisional	emoji.feeding	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.fightcloud	surface-wide-provisional	emoji.fightcloud	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.filebox	surface-wide-provisional	emoji.filebox	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.filedividers	surface-wide-provisional	emoji.filedividers	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.film	surface-wide-provisional	emoji.film	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.finger	surface-wide-provisional	emoji.finger	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.fingers	surface-wide-provisional	emoji.fingers	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.fish	surface-wide-provisional	emoji.fish	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.fist	surface-wide-provisional	emoji.fist	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.flag	surface-wide-provisional	emoji.flag	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.flags	surface-wide-provisional	emoji.flags	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.fleur	surface-wide-provisional	emoji.fleur	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.flower	surface-wide-provisional	emoji.flower	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.fog	surface-wide-provisional	emoji.fog	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.football	surface-wide-provisional	emoji.football	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.fountain	surface-wide-provisional	emoji.fountain	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.frog	surface-wide-provisional	emoji.frog	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.fuelpump	surface-wide-provisional	emoji.fuelpump	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.gachi	surface-wide-provisional	emoji.gachi	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.gear	surface-wide-provisional	emoji.gear	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.glass	surface-wide-provisional	emoji.glass	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.glasses	surface-wide-provisional	emoji.glasses	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.globe	surface-wide-provisional	emoji.globe	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.golfing	surface-wide-provisional	emoji.golfing	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.guard	surface-wide-provisional	emoji.guard	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.hamster	surface-wide-provisional	emoji.hamster	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.hand	surface-wide-provisional	emoji.hand	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.handholding	surface-wide-provisional	emoji.handholding	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.hands	surface-wide-provisional	emoji.hands	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.hash	surface-wide-provisional	emoji.hash	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.hat	surface-wide-provisional	emoji.hat	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.headphone	surface-wide-provisional	emoji.headphone	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.helmet	surface-wide-provisional	emoji.helmet	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.hi	surface-wide-provisional	emoji.hi	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.hole	surface-wide-provisional	emoji.hole	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.horn	surface-wide-provisional	emoji.horn	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.hotspring	surface-wide-provisional	emoji.hotspring	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.hourglass	surface-wide-provisional	emoji.hourglass	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.house	surface-wide-provisional	emoji.house	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.info	surface-wide-provisional	emoji.info	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.joystick	surface-wide-provisional	emoji.joystick	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.keyboard	surface-wide-provisional	emoji.keyboard	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.label	surface-wide-provisional	emoji.label	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.lamp	surface-wide-provisional	emoji.lamp	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.landslide	surface-wide-provisional	emoji.landslide	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.laptop	surface-wide-provisional	emoji.laptop	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.leaf	surface-wide-provisional	emoji.leaf	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.letter	surface-wide-provisional	emoji.letter	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.lightning	surface-wide-provisional	emoji.lightning	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.lock	surface-wide-provisional	emoji.lock	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.magnify	surface-wide-provisional	emoji.magnify	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.mahjong	surface-wide-provisional	emoji.mahjong	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.mail	surface-wide-provisional	emoji.mail	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.mailbox	surface-wide-provisional	emoji.mailbox	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.map	surface-wide-provisional	emoji.map	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.masks	surface-wide-provisional	emoji.masks	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.medal	surface-wide-provisional	emoji.medal	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.metro	surface-wide-provisional	emoji.metro	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.mixer	surface-wide-provisional	emoji.mixer	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.money	surface-wide-provisional	emoji.money	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.moon	surface-wide-provisional	emoji.moon	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.mortarboard	surface-wide-provisional	emoji.mortarboard	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.motorcycle	surface-wide-provisional	emoji.motorcycle	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.motorway	surface-wide-provisional	emoji.motorway	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.mountain	surface-wide-provisional	emoji.mountain	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.muryo	surface-wide-provisional	emoji.muryo	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.museum	surface-wide-provisional	emoji.museum	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.nails	surface-wide-provisional	emoji.nails	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.nest	surface-wide-provisional	emoji.nest	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.noentry	surface-wide-provisional	emoji.noentry	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.notepad	surface-wide-provisional	emoji.notepad	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.o	surface-wide-provisional	emoji.o	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.oil	surface-wide-provisional	emoji.oil	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.orca	surface-wide-provisional	emoji.orca	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.package	surface-wide-provisional	emoji.package	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.pager	surface-wide-provisional	emoji.pager	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.pages	surface-wide-provisional	emoji.pages	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.painting	surface-wide-provisional	emoji.painting	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.park	surface-wide-provisional	emoji.park	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.parking	surface-wide-provisional	emoji.parking	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.partalteration	surface-wide-provisional	emoji.partalteration	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.pen	surface-wide-provisional	emoji.pen	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
