fixture_id	pair	variant_nodes	unresolved	raster_nodes	role_urls	fallback_markers	transform_digest	product	status
S23-linear-luma	linear/luma	2	0	0	1	0	cf28797b78518c4ed01efb67f653066b3404f40893900c69e6e9d4c3e0ac28e3	False	Preserved
S23-radial-luma	radial/luma	2	0	0	1	0	51fe73d4bb747635906274a4d70c46252b2574a15714b647b4f3113d1d714cf7	False	Preserved
S24-linear-oklch	linear/oklch	2	0	0	1	0	274c0fbc1678feb46efe00e021ea4f5d99aaec58c3ce390ba32de65945a64885	False	Preserved
S24-radial-oklch	radial/oklch	2	0	0	1	0	53e303edb19a820a09995668e924b6267e20cce7e87e45bec1a524b819b2d01c	False	Preserved
S24-linear-hsl	linear/hsl	2	0	0	1	0	1c5cca36f7ddda1cab7e616b41bf8bffc06454953215e46301f57ef50f044c10	False	Preserved
S24-radial-hsl	radial/hsl	2	0	0	1	0	ced6d08384fd50573d3a9e0e47b5c05c6e7d53f6df5fd480eae5c87cfec7de38	False	Preserved
S24-linear-hsv	linear/hsv	2	0	0	1	0	4e1256c6b3fd1c53da698f5bcc2fcf7f6f50af8b9618eeca6b4128df0022cdb8	False	Preserved
S24-radial-hsv	radial/hsv	2	0	0	1	0	0b5d9be77c81bacff11c19aa9fd457b37ccd62dd0812948415de8c4cc2c3c0f7	False	Preserved
S24-linear-luma	linear/luma	2	0	0	1	0	66dd6c2e81841500ce73b363ff2449e4e5c86c71079749c711cd714bc7d71991	False	Preserved
S24-radial-luma	radial/luma	2	0	0	1	0	057f5a20d7d4f9a15fdaf54a2f824a52873e36b662369a4f07d13ec182a026b5	False	Preserved
