path	probe_id	profiles	runtime_class_by_profile	previous_class	transition	current_language_class	crystalline_owner_file_line	vanilla_source_file_line	owner_prompt	owner_prompt_sha256	owner_prompt_hash_declared	consumer_unique	consumer_prompt_hash	language_observable	normative_intent	normative_evidence	causal_hypothesis	refutation	gate_class	recommended_action	universe	canonical_route	cohort_id	measurement_ref
gradient.radius	path-gradient.radius	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(gradient.radius), repr(gradient.radius)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-gradient.radius]
gradient.relative	path-gradient.relative	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(gradient.relative), repr(gradient.relative)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-gradient.relative]
gradient.repeat	path-gradient.repeat	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(gradient.repeat), repr(gradient.repeat)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-gradient.repeat]
gradient.sample	path-gradient.sample	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(gradient.sample), repr(gradient.sample)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-gradient.sample]
gradient.samples	path-gradient.samples	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(gradient.samples), repr(gradient.samples)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-gradient.samples]
gradient.sharp	path-gradient.sharp	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(gradient.sharp), repr(gradient.sharp)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-gradient.sharp]
gradient.space	path-gradient.space	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(gradient.space), repr(gradient.space)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-gradient.space]
gradient.stops	path-gradient.stops	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(gradient.stops), repr(gradient.stops)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-gradient.stops]
gray	path-gray	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(gray), repr(gray)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-gray]
green	path-green	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(green), repr(green)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-green]
grid	path-grid	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(grid), repr(grid)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-grid]
grid.cell	path-grid.cell	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(grid.cell), repr(grid.cell)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-grid.cell]
grid.footer	path-grid.footer	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(grid.footer), repr(grid.footer)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-grid.footer]
grid.header	path-grid.header	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(grid.header), repr(grid.header)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-grid.header]
grid.hline	path-grid.hline	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(grid.hline), repr(grid.hline)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-grid.hline]
grid.vline	path-grid.vline	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(grid.vline), repr(grid.vline)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-grid.vline]
grid_cell	path-grid_cell	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	INTENTIONAL_PRODUCT_EXTENSION	UNCHANGED	INTENTIONAL_PRODUCT_EXTENSION	01_core/src/compiler/stdlib/structural/table_grid.rs:2	lab/typst-original/crates/typst-library/src/lib.rs:374 (ausência na matriz pública)	00_nucleo/prompts/compiler/stdlib/structural/table_grid.md	153a22b018f247e1b37943a257afa3ad55da414b92886655a1415079118c3edd	d4d8c07e	01_core/src/compiler/stdlib/structural/table_grid.rs	f4d50af8	repr((type(grid_cell), repr(grid_cell)))	Six flat aliases explicitly preserve their historical names.	00_nucleo/prompts/compiler/eval.md:194	Fresh public lookup and refreshed owner source constrain the missing member; absence is not implementation authorization.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Retain documented extension; exclude from adjusted denominator and parity competition.	principal_historical_167	grid.cell		00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-grid_cell]
grid_footer	path-grid_footer	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	INTENTIONAL_PRODUCT_EXTENSION	UNCHANGED	INTENTIONAL_PRODUCT_EXTENSION	01_core/src/compiler/stdlib/structural/table_grid.rs:2	lab/typst-original/crates/typst-library/src/lib.rs:374 (ausência na matriz pública)	00_nucleo/prompts/compiler/stdlib/structural/table_grid.md	153a22b018f247e1b37943a257afa3ad55da414b92886655a1415079118c3edd	d4d8c07e	01_core/src/compiler/stdlib/structural/table_grid.rs	f4d50af8	repr((type(grid_footer), repr(grid_footer)))	Six flat aliases explicitly preserve their historical names.	00_nucleo/prompts/compiler/eval.md:194	Fresh public lookup and refreshed owner source constrain the missing member; absence is not implementation authorization.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Retain documented extension; exclude from adjusted denominator and parity competition.	principal_historical_167	grid.footer		00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-grid_footer]
grid_header	path-grid_header	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	INTENTIONAL_PRODUCT_EXTENSION	UNCHANGED	INTENTIONAL_PRODUCT_EXTENSION	01_core/src/compiler/stdlib/structural/table_grid.rs:2	lab/typst-original/crates/typst-library/src/lib.rs:374 (ausência na matriz pública)	00_nucleo/prompts/compiler/stdlib/structural/table_grid.md	153a22b018f247e1b37943a257afa3ad55da414b92886655a1415079118c3edd	d4d8c07e	01_core/src/compiler/stdlib/structural/table_grid.rs	f4d50af8	repr((type(grid_header), repr(grid_header)))	Six flat aliases explicitly preserve their historical names.	00_nucleo/prompts/compiler/eval.md:194	Fresh public lookup and refreshed owner source constrain the missing member; absence is not implementation authorization.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Retain documented extension; exclude from adjusted denominator and parity competition.	principal_historical_167	grid.header		00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-grid_header]
h	path-h	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(h), repr(h)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-h]
heading	path-heading	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(heading), repr(heading)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-heading]
here	path-here	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(here), repr(here)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-here]
hide	path-hide	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(hide), repr(hide)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-hide]
highlight	path-highlight	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_HISTORICAL_LEDGER	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(highlight), repr(highlight)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_catalog			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-highlight]
hsl	path-hsl	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	CLOSED_CONFIRMED	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1651	lab/typst-original/crates/typst-library/src/lib.rs:374 (ausência na matriz pública)	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(hsl), repr(hsl)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Fresh public lookup and refreshed owner source constrain the missing member; absence is not implementation authorization.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_historical_167	color.hsl		00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-hsl]
hsv	path-hsv	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	CLOSED_CONFIRMED	UNCHANGED	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1651	lab/typst-original/crates/typst-library/src/lib.rs:374 (ausência na matriz pública)	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	823ed329	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(hsv), repr(hsv)))	Binding and behavior are distinct. A matching identity probe does not certify unmeasured calls.	00_nucleo/prompts/compiler/eval.md:1	Fresh public lookup and refreshed owner source constrain the missing member; absence is not implementation authorization.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_historical_167	color.hsv		00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-hsv]
html	path-html	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_VALUE;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_VALUE	EXPECTED_FEATURE_DISABLED	UNCHANGED	EXPECTED_FEATURE_DISABLED	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	33e187a1	01_core/src/compiler/stdlib/html.rs	4eb0acc7	repr(type(html))	HTML is an explicit feature gate, disabled default/a11y and enabled html/html+a11y.	00_nucleo/prompts/compiler/stdlib/html.md:37	Fresh public lookup and refreshed owner source constrain the missing member; absence is not implementation authorization.	Same source/profile reproduces different classification or cited source establishes a different causal owner. No closure beyond this observable.	ADR0127_INTERNAL_PARITY_L0_FIRST_REVALIDATE	Preserve the measured result; no product edit in P1309.	principal_historical_167			00_nucleo/diagnosticos/p1309-matrix-normal.json#results[id=path-html]
