fixture_id	pair	offset	multiplicity	candidate_exact_json	frozen_exact_json	exact_max_delta	epsilon	candidate_epsilon_json	frozen_epsilon_json	epsilon_max_delta	structural_rule	status
S18-linear-oklab	linear/oklab	0.75	2	[0.6050734519958496,-0.08097474277019501,-0.09792464226484299,0.24175810813903809]	[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883]	0	0.75000005960464478	[0.7005963325500488,-0.15056902170181274,0.06296859681606293,0.7802197337150574]	[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-linear-oklab	linear/oklab	0.8125	2	[0.7005963325500488,-0.15056902170181274,0.06296859681606293,0.7802197337150574]	[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021]	0	0.81250005960464478	[0.7212982773780823,-0.09249773621559143,0.12396935373544693,1.0]	[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-linear-oklab	linear/oklab	0.875	2	[0.7212982773780823,-0.09249773621559143,0.12396935373544693,1.0]	[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0]	0	0.87500005960464478	[0.6903996467590332,0.05361878126859665,0.11607873439788818,1.0]	[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-linear-oklab	linear/oklab	0.9375	2	[0.6903996467590332,0.05361878126859665,0.11607873439788818,1.0]	[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0]	0	0.93750005960464478	[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0]	[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-oklab	radial/oklab	0.0625	2	[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0]	[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0]	0	0.062500059604644775	[0.6903996467590332,0.05361878126859665,0.11607873439788818,1.0]	[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-oklab	radial/oklab	0.125	2	[0.6903996467590332,0.05361878126859665,0.11607873439788818,1.0]	[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0]	0	0.12500005960464478	[0.7212982773780823,-0.09249773621559143,0.12396935373544693,1.0]	[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-oklab	radial/oklab	0.1875	2	[0.7212982773780823,-0.09249773621559143,0.12396935373544693,1.0]	[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0]	0	0.18750005960464478	[0.7005963325500488,-0.15056902170181274,0.06296859681606293,0.7802197337150574]	[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-oklab	radial/oklab	0.25	2	[0.7005963325500488,-0.15056902170181274,0.06296859681606293,0.7802197337150574]	[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021]	0	0.25000005960464478	[0.6050734519958496,-0.08097474277019501,-0.09792464226484299,0.24175810813903809]	[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-oklab	radial/oklab	0.3125	2	[0.6050734519958496,-0.08097474277019501,-0.09792464226484299,0.24175810813903809]	[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883]	0	0.31250005960464478	[0.7102490663528442,-0.03833119571208954,-0.013622410595417023,0.0]	[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-oklab	radial/oklab	0.375	2	[0.7102490663528442,-0.03833119571208954,-0.013622410595417023,0.0]	[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0]	0	0.37500005960464478	[0.8005377054214478,0.06671588122844696,0.15296924114227295,0.4054054915904999]	[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-oklab	radial/oklab	0.4375	2	[0.8005377054214478,0.06671588122844696,0.15296924114227295,0.4054054915904999]	[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327]	0	0.43750005960464478	[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0]	[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-oklab	radial/oklab	0.5625	2	[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0]	[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0]	0	0.56250005960464478	[0.8005377054214478,0.06671588122844696,0.15296924114227295,0.4054054915904999]	[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-oklab	radial/oklab	0.625	2	[0.8005377054214478,0.06671588122844696,0.15296924114227295,0.4054054915904999]	[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327]	0	0.62500005960464478	[0.7102490663528442,-0.03833119571208954,-0.013622410595417023,0.0]	[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-oklab	radial/oklab	0.6875	2	[0.7102490663528442,-0.03833119571208954,-0.013622410595417023,0.0]	[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0]	0	0.68750005960464478	[0.6050734519958496,-0.08097474277019501,-0.09792464226484299,0.24175810813903809]	[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-oklab	radial/oklab	0.75	2	[0.6050734519958496,-0.08097474277019501,-0.09792464226484299,0.24175810813903809]	[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883]	0	0.75000005960464478	[0.7005963325500488,-0.15056902170181274,0.06296859681606293,0.7802197337150574]	[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-oklab	radial/oklab	0.8125	2	[0.7005963325500488,-0.15056902170181274,0.06296859681606293,0.7802197337150574]	[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021]	0	0.81250005960464478	[0.7212982773780823,-0.09249773621559143,0.12396935373544693,1.0]	[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-oklab	radial/oklab	0.875	2	[0.7212982773780823,-0.09249773621559143,0.12396935373544693,1.0]	[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0]	0	0.87500005960464478	[0.6903996467590332,0.05361878126859665,0.11607873439788818,1.0]	[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-oklab	radial/oklab	0.9375	2	[0.6903996467590332,0.05361878126859665,0.11607873439788818,1.0]	[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0]	0	0.93750005960464478	[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0]	[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-linear-linear-rgb	linear/linear-rgb	0.0625	2	[1.0,0.05286065489053726,0.036889538168907166,1.0]	[1.0,0.05286065489053726,0.036889538168907166,1.0]	0	0.062500059604644775	[0.6247143149375916,0.26543834805488586,0.04243769496679306,1.0]	[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-linear-linear-rgb	linear/linear-rgb	0.125	2	[0.6247143149375916,0.26543834805488586,0.04243769496679306,1.0]	[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]	0	0.12500005960464478	[0.2494286298751831,0.4780160188674927,0.047985851764678955,1.0]	[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-linear-linear-rgb	linear/linear-rgb	0.1875	2	[0.2494286298751831,0.4780160188674927,0.047985851764678955,1.0]	[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]	0	0.18750005960464478	[0.021316295489668846,0.5095020532608032,0.19250059127807617,0.7802197337150574]	[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-linear-linear-rgb	linear/linear-rgb	0.25	2	[0.021316295489668846,0.5095020532608032,0.19250059127807617,0.7802197337150574]	[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]	0	0.25000005960464478	[0.00660504586994648,0.278405100107193,0.5385168790817261,0.24175810813903809]	[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-linear-linear-rgb	linear/linear-rgb	0.3125	2	[0.00660504586994648,0.278405100107193,0.5385168790817261,0.24175810813903809]	[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]	0	0.31250005960464478	[0.4426231384277344,0.4141268730163574,0.38674765825271606,0.0]	[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-linear-linear-rgb	linear/linear-rgb	0.375	2	[0.4426231384277344,0.4141268730163574,0.38674765825271606,0.0]	[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]	0	0.37500005960464478	[1.0,0.4469773769378662,0.014955221675336361,0.4054054915904999]	[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-linear-linear-rgb	linear/linear-rgb	0.4375	2	[1.0,0.4469773769378662,0.014955221675336361,0.4054054915904999]	[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]	0	0.43750005960464478	[1.0,0.7156934142112732,0.0,0.0]	[1.0,0.7156934142112732,0.0,0.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-linear-linear-rgb	linear/linear-rgb	0.5625	2	[1.0,0.7156934142112732,0.0,0.0]	[1.0,0.7156934142112732,0.0,0.0]	0	0.56250005960464478	[1.0,0.4469773769378662,0.014955221675336361,0.4054054915904999]	[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-linear-linear-rgb	linear/linear-rgb	0.625	2	[1.0,0.4469773769378662,0.014955221675336361,0.4054054915904999]	[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]	0	0.62500005960464478	[0.4426231384277344,0.4141268730163574,0.38674765825271606,0.0]	[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-linear-linear-rgb	linear/linear-rgb	0.6875	2	[0.4426231384277344,0.4141268730163574,0.38674765825271606,0.0]	[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]	0	0.68750005960464478	[0.00660504586994648,0.278405100107193,0.5385168790817261,0.24175810813903809]	[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-linear-linear-rgb	linear/linear-rgb	0.75	2	[0.00660504586994648,0.278405100107193,0.5385168790817261,0.24175810813903809]	[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]	0	0.75000005960464478	[0.021316295489668846,0.5095020532608032,0.19250059127807617,0.7802197337150574]	[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-linear-linear-rgb	linear/linear-rgb	0.8125	2	[0.021316295489668846,0.5095020532608032,0.19250059127807617,0.7802197337150574]	[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]	0	0.81250005960464478	[0.2494286298751831,0.4780160188674927,0.047985851764678955,1.0]	[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-linear-linear-rgb	linear/linear-rgb	0.875	2	[0.2494286298751831,0.4780160188674927,0.047985851764678955,1.0]	[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]	0	0.87500005960464478	[0.6247143149375916,0.26543834805488586,0.04243769496679306,1.0]	[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-linear-linear-rgb	linear/linear-rgb	0.9375	2	[0.6247143149375916,0.26543834805488586,0.04243769496679306,1.0]	[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]	0	0.93750005960464478	[1.0,0.05286065489053726,0.036889538168907166,1.0]	[1.0,0.05286065489053726,0.036889538168907166,1.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-linear-rgb	radial/linear-rgb	0.0625	2	[1.0,0.05286065489053726,0.036889538168907166,1.0]	[1.0,0.05286065489053726,0.036889538168907166,1.0]	0	0.062500059604644775	[0.6247143149375916,0.26543834805488586,0.04243769496679306,1.0]	[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-linear-rgb	radial/linear-rgb	0.125	2	[0.6247143149375916,0.26543834805488586,0.04243769496679306,1.0]	[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]	0	0.12500005960464478	[0.2494286298751831,0.4780160188674927,0.047985851764678955,1.0]	[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-linear-rgb	radial/linear-rgb	0.1875	2	[0.2494286298751831,0.4780160188674927,0.047985851764678955,1.0]	[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]	0	0.18750005960464478	[0.021316295489668846,0.5095020532608032,0.19250059127807617,0.7802197337150574]	[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-linear-rgb	radial/linear-rgb	0.25	2	[0.021316295489668846,0.5095020532608032,0.19250059127807617,0.7802197337150574]	[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]	0	0.25000005960464478	[0.00660504586994648,0.278405100107193,0.5385168790817261,0.24175810813903809]	[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-linear-rgb	radial/linear-rgb	0.3125	2	[0.00660504586994648,0.278405100107193,0.5385168790817261,0.24175810813903809]	[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]	0	0.31250005960464478	[0.4426231384277344,0.4141268730163574,0.38674765825271606,0.0]	[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-linear-rgb	radial/linear-rgb	0.375	2	[0.4426231384277344,0.4141268730163574,0.38674765825271606,0.0]	[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]	0	0.37500005960464478	[1.0,0.4469773769378662,0.014955221675336361,0.4054054915904999]	[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-linear-rgb	radial/linear-rgb	0.4375	2	[1.0,0.4469773769378662,0.014955221675336361,0.4054054915904999]	[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]	0	0.43750005960464478	[1.0,0.7156934142112732,0.0,0.0]	[1.0,0.7156934142112732,0.0,0.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-linear-rgb	radial/linear-rgb	0.5625	2	[1.0,0.7156934142112732,0.0,0.0]	[1.0,0.7156934142112732,0.0,0.0]	0	0.56250005960464478	[1.0,0.4469773769378662,0.014955221675336361,0.4054054915904999]	[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-linear-rgb	radial/linear-rgb	0.625	2	[1.0,0.4469773769378662,0.014955221675336361,0.4054054915904999]	[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]	0	0.62500005960464478	[0.4426231384277344,0.4141268730163574,0.38674765825271606,0.0]	[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-linear-rgb	radial/linear-rgb	0.6875	2	[0.4426231384277344,0.4141268730163574,0.38674765825271606,0.0]	[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]	0	0.68750005960464478	[0.00660504586994648,0.278405100107193,0.5385168790817261,0.24175810813903809]	[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-linear-rgb	radial/linear-rgb	0.75	2	[0.00660504586994648,0.278405100107193,0.5385168790817261,0.24175810813903809]	[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]	0	0.75000005960464478	[0.021316295489668846,0.5095020532608032,0.19250059127807617,0.7802197337150574]	[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-linear-rgb	radial/linear-rgb	0.8125	2	[0.021316295489668846,0.5095020532608032,0.19250059127807617,0.7802197337150574]	[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]	0	0.81250005960464478	[0.2494286298751831,0.4780160188674927,0.047985851764678955,1.0]	[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-linear-rgb	radial/linear-rgb	0.875	2	[0.2494286298751831,0.4780160188674927,0.047985851764678955,1.0]	[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]	0	0.87500005960464478	[0.6247143149375916,0.26543834805488586,0.04243769496679306,1.0]	[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S18-radial-linear-rgb	radial/linear-rgb	0.9375	2	[0.6247143149375916,0.26543834805488586,0.04243769496679306,1.0]	[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]	0	0.93750005960464478	[1.0,0.05286065489053726,0.036889538168907166,1.0]	[1.0,0.05286065489053726,0.036889538168907166,1.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S21-linear-oklab	linear/oklab	0.25	2	[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0]	[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0]	0	0.2500002384185791	[0.6213188171386719,-0.09281051903963089,-0.07056181877851486,0.3333333134651184]	[0.6213188171386719,-0.09281052649021149,-0.07056181132793427,0.3333333432674408]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S21-linear-oklab	linear/oklab	0.5	2	[0.6213188171386719,-0.09281051903963089,-0.07056181877851486,0.3333333134651184]	[0.6213188171386719,-0.09281052649021149,-0.07056181132793427,0.3333333432674408]	0	0.5000002384185791	[0.695991039276123,-0.0394287072122097,-0.0286966934800148,0.0]	[0.695991039276123,-0.0394287072122097,-0.0286966934800148,0.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S21-linear-oklab	linear/oklab	0.75	2	[0.695991039276123,-0.0394287072122097,-0.0286966934800148,0.0]	[0.695991039276123,-0.0394287072122097,-0.0286966934800148,0.0]	0	0.7500002384185791	[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0]	[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S21-radial-oklab	radial/oklab	0.25	2	[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0]	[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0]	0	0.2500002384185791	[0.6213188171386719,-0.09281051903963089,-0.07056181877851486,0.3333333134651184]	[0.6213188171386719,-0.09281052649021149,-0.07056181132793427,0.3333333432674408]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S21-radial-oklab	radial/oklab	0.5	2	[0.6213188171386719,-0.09281051903963089,-0.07056181877851486,0.3333333134651184]	[0.6213188171386719,-0.09281052649021149,-0.07056181132793427,0.3333333432674408]	0	0.5000002384185791	[0.695991039276123,-0.0394287072122097,-0.0286966934800148,0.0]	[0.695991039276123,-0.0394287072122097,-0.0286966934800148,0.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S21-radial-oklab	radial/oklab	0.75	2	[0.695991039276123,-0.0394287072122097,-0.0286966934800148,0.0]	[0.695991039276123,-0.0394287072122097,-0.0286966934800148,0.0]	0	0.7500002384185791	[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0]	[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S21-linear-linear-rgb	linear/linear-rgb	0.25	2	[1.0,0.05286065489053726,0.036889538168907166,1.0]	[1.0,0.05286065489053726,0.036889538168907166,1.0]	0	0.2500002384185791	[0.009106962010264397,0.317707359790802,0.4796704947948456,0.3333333134651184]	[0.009106962941586971,0.317707359790802,0.4796704947948456,0.3333333432674408]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S21-linear-linear-rgb	linear/linear-rgb	0.5	2	[0.009106962010264397,0.317707359790802,0.4796704947948456,0.3333333134651184]	[0.009106962941586971,0.317707359790802,0.4796704947948456,0.3333333432674408]	0	0.5000002384185791	[0.4000000059604645,0.3910658061504364,0.41632261872291565,0.0]	[0.4000000059604645,0.3910658359527588,0.41632261872291565,0.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S21-linear-linear-rgb	linear/linear-rgb	0.75	2	[0.4000000059604645,0.3910658061504364,0.41632261872291565,0.0]	[0.4000000059604645,0.3910658359527588,0.41632261872291565,0.0]	0	0.7500002384185791	[1.0,0.7156934142112732,0.0,0.0]	[1.0,0.7156934142112732,0.0,0.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S21-radial-linear-rgb	radial/linear-rgb	0.25	2	[1.0,0.05286065489053726,0.036889538168907166,1.0]	[1.0,0.05286065489053726,0.036889538168907166,1.0]	0	0.2500002384185791	[0.009106962010264397,0.317707359790802,0.4796704947948456,0.3333333134651184]	[0.009106962941586971,0.317707359790802,0.4796704947948456,0.3333333432674408]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S21-radial-linear-rgb	radial/linear-rgb	0.5	2	[0.009106962010264397,0.317707359790802,0.4796704947948456,0.3333333134651184]	[0.009106962941586971,0.317707359790802,0.4796704947948456,0.3333333432674408]	0	0.5000002384185791	[0.4000000059604645,0.3910658061504364,0.41632261872291565,0.0]	[0.4000000059604645,0.3910658359527588,0.41632261872291565,0.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S21-radial-linear-rgb	radial/linear-rgb	0.75	2	[0.4000000059604645,0.3910658061504364,0.41632261872291565,0.0]	[0.4000000059604645,0.3910658359527588,0.41632261872291565,0.0]	0	0.7500002384185791	[1.0,0.7156934142112732,0.0,0.0]	[1.0,0.7156934142112732,0.0,0.0]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-oklab	linear/oklab	0.0625	2	[0.37527891993522644,-0.030306100845336914,-0.03160500526428223,0.800000011920929]	[0.37527891993522644,-0.030306100845336914,-0.03160500526428223,0.800000011920929]	0	0.062500059604644775	[0.4737173318862915,-0.057644933462142944,-0.021477991715073586,0.6456692814826965]	[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-oklab	linear/oklab	0.125	2	[0.4737173318862915,-0.057644933462142944,-0.021477991715073586,0.6456692814826965]	[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]	0	0.12500005960464478	[0.5721557140350342,-0.08498376607894897,-0.011350980028510094,0.4913385510444641]	[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-oklab	linear/oklab	0.1875	2	[0.5721557140350342,-0.08498376607894897,-0.011350980028510094,0.4913385510444641]	[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]	0	0.18750005960464478	[0.6751998662948608,-0.07777583599090576,0.021510697901248932,0.45494502782821655]	[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-oklab	linear/oklab	0.25	2	[0.6751998662948608,-0.07777583599090576,0.021510697901248932,0.45494502782821655]	[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]	0	0.25000005960464478	[0.7849223017692566,-0.020475106313824654,0.08733764290809631,0.5895604491233826]	[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-oklab	linear/oklab	0.3125	2	[0.7849223017692566,-0.020475106313824654,0.08733764290809631,0.5895604491233826]	[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]	0	0.31250005960464478	[0.8104537725448608,0.03281065449118614,0.11270983517169952,0.45081955194473267]	[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
S24-linear-oklab	linear/oklab	0.375	2	[0.8104537725448608,0.03281065449118614,0.11270983517169952,0.45081955194473267]	[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]	0	0.37500005960464478	[0.6162624359130859,0.027857456356287003,0.05107198283076286,0.4432432949542999]	[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]	0	candidate exact selects expected first/zero special-case index; epsilon-right selects expected last index	Preserved
