phase	fixture_id	pair	direct_semantic_digest	observed_semantic_digest	status
repeat	S06-linear-linear-rgb	linear/linear-rgb	6c220948d7c0f676d242042726a15b0beafd6f0e9564e5ddcaf58e20dcca1bc7	6c220948d7c0f676d242042726a15b0beafd6f0e9564e5ddcaf58e20dcca1bc7	MeasuredEqual
repeat	S06-radial-linear-rgb	radial/linear-rgb	4f577546ac9a572fbab9fbf29e3f54d3a14193272cb8ca0800dc615ed7aac9f1	4f577546ac9a572fbab9fbf29e3f54d3a14193272cb8ca0800dc615ed7aac9f1	MeasuredEqual
repeat	S07-linear-oklab	linear/oklab	2ec8c613fcd5ec03905ded92ff2b9b75c21e54ee2fd870b2551fe5cf3d668d61	2ec8c613fcd5ec03905ded92ff2b9b75c21e54ee2fd870b2551fe5cf3d668d61	MeasuredEqual
repeat	S07-radial-oklab	radial/oklab	7ef7e33936203465a26463d0ebbe310e7c0e67d1d550580a90d6921d54b0368f	7ef7e33936203465a26463d0ebbe310e7c0e67d1d550580a90d6921d54b0368f	MeasuredEqual
repeat	S07-linear-linear-rgb	linear/linear-rgb	5b375bfb9ded6b232192a72acfe8912e145badfb4c335556e1b1ae5a8ef71118	5b375bfb9ded6b232192a72acfe8912e145badfb4c335556e1b1ae5a8ef71118	MeasuredEqual
repeat	S07-radial-linear-rgb	radial/linear-rgb	2d9b881c93d38a4955be51abcd46aa1edbc119c5f53cfa994138d4a94a56157e	2d9b881c93d38a4955be51abcd46aa1edbc119c5f53cfa994138d4a94a56157e	MeasuredEqual
repeat	S08-linear-oklab	linear/oklab	b75f1c3d1c9dcee6c6b490a7c533961f6cc4020bbe281520c81377865f60b86e	b75f1c3d1c9dcee6c6b490a7c533961f6cc4020bbe281520c81377865f60b86e	MeasuredEqual
repeat	S08-radial-oklab	radial/oklab	2ea66c0876894ca5b16ed858c211ec0639b48a97def586c340126c38f4c3d6fa	2ea66c0876894ca5b16ed858c211ec0639b48a97def586c340126c38f4c3d6fa	MeasuredEqual
repeat	S08-linear-linear-rgb	linear/linear-rgb	d1b689d6f1e360ab3aa124f98783467d6326d806c3e5c05dd373e5555cc53408	d1b689d6f1e360ab3aa124f98783467d6326d806c3e5c05dd373e5555cc53408	MeasuredEqual
repeat	S08-radial-linear-rgb	radial/linear-rgb	5f0a63de66ddb364dbc590c5937e026e44b268e52877bc886e0856fa607e6806	5f0a63de66ddb364dbc590c5937e026e44b268e52877bc886e0856fa607e6806	MeasuredEqual
repeat	S09-linear-oklab	linear/oklab	5f20166b5de1c7d44547b0cb43d751108edafe9e464b367649003ccdc4a3e257	5f20166b5de1c7d44547b0cb43d751108edafe9e464b367649003ccdc4a3e257	MeasuredEqual
repeat	S09-radial-oklab	radial/oklab	0cac3a9635f9eaec6d143a519c3b2bac1ce50a4786196894c095209d3b933ebd	0cac3a9635f9eaec6d143a519c3b2bac1ce50a4786196894c095209d3b933ebd	MeasuredEqual
repeat	S09-linear-linear-rgb	linear/linear-rgb	21ba4a0b0a674e8c759d868df3cf8348c61c1e1301ebfe6e7a08ed8588a79c9d	21ba4a0b0a674e8c759d868df3cf8348c61c1e1301ebfe6e7a08ed8588a79c9d	MeasuredEqual
repeat	S09-radial-linear-rgb	radial/linear-rgb	619ec7511c22e384f8e3297a87152551344e8f084fd0e65dae91f14deb16d5a2	619ec7511c22e384f8e3297a87152551344e8f084fd0e65dae91f14deb16d5a2	MeasuredEqual
repeat	S10-linear-oklab	linear/oklab	cd24b7aae5f9203dfe2a1f3c5d6c157bac74a7e1c8d81632529f2de0a1f2afe0	cd24b7aae5f9203dfe2a1f3c5d6c157bac74a7e1c8d81632529f2de0a1f2afe0	MeasuredEqual
repeat	S10-radial-oklab	radial/oklab	e94a2271535353e083243cb9e389a49b27f0ce82c83008e8fafef0f5a901a9e8	e94a2271535353e083243cb9e389a49b27f0ce82c83008e8fafef0f5a901a9e8	MeasuredEqual
repeat	S10-linear-linear-rgb	linear/linear-rgb	246f8f19eeea01b6323035a21b80a29bb8cab179fa55d126e6badc22820ec241	246f8f19eeea01b6323035a21b80a29bb8cab179fa55d126e6badc22820ec241	MeasuredEqual
repeat	S10-radial-linear-rgb	radial/linear-rgb	6c1706d502b076855b3248363a61e369a16400913fdbda93f30a5b1e901ab7d3	6c1706d502b076855b3248363a61e369a16400913fdbda93f30a5b1e901ab7d3	MeasuredEqual
repeat	S11-linear-oklab	linear/oklab	6497b4a321f357982c78119cce243b927dfa3dc92b2658e1e46bd8da7e7664df	6497b4a321f357982c78119cce243b927dfa3dc92b2658e1e46bd8da7e7664df	MeasuredEqual
repeat	S11-radial-oklab	radial/oklab	2df98dabb7ae7c1df595050fddcb8b7f997754aacea9b291e3e91e46c3eecbf5	2df98dabb7ae7c1df595050fddcb8b7f997754aacea9b291e3e91e46c3eecbf5	MeasuredEqual
repeat	S11-linear-linear-rgb	linear/linear-rgb	0ec7f3f528c5b08c340eaef21d3f15a4257d474cfce5c923a9bae1eb866630db	0ec7f3f528c5b08c340eaef21d3f15a4257d474cfce5c923a9bae1eb866630db	MeasuredEqual
repeat	S11-radial-linear-rgb	radial/linear-rgb	2b3e661ab011bfe152fd97344ac04c4ca2b3a1cc4209a3bfb3bb2a21fe04571b	2b3e661ab011bfe152fd97344ac04c4ca2b3a1cc4209a3bfb3bb2a21fe04571b	MeasuredEqual
repeat	S12-linear-oklab	linear/oklab	a80e29f1c451a8b6cd33188496754527871f65eeb7a181b8462d3cf43668babe	a80e29f1c451a8b6cd33188496754527871f65eeb7a181b8462d3cf43668babe	MeasuredEqual
repeat	S12-radial-oklab	radial/oklab	158c17271dad0e6ebb87f115c1e5efc1fa3f7bd8e665dd7e93af971f9eecfc68	158c17271dad0e6ebb87f115c1e5efc1fa3f7bd8e665dd7e93af971f9eecfc68	MeasuredEqual
repeat	S12-linear-linear-rgb	linear/linear-rgb	378271a548494faf1260bc8328ec9153735466ce4445aa6b65db6c173c4a1cec	378271a548494faf1260bc8328ec9153735466ce4445aa6b65db6c173c4a1cec	MeasuredEqual
repeat	S12-radial-linear-rgb	radial/linear-rgb	4957f74032cc6f285b3259fcd3bb1d5ee3b2109f80080a82c85f996f46467022	4957f74032cc6f285b3259fcd3bb1d5ee3b2109f80080a82c85f996f46467022	MeasuredEqual
repeat	S13-linear-oklab	linear/oklab	615834817426ada5ca9db880fce0d67c9773b309cebcc5e61bd25483f04498fa	615834817426ada5ca9db880fce0d67c9773b309cebcc5e61bd25483f04498fa	MeasuredEqual
repeat	S13-radial-oklab	radial/oklab	76fefb2f3de43d4dc3ad5779bea55db873d96ddf58a587625ee2a95247301878	76fefb2f3de43d4dc3ad5779bea55db873d96ddf58a587625ee2a95247301878	MeasuredEqual
repeat	S13-linear-linear-rgb	linear/linear-rgb	59710ccd42937c7f6fa202dafe4af392669499f45225456945da95423659f89f	59710ccd42937c7f6fa202dafe4af392669499f45225456945da95423659f89f	MeasuredEqual
repeat	S13-radial-linear-rgb	radial/linear-rgb	e96a7424c60356bf9287e1e9c5affd9155e58897a228dd32fa4933664f6d09ed	e96a7424c60356bf9287e1e9c5affd9155e58897a228dd32fa4933664f6d09ed	MeasuredEqual
repeat	S14-linear-oklab	linear/oklab	fee3facbdd283f61912b934e6adb64162ad55ccd2f7d492edbb29f6af8fa74e3	fee3facbdd283f61912b934e6adb64162ad55ccd2f7d492edbb29f6af8fa74e3	MeasuredEqual
repeat	S14-radial-oklab	radial/oklab	e80165dc82d61dced0760035f0673d50a7bf8e3865d0fcb32eb09dec80f67a37	e80165dc82d61dced0760035f0673d50a7bf8e3865d0fcb32eb09dec80f67a37	MeasuredEqual
repeat	S14-linear-linear-rgb	linear/linear-rgb	a5935d1db680b65ed31b78647d7f9806f3c0482eb4e7b173053c5ffa8590e3c1	a5935d1db680b65ed31b78647d7f9806f3c0482eb4e7b173053c5ffa8590e3c1	MeasuredEqual
repeat	S14-radial-linear-rgb	radial/linear-rgb	ec7524dedfc63bbff55f3f0c4ef146addb1db03ae8f29cd324b161965bf521b1	ec7524dedfc63bbff55f3f0c4ef146addb1db03ae8f29cd324b161965bf521b1	MeasuredEqual
repeat	S15-linear-oklab	linear/oklab	9b7e413338571b8419907ac8386e0f3fb783652d5890d72cf313851e4c4b3d4c	9b7e413338571b8419907ac8386e0f3fb783652d5890d72cf313851e4c4b3d4c	MeasuredEqual
repeat	S15-radial-oklab	radial/oklab	fd83973a9eba50b011ec2455d8cafd76cf364454c55c1da2306e945c726ea662	fd83973a9eba50b011ec2455d8cafd76cf364454c55c1da2306e945c726ea662	MeasuredEqual
repeat	S15-linear-linear-rgb	linear/linear-rgb	23a4195110004a6510478c941f004b4dc047bee488bb0aa0b009e01147f3ee0c	23a4195110004a6510478c941f004b4dc047bee488bb0aa0b009e01147f3ee0c	MeasuredEqual
repeat	S15-radial-linear-rgb	radial/linear-rgb	f482db3a0da0abea38d4cfb1af8e28b30718c898b03ad618265598fe78b3f261	f482db3a0da0abea38d4cfb1af8e28b30718c898b03ad618265598fe78b3f261	MeasuredEqual
repeat	S16-linear-oklab	linear/oklab	572ffaa09b8499db5829b1fb82fb4eb073d0bebfa875009aa2868a9e4fc49c7e	572ffaa09b8499db5829b1fb82fb4eb073d0bebfa875009aa2868a9e4fc49c7e	MeasuredEqual
repeat	S16-radial-oklab	radial/oklab	ef2fadde4ff1d6f68172dd0947829920c555cc2fedf6a269bd86963912706668	ef2fadde4ff1d6f68172dd0947829920c555cc2fedf6a269bd86963912706668	MeasuredEqual
repeat	S16-linear-linear-rgb	linear/linear-rgb	d4efedf5b7f317af4e48b60409dc2c1286ba07c3fdc80c3d136abde857c72d90	d4efedf5b7f317af4e48b60409dc2c1286ba07c3fdc80c3d136abde857c72d90	MeasuredEqual
repeat	S16-radial-linear-rgb	radial/linear-rgb	4c1eaea7cda78e786e4e8f65d0f7641921010baafc0037882050e893ac89d30a	4c1eaea7cda78e786e4e8f65d0f7641921010baafc0037882050e893ac89d30a	MeasuredEqual
repeat	S17-linear-oklab	linear/oklab	f20fe187349f45ddcad4a807f64a896147d9192960b288002e2351a0858db074	f20fe187349f45ddcad4a807f64a896147d9192960b288002e2351a0858db074	MeasuredEqual
repeat	S17-radial-oklab	radial/oklab	8a81295799031f2eb33c4a83cadf34f0ecfe9c1f4c134b8aa5ff824833017ec4	8a81295799031f2eb33c4a83cadf34f0ecfe9c1f4c134b8aa5ff824833017ec4	MeasuredEqual
repeat	S17-linear-linear-rgb	linear/linear-rgb	1e67beafb41fe738d743d8b1daf5f7785068580abed3d082ab6f305f20f2db9c	1e67beafb41fe738d743d8b1daf5f7785068580abed3d082ab6f305f20f2db9c	MeasuredEqual
repeat	S17-radial-linear-rgb	radial/linear-rgb	c84a78358101b42b942af617ebaf5c345fa4d383dd60f271f85e74290cb8ff03	c84a78358101b42b942af617ebaf5c345fa4d383dd60f271f85e74290cb8ff03	MeasuredEqual
repeat	S18-linear-oklab	linear/oklab	9fd33d189687981b270e33261902df38c3f8473946ea6f8ddacdd3b13a0f3909	9fd33d189687981b270e33261902df38c3f8473946ea6f8ddacdd3b13a0f3909	MeasuredEqual
repeat	S18-radial-oklab	radial/oklab	b08f3fda01673a92c712f25b46f9effe726e1289b393fe0903288b6cf66298b0	b08f3fda01673a92c712f25b46f9effe726e1289b393fe0903288b6cf66298b0	MeasuredEqual
repeat	S18-linear-linear-rgb	linear/linear-rgb	0320f25884d82348fd63f337dfce00603764b1fbdf31d1de6e43b92007b0da3e	0320f25884d82348fd63f337dfce00603764b1fbdf31d1de6e43b92007b0da3e	MeasuredEqual
repeat	S18-radial-linear-rgb	radial/linear-rgb	94899dcb424186d695e3c236d94b4e87ec0d9a356b4656203ae0e8ef283503bc	94899dcb424186d695e3c236d94b4e87ec0d9a356b4656203ae0e8ef283503bc	MeasuredEqual
repeat	S19-linear-oklab	linear/oklab	7b847cb651270f8b33bf02baea98f9b6d9f36e501d6821fa07c5d42676e60c5a	7b847cb651270f8b33bf02baea98f9b6d9f36e501d6821fa07c5d42676e60c5a	MeasuredEqual
repeat	S19-radial-oklab	radial/oklab	3a62a49c6e0fc8a0e951fcc1921f1670afc80d80bbc8a3e791cb18a56ebef596	3a62a49c6e0fc8a0e951fcc1921f1670afc80d80bbc8a3e791cb18a56ebef596	MeasuredEqual
repeat	S19-linear-linear-rgb	linear/linear-rgb	8cf17a3312cad5d806dae4f49c71a0fb8e9329af8f32cd80ba2614b536d894d2	8cf17a3312cad5d806dae4f49c71a0fb8e9329af8f32cd80ba2614b536d894d2	MeasuredEqual
repeat	S19-radial-linear-rgb	radial/linear-rgb	1d130dd7165a823288dcc6c7630a3c8539aad9f406988db772ebefb616ba7e1e	1d130dd7165a823288dcc6c7630a3c8539aad9f406988db772ebefb616ba7e1e	MeasuredEqual
repeat	S20-linear-oklab	linear/oklab	6cea5c88c1dba25a1d123dda64344c2e87efeed21647fe74a56855b07fc35abe	6cea5c88c1dba25a1d123dda64344c2e87efeed21647fe74a56855b07fc35abe	MeasuredEqual
repeat	S20-radial-oklab	radial/oklab	5842f61f8a256f19b1196af851e4e13685a88a8abce474b1b2ac0ce937bb568d	5842f61f8a256f19b1196af851e4e13685a88a8abce474b1b2ac0ce937bb568d	MeasuredEqual
repeat	S20-linear-linear-rgb	linear/linear-rgb	3e41049fde9fb89386db25fb87b14bb7c75f1a59a27c9ad5d6a42b91fb46bad7	3e41049fde9fb89386db25fb87b14bb7c75f1a59a27c9ad5d6a42b91fb46bad7	MeasuredEqual
repeat	S20-radial-linear-rgb	radial/linear-rgb	ed59212144966248a98310bdec219256edaa2b5ba977ccd7de11350fee8ba5d5	ed59212144966248a98310bdec219256edaa2b5ba977ccd7de11350fee8ba5d5	MeasuredEqual
repeat	S21-linear-oklab	linear/oklab	0b72d3e866d2359c081a62264341d028b8e6ff94022113364bdb631083f05997	0b72d3e866d2359c081a62264341d028b8e6ff94022113364bdb631083f05997	MeasuredEqual
repeat	S21-radial-oklab	radial/oklab	b47bd90e30a86e26456de4a1b342c579f4a531030a88d71d8c711a7dfdb5dd58	b47bd90e30a86e26456de4a1b342c579f4a531030a88d71d8c711a7dfdb5dd58	MeasuredEqual
repeat	S21-linear-linear-rgb	linear/linear-rgb	0d3eeac387ee4de110e995b6896abf3aec4fe628edcdb2de6d5e7b108f43df36	0d3eeac387ee4de110e995b6896abf3aec4fe628edcdb2de6d5e7b108f43df36	MeasuredEqual
repeat	S21-radial-linear-rgb	radial/linear-rgb	318b3d46931e1678eb59955730bf224c13ad84a446d36557da80fbf097712218	318b3d46931e1678eb59955730bf224c13ad84a446d36557da80fbf097712218	MeasuredEqual
repeat	S22-linear-oklab	linear/oklab	dfb78707877ac9bdbf0f2ae8c538cdafd3e5d984444237fb1986a99f049157de	dfb78707877ac9bdbf0f2ae8c538cdafd3e5d984444237fb1986a99f049157de	MeasuredEqual
repeat	S22-radial-oklab	radial/oklab	3d3020349a8a6b76ef5baa1aaa93eef080464542d3a1d08e5b262fa6d13d9e8e	3d3020349a8a6b76ef5baa1aaa93eef080464542d3a1d08e5b262fa6d13d9e8e	MeasuredEqual
repeat	S22-linear-linear-rgb	linear/linear-rgb	00e17e3bf5bfdc003b09ae5485217b38bc781b3b97b608158e53595eb77428a2	00e17e3bf5bfdc003b09ae5485217b38bc781b3b97b608158e53595eb77428a2	MeasuredEqual
repeat	S22-radial-linear-rgb	radial/linear-rgb	6af53b766ad79b1a64302d5540521a8eb599c38495ae335fd3babfa21b9fd3b4	6af53b766ad79b1a64302d5540521a8eb599c38495ae335fd3babfa21b9fd3b4	MeasuredEqual
repeat	S23-linear-oklab	linear/oklab	383f37770262fa3438b0fe529ebf901c59b321ef791408aaaafc281da056ed54	383f37770262fa3438b0fe529ebf901c59b321ef791408aaaafc281da056ed54	MeasuredEqual
repeat	S23-radial-oklab	radial/oklab	d635badcbd8869d246f9b8eda07f4d9ba49b1f4d12379f24e72f0604cda319f5	d635badcbd8869d246f9b8eda07f4d9ba49b1f4d12379f24e72f0604cda319f5	MeasuredEqual
repeat	S23-linear-linear-rgb	linear/linear-rgb	54f8dd1b9fd2b10bc6edfc845690b383ab250c27fd75d0d83375539f2cd73d9a	54f8dd1b9fd2b10bc6edfc845690b383ab250c27fd75d0d83375539f2cd73d9a	MeasuredEqual
repeat	S23-radial-linear-rgb	radial/linear-rgb	1ca1f9db55cbee2dfafe7ad877be20e6ce8e6528aed5ba6e14d2c8ef02d9da15	1ca1f9db55cbee2dfafe7ad877be20e6ce8e6528aed5ba6e14d2c8ef02d9da15	MeasuredEqual
repeat	S24-linear-oklab	linear/oklab	db524cbd9ae18e4ca4cdf3996906163d8d1217b58a93c477c5e9918a71c14fc3	db524cbd9ae18e4ca4cdf3996906163d8d1217b58a93c477c5e9918a71c14fc3	MeasuredEqual
repeat	S24-radial-oklab	radial/oklab	bb3266fc166684bea13b4289b485f75c0aa95e37e81b40a512419d4baf73290b	bb3266fc166684bea13b4289b485f75c0aa95e37e81b40a512419d4baf73290b	MeasuredEqual
repeat	S24-linear-linear-rgb	linear/linear-rgb	9fb2fd5e78a64a06e016d19330e2765550f1e734a9516444c0a56bd2a27824fd	9fb2fd5e78a64a06e016d19330e2765550f1e734a9516444c0a56bd2a27824fd	MeasuredEqual
repeat	S24-radial-linear-rgb	radial/linear-rgb	e929dc3f2f7dfef4228e5f3f331fa64d00474ea8651cb0896b2ade4a7507cc06	e929dc3f2f7dfef4228e5f3f331fa64d00474ea8651cb0896b2ade4a7507cc06	MeasuredEqual
